result_file,interval_csv,algorithm_preset,result_status,interval_id,gamma_L,gamma_U,interval_status,closure_source,closure_detail,requires_pricing_closure,pricing_closure_satisfied,oracle_used_for_certificate,relaxation_bound_valid,interval_final_lb,interval_final_ub_cutoff
moderate_seed3301_core.json,moderate_seed3301_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,0,0,0.0122881381662,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0,0.0491525526647
moderate_seed3301_core.json,moderate_seed3301_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,1,0.0122881381662,0.0245762763324,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0.0122881381662,0.0491525526647
moderate_seed3301_core.json,moderate_seed3301_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,2,0.0245762763324,0.0368644144986,unresolved,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,true,0.0245762763324,0.0491525526647
moderate_seed3301_core.json,moderate_seed3301_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,3,0.0368644144986,0.0491525526647,unresolved,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,true,0.0368644144986,0.0491525526647
moderate_seed3301_core.json,moderate_seed3301_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,4,0,0.00614406908309,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.0491525526647,0.0491525526647
moderate_seed3301_core.json,moderate_seed3301_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,5,0.00614406908309,0.0122881381662,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.0491525526647,0.0491525526647
moderate_seed3301_core.json,moderate_seed3301_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,6,0.0122881381662,0.0184322072493,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0.0122881381662,0.0491525526647
moderate_seed3301_core.json,moderate_seed3301_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,7,0.0184322072493,0.0245762763324,unresolved,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,true,0.0184322072493,0.0491525526647
moderate_seed3301_core.json,moderate_seed3301_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,8,0.0122881381662,0.0153601727077,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0.0122881381662,0.0491525526647
moderate_seed3301_core.json,moderate_seed3301_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,9,0.0153601727077,0.0184322072493,unresolved,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,true,0.0153601727077,0.0491525526647
moderate_seed3301_core.json,moderate_seed3301_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,10,0.0122881381662,0.013824155437,unresolved,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,true,0.0122881381662,0.0491525526647
moderate_seed3301_core.json,moderate_seed3301_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,11,0.013824155437,0.0153601727077,unresolved,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,true,0.013824155437,0.0491525526647
tight_T_seed3101_core.json,tight_T_seed3101_core.intervals.csv,paper-gf-bpc-core,optimal,0,0,0.0268131835335,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.107252734134,0.107252734134
tight_T_seed3101_core.json,tight_T_seed3101_core.intervals.csv,paper-gf-bpc-core,optimal,1,0.0268131835335,0.053626367067,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.107252734134,0.107252734134
tight_T_seed3101_core.json,tight_T_seed3101_core.intervals.csv,paper-gf-bpc-core,optimal,2,0.053626367067,0.0804395506005,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.107252734134,0.107252734134
tight_T_seed3101_core.json,tight_T_seed3101_core.intervals.csv,paper-gf-bpc-core,optimal,3,0.0804395506005,0.107252734134,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.107252734134,0.107252734134
v100_m5_avg_core_10s.json,v100_m5_avg_core_10s.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,0,0,0.2475,unprocessed_relevant,unresolved,not_processed_before_time_limit_or_reserve,false,false,false,true,0,4.23343551341
v100_m5_avg_core_10s.json,v100_m5_avg_core_10s.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,1,0.2475,0.495,unprocessed_relevant,unresolved,not_processed_before_time_limit_or_reserve,false,false,false,true,0.2475,4.23343551341
v100_m5_avg_core_10s.json,v100_m5_avg_core_10s.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,2,0.495,0.7425,unprocessed_relevant,unresolved,not_processed_before_time_limit_or_reserve,false,false,false,true,0.495,4.23343551341
v100_m5_avg_core_10s.json,v100_m5_avg_core_10s.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,3,0.7425,0.99,unprocessed_relevant,unresolved,not_processed_before_time_limit_or_reserve,false,false,false,true,0.7425,4.23343551341
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,0,0,0.0893001458021,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.357200583208,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,1,0.0893001458021,0.178600291604,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.357200583208,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,2,0.178600291604,0.267900437406,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0.281588031688,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,3,0.267900437406,0.357200583208,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.357200583208,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,4,0.178600291604,0.223250364505,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0.31232723113,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,5,0.223250364505,0.267900437406,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0.326238104589,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,6,0.178600291604,0.200925328055,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.357200583208,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,7,0.200925328055,0.223250364505,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0.33352498689,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,8,0.223250364505,0.245575400956,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0.342009397922,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,9,0.245575400956,0.267900437406,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0.34856314104,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,10,0.200925328055,0.21208784628,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.357200583208,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,11,0.21208784628,0.223250364505,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0.34457525657,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,12,0.223250364505,0.234412882731,unresolved,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,true,0.35083790332,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,13,0.234412882731,0.245575400956,unresolved,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,true,0.353171916148,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,14,0.21208784628,0.217669105393,unresolved,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,true,0.351659889519,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,15,0.217669105393,0.223250364505,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.357200583208,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,16,0.245575400956,0.256737919181,unresolved,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,true,0.34856314104,0.357200583208
v12_m1_core.json,v12_m1_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,17,0.256737919181,0.267900437406,unresolved,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,true,0.34856314104,0.357200583208
v12_m2_core.json,v12_m2_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,0,0,0.179626017689,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.718504070755,0.718504070755
v12_m2_core.json,v12_m2_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,1,0.179626017689,0.359252035377,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.718504070755,0.718504070755
v12_m2_core.json,v12_m2_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,2,0.359252035377,0.538878053066,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0.576842045533,0.718504070755
v12_m2_core.json,v12_m2_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,3,0.538878053066,0.718504070755,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.718504070755,0.718504070755
v12_m2_core.json,v12_m2_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,4,0.359252035377,0.449065044222,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.718504070755,0.718504070755
v12_m2_core.json,v12_m2_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,5,0.449065044222,0.538878053066,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0.666655054378,0.718504070755
v12_m2_core.json,v12_m2_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,6,0.449065044222,0.493971548644,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0.67050492418,0.718504070755
v12_m2_core.json,v12_m2_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,7,0.493971548644,0.538878053066,unresolved,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,true,0.7115615588,0.718504070755
v12_m2_core.json,v12_m2_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,8,0.449065044222,0.471518296433,replaced_by_children,unresolved,split_parent_replaced,false,false,false,true,0.69879292929,0.718504070755
v12_m2_core.json,v12_m2_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,9,0.471518296433,0.493971548644,bound_fathomed,relaxation_bound,inventory_route_gini_relaxation,false,false,false,true,0.718504070755,0.718504070755
v12_m2_core.json,v12_m2_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,10,0.449065044222,0.460291670327,unresolved,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,true,0.69879292929,0.718504070755
v12_m2_core.json,v12_m2_core.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,11,0.460291670327,0.471518296433,unresolved,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,true,0.69879292929,0.718504070755
v50_probe.json,v50_probe.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,0,0,0.245,unprocessed_relevant,unresolved,not_processed_before_time_limit_or_reserve,false,false,false,true,0,1.8452869066
v50_probe.json,v50_probe.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,1,0.245,0.49,unprocessed_relevant,unresolved,not_processed_before_time_limit_or_reserve,false,false,false,true,0.245,1.8452869066
v50_probe.json,v50_probe.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,2,0.49,0.735,unprocessed_relevant,unresolved,not_processed_before_time_limit_or_reserve,false,false,false,true,0.49,1.8452869066
v50_probe.json,v50_probe.intervals.csv,paper-gf-bpc-core,gcap_frontier_not_closed,3,0.735,0.98,unprocessed_relevant,unresolved,not_processed_before_time_limit_or_reserve,false,false,false,true,0.735,1.8452869066
