leaf_id,gamma_L,gamma_U,factory_version,factory_signature,canonical_row_signature,model_sha256,global_family_count,interval_family_count,selector_variable_count,contract_valid
R,0,0.94999999999999996,round19_v2_projected_centering,4187995c5e2566f7,c78950fcf923af85b9881c3ee0f4e120b9fc69900d3dbc352550a5ca40e4aeb1,c78950fcf923af85b9881c3ee0f4e120b9fc69900d3dbc352550a5ca40e4aeb1,6,9,0,1
R.0,0,0.47499999999999998,round19_v2_projected_centering,7b18b606482f9131,e26f50fdff96dc1fd648741c80910321244df93278d1b960cea707c1abf37f9a,e26f50fdff96dc1fd648741c80910321244df93278d1b960cea707c1abf37f9a,6,9,0,1
R.1,0.47499999999999998,0.94999999999999996,round19_v2_projected_centering,4c62b411f2654928,3ffc612889e4664f3dcc79aacc232c2749281e0e32beb23b1c4bb7c52119d7cb,3ffc612889e4664f3dcc79aacc232c2749281e0e32beb23b1c4bb7c52119d7cb,6,9,0,1
R.0.0,0,0.23749999999999999,round19_v2_projected_centering,798257890b867463,fb885edf157f4e247a3d9e5fccb6eabbf002592c13746d2b2014b332dfa9a4f2,fb885edf157f4e247a3d9e5fccb6eabbf002592c13746d2b2014b332dfa9a4f2,6,9,0,1
R.0.1,0.23749999999999999,0.47499999999999998,round19_v2_projected_centering,235c32f22b3045b4,16344b0f0e671a8ab2e9bff2e925ae340d1bbf486b5f693d6a858a3dc7570f83,16344b0f0e671a8ab2e9bff2e925ae340d1bbf486b5f693d6a858a3dc7570f83,6,9,0,1
R.0.1.0,0.23749999999999999,0.35624999999999996,round19_v2_projected_centering,b6a807612f3bbc56,ce29eeaa59b1eed2b44e1327397bb9adcf20af69ee141af3c903a492920d07bf,ce29eeaa59b1eed2b44e1327397bb9adcf20af69ee141af3c903a492920d07bf,6,9,0,1
R.0.1.1,0.35624999999999996,0.47499999999999998,round19_v2_projected_centering,44d18365671ef79c,d625df896de996391cf2207bbe2c4c7299b97ffd7f752910c47e371329ec0e40,d625df896de996391cf2207bbe2c4c7299b97ffd7f752910c47e371329ec0e40,6,9,0,1
R.0.1.0.1,0.296875,0.35624999999999996,round19_v2_projected_centering,d9221e8b42f07af8,8d6e4609a8809cc3222d6898842c8b057597667855d775b1c22b37a697c68c26,8d6e4609a8809cc3222d6898842c8b057597667855d775b1c22b37a697c68c26,6,9,0,1
R.0.1.0.0,0.23749999999999999,0.296875,round19_v2_projected_centering,60d06a10b09cb9f6,0d64936989c8f1a5f895836f6f8e11d877b3a228c3ec250de29b1042357e962d,0d64936989c8f1a5f895836f6f8e11d877b3a228c3ec250de29b1042357e962d,6,9,0,1
R.0.1.1.0,0.35624999999999996,0.41562499999999997,round19_v2_projected_centering,1c85c36bd1fb5eec,d001438079194821bca715e8a6efb7332a67093fc37e3123a15926838a616915,d001438079194821bca715e8a6efb7332a67093fc37e3123a15926838a616915,6,9,0,1
R.0.1.1.1,0.41562499999999997,0.47499999999999998,round19_v2_projected_centering,95d1d68ce42c6d81,c7659aaba7b224ec6ff296bf13fc5021102c5b7254fcaa614ffacfa0478fdec4,c7659aaba7b224ec6ff296bf13fc5021102c5b7254fcaa614ffacfa0478fdec4,6,9,0,1
R.0.1.1.0.0,0.35624999999999996,0.38593749999999993,round19_v2_projected_centering,b9603a103969bbdd,81cd0b1d598a2aa0ea0b49bf17b78128da1319a9cb90e48c37ece87709aefca7,81cd0b1d598a2aa0ea0b49bf17b78128da1319a9cb90e48c37ece87709aefca7,6,9,0,1
R.0.1.1.0.1,0.38593749999999993,0.41562499999999997,round19_v2_projected_centering,82fbe41446ad5776,634cfbc5b8f4b3427da7b5bde48ff40d8d112427d070a07e3cd2a127fdef02cb,634cfbc5b8f4b3427da7b5bde48ff40d8d112427d070a07e3cd2a127fdef02cb,6,9,0,1
R.0.1.1.0.0.0,0.35624999999999996,0.37109374999999994,round19_v2_projected_centering,5e7a914c30a04bf0,006b1513d58b8fc6eb1f6a4c14854365b1e5da28deeab15622f45283740005c3,006b1513d58b8fc6eb1f6a4c14854365b1e5da28deeab15622f45283740005c3,6,9,0,1
R.0.1.1.0.0.1,0.37109374999999994,0.38593749999999993,round19_v2_projected_centering,9ce41883dabb8c8f,f295e62254c4d28553e0ae23a7acbe1e81378275fe6b649a06a59947cca09cfb,f295e62254c4d28553e0ae23a7acbe1e81378275fe6b649a06a59947cca09cfb,6,9,0,1
R.0.1.1.0.0.1.0,0.37109374999999994,0.37851562499999991,round19_v2_projected_centering,61a057b687e690ce,25ad1741361975f84cb22cc1f957602aef207ba3c29584a981315674b5113811,25ad1741361975f84cb22cc1f957602aef207ba3c29584a981315674b5113811,6,9,0,1
R.0.1.1.0.0.1.1,0.37851562499999991,0.38593749999999993,round19_v2_projected_centering,1d05b9fea505a4ff,cb708e59fd6e1451d8027c99a2ced6a4d06807db442c924394056dc26a7f3613,cb708e59fd6e1451d8027c99a2ced6a4d06807db442c924394056dc26a7f3613,6,9,0,1
R.0.1.0.1.0,0.296875,0.32656249999999998,round19_v2_projected_centering,3eb6e8d477d6f00b,8628dd18ce37d436a6117159bc9836426de726f4de40413f5720e2c33dcbf2c9,8628dd18ce37d436a6117159bc9836426de726f4de40413f5720e2c33dcbf2c9,6,9,0,1
R.0.1.0.1.1,0.32656249999999998,0.35624999999999996,round19_v2_projected_centering,52928fd81f102323,2e24e152c10bbbec379dc6134882efb5110f97b496adfd31a41e37e8596bdbe4,2e24e152c10bbbec379dc6134882efb5110f97b496adfd31a41e37e8596bdbe4,6,9,0,1
R.0.1.1.0.0.1.0.1,0.37480468749999996,0.37851562499999991,round19_v2_projected_centering,e2fbfe895dfae4c0,0640c2df82f75195730f67ed7265408787fb782ce02ae7d863d3b0f4afe26be3,0640c2df82f75195730f67ed7265408787fb782ce02ae7d863d3b0f4afe26be3,6,9,0,1
R.0.1.1.0.0.1.0.0,0.37109374999999994,0.37480468749999996,round19_v2_projected_centering,6226f278d9ea6f86,a505d13e125539e861119d1835d259ee092106d37e56a25a2bf4cb49109937ad,a505d13e125539e861119d1835d259ee092106d37e56a25a2bf4cb49109937ad,6,9,0,1
