leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,presolve_observed,root_relaxation_observed,model_sha256,row_signature,native_log
R,LP,"OPTIMAL",0,258.096,0.248,0.639522,0,3173,0,0.0272526,1,0,c78950fcf923af85b9881c3ee0f4e120b9fc69900d3dbc352550a5ca40e4aeb1,c78950fcf923af85b9881c3ee0f4e120b9fc69900d3dbc352550a5ca40e4aeb1,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage2__high_imbalance_seed5202__c3_replica__300s\external\native_logs\R_lp.gurobi.log"
R.0,LP,"OPTIMAL",0,257.699,0.253,0.696536,0,3294,0,0.0272832,1,0,e26f50fdff96dc1fd648741c80910321244df93278d1b960cea707c1abf37f9a,e26f50fdff96dc1fd648741c80910321244df93278d1b960cea707c1abf37f9a,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage2__high_imbalance_seed5202__c3_replica__300s\external\native_logs\R.0_lp.gurobi.log"
R.1,LP,"OPTIMAL",0,257.303,0.197,0.520459,0,2973,0,0.0292155,1,0,3ffc612889e4664f3dcc79aacc232c2749281e0e32beb23b1c4bb7c52119d7cb,3ffc612889e4664f3dcc79aacc232c2749281e0e32beb23b1c4bb7c52119d7cb,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage2__high_imbalance_seed5202__c3_replica__300s\external\native_logs\R.1_lp.gurobi.log"
R.0.0,LP,"INFEASIBLE",0,256.935,0.066,0.160949,0,934,0,0.0292155,1,0,fb885edf157f4e247a3d9e5fccb6eabbf002592c13746d2b2014b332dfa9a4f2,fb885edf157f4e247a3d9e5fccb6eabbf002592c13746d2b2014b332dfa9a4f2,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage2__high_imbalance_seed5202__c3_replica__300s\external\native_logs\R.0.0_lp.gurobi.log"
R.0.1,LP,"OPTIMAL",0,256.718,0.274,0.770404,0,3795,0,0.0292568,1,0,16344b0f0e671a8ab2e9bff2e925ae340d1bbf486b5f693d6a858a3dc7570f83,16344b0f0e671a8ab2e9bff2e925ae340d1bbf486b5f693d6a858a3dc7570f83,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage2__high_imbalance_seed5202__c3_replica__300s\external\native_logs\R.0.1_lp.gurobi.log"
R.0.1.0,LP,"OPTIMAL",0,256.284,0.312,0.877505,0,4229,0,0.0292568,1,0,ce29eeaa59b1eed2b44e1327397bb9adcf20af69ee141af3c903a492920d07bf,ce29eeaa59b1eed2b44e1327397bb9adcf20af69ee141af3c903a492920d07bf,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage2__high_imbalance_seed5202__c3_replica__300s\external\native_logs\R.0.1.0_lp.gurobi.log"
R.0.1.1,LP,"OPTIMAL",0,255.821,0.266,0.748133,0,3835,0,0.0292568,1,0,d625df896de996391cf2207bbe2c4c7299b97ffd7f752910c47e371329ec0e40,d625df896de996391cf2207bbe2c4c7299b97ffd7f752910c47e371329ec0e40,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage2__high_imbalance_seed5202__c3_replica__300s\external\native_logs\R.0.1.1_lp.gurobi.log"
R.0.1.0.1,LP,"OPTIMAL",0,255.395,0.302,0.831459,0,3873,0,0.0292568,1,0,8d6e4609a8809cc3222d6898842c8b057597667855d775b1c22b37a697c68c26,8d6e4609a8809cc3222d6898842c8b057597667855d775b1c22b37a697c68c26,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage2__high_imbalance_seed5202__c3_replica__300s\external\native_logs\R.0.1.0.1_lp.gurobi.log"
R.0.1.0.0,LP,"INFEASIBLE",0,254.94,0.103,0.248679,0,1832,0,0.0292568,1,0,0d64936989c8f1a5f895836f6f8e11d877b3a228c3ec250de29b1042357e962d,0d64936989c8f1a5f895836f6f8e11d877b3a228c3ec250de29b1042357e962d,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage2__high_imbalance_seed5202__c3_replica__300s\external\native_logs\R.0.1.0.0_lp.gurobi.log"
R.0.1.1.0,LP,"OPTIMAL",0,254.685,0.241,0.66457,0,3250,0,0.0292568,1,0,d001438079194821bca715e8a6efb7332a67093fc37e3123a15926838a616915,d001438079194821bca715e8a6efb7332a67093fc37e3123a15926838a616915,"E:\codes\ExactEBRP\results\gf_cplex_equivalent_gurobi_replica_round28\runs\stage2__high_imbalance_seed5202__c3_replica__300s\external\native_logs\R.0.1.1.0_lp.gurobi.log"
