run_id,elapsed_time,node_count,open_nodes,simplex_iterations,native_tree_memory_mb,source
stage1__V12_M2__factory_delta__300s,0.0066806000000000001,0,1,0,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage1__V12_M2__factory_delta__300s,0.0068938000000000003,0,1,0,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage1__V12_M2__factory_delta__300s,1.7354782,0,1,1268,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
stage1__V12_M2__factory_delta__300s,285.97442489999997,46249,7324,2312945,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
