instance,tailored_status,tailored_obj,tailored_lb,tailored_ub,tailored_gap,tailored_time,tailored_columns,cplex_status,cplex_obj,cplex_lb,cplex_ub,cplex_gap,cplex_time,speedup
test_data_V8_M1_high.txt,optimal,0.571697257514,0.571697257514,0.571697257514,0,4.0203748,0,optimal,0.571697257514,0.571697257514,0.571697257514,0,51.3915582,12.7827779141
