instance,tailored_status,tailored_obj,tailored_lb,tailored_ub,tailored_gap,tailored_time,tailored_columns,cplex_status,cplex_obj,cplex_lb,cplex_ub,cplex_gap,cplex_time,speedup
test_data_V10_M2_average.txt,optimal,0.463263009179,0.463263009179,0.463263009179,0,55.7656322,0,not_certified,0.463263009179,0.43857303364,0.463263009179,0.0532958061622,120.1606405,2.15474362541
