instance,tailored_status,tailored_obj,tailored_lb,tailored_ub,tailored_gap,tailored_time,tailored_columns,cplex_status,cplex_obj,cplex_lb,cplex_ub,cplex_gap,cplex_time,speedup
test_data_V8_M2_average.txt,optimal,0.31908731186,0.31908731186,0.31908731186,0,4.3472609,0,optimal,0.31908731186,0.31908731186,0.31908731186,0,7.8434418,1.80422615077
