instance,tailored_status,tailored_obj,tailored_lb,tailored_ub,tailored_gap,tailored_time,tailored_columns,cplex_status,cplex_obj,cplex_lb,cplex_ub,cplex_gap,cplex_time,speedup
test_data_V8_M2_low.txt,optimal,2.18621359223,2.18621359223,2.18621359223,0,0.6106639,0,optimal,2.18621359223,2.18621359223,2.18621359223,0,0.4491078,0.735441869087
