instance,tailored_status,tailored_obj,tailored_lb,tailored_ub,tailored_gap,tailored_time,tailored_columns,cplex_status,cplex_obj,cplex_lb,cplex_ub,cplex_gap,cplex_time,speedup
test_data_V8_M1_low.txt,optimal,1.83063493255,1.83063493255,1.83063493255,0,0.3466798,0,optimal,1.83063493255,1.83063493255,1.83063493255,0,0.1823147,0.525887865402
