instance,tailored_status,tailored_obj,tailored_lb,tailored_ub,tailored_gap,tailored_time,tailored_columns,cplex_status,cplex_obj,cplex_lb,cplex_ub,cplex_gap,cplex_time,speedup
test_data_V8_M1_average.txt,optimal,0.795767180526,0.795767180526,0.795767180526,0,0.3021317,0,optimal,0.795767180526,0.795767180526,0.795767180526,0,0.285843,0.946087418169
