instance,tailored_status,tailored_obj,tailored_lb,tailored_ub,tailored_gap,tailored_time,tailored_columns,cplex_status,cplex_obj,cplex_lb,cplex_ub,cplex_gap,cplex_time,speedup
test_data_V8_M2_high.txt,optimal,0.359576511323,0.359576511323,0.359576511323,0,1.793211,0,optimal,0.359576511323,0.359576511323,0.359576511323,0,1.3301467,0.741768090872
