phase_index,leaf_id,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,status,native_status,native_bound,target_reached,exact_closure,requeued,solver_runtime,work,nodes,event_source
1,L2.0,next_leaf,2.24106,2.27128,2.27128,2.36564,target_reached_requeue,"INTERRUPTED",2.32271,1,0,1,0.201,0.357418,1,"c6_next_strict_frontier_bound_reached_requeue"
1,L2.1,next_leaf,2.27128,2.32271,2.32271,2.36564,target_reached_requeue,"INTERRUPTED",2.32607,1,0,1,0.409,0.56812,1,"c6_next_strict_frontier_bound_reached_requeue"
1,L2.0.1,next_leaf,2.32271,2.32607,2.32607,2.36564,target_reached_requeue,"INTERRUPTED",2.33195,1,0,1,0.169,0.29033,1,"c6_next_strict_frontier_bound_reached_requeue"
