result_package,fresh_run,source_round,run_id,instance,variant,budget_seconds,sample_time,elapsed_seconds,free_memory_bytes,process_tree_working_set_bytes,cplex_process_count,exactebrp_process_count,solver_process_detail
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__plain_cplex__300s,high_imbalance_seed3202,plain_cplex,300,2026-07-12T08:31:25+08:00,0.247,18047889408,47693824,0,0,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__plain_cplex__300s,high_imbalance_seed3202,plain_cplex,300,2026-07-12T08:31:56+08:00,30.995,18003591168,112291840,0,0,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__plain_cplex__300s,high_imbalance_seed3202,plain_cplex,300,2026-07-12T08:32:27+08:00,61.692,18004520960,99385344,0,0,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__plain_cplex__300s,high_imbalance_seed3202,plain_cplex,300,2026-07-12T08:32:57+08:00,92.416,17843691520,103190528,0,0,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__plain_cplex__300s,high_imbalance_seed3202,plain_cplex,300,2026-07-12T08:33:28+08:00,123.115,17854644224,103145472,0,0,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__plain_cplex__300s,high_imbalance_seed3202,plain_cplex,300,2026-07-12T08:33:59+08:00,153.835,17853513728,102805504,0,0,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__plain_cplex__300s,high_imbalance_seed3202,plain_cplex,300,2026-07-12T08:34:29+08:00,184.555,17830916096,102735872,0,0,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__plain_cplex__300s,high_imbalance_seed3202,plain_cplex,300,2026-07-12T08:35:00+08:00,215.275,17843167232,101539840,0,0,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__plain_cplex__300s,high_imbalance_seed3202,plain_cplex,300,2026-07-12T08:35:31+08:00,245.963,17831280640,105123840,0,0,
results/gf_tailored_bc_fair_diagnosis_round,True,gf_tailored_bc_fair_diagnosis_round,full__high_imbalance_seed3202__plain_cplex__300s,high_imbalance_seed3202,plain_cplex,300,2026-07-12T08:36:02+08:00,276.697,17839837184,103104512,0,0,
