run_id,parent_uid,parent_parent_uid,parent_native_depth,parent_gini_generation,child_gini_generation,parent_gamma_L,parent_gamma_U,split,parent_relaxation,lower_uid,lower_gamma_L,lower_gamma_U,lower_estimate,lower_gamma_floor,lower_weighted_penalty_lb,lower_domain_estimate,lower_lift,lower_station_deviation_lbs,lower_s_lower,lower_required_deviation,lower_deviation_lower_sum,lower_deviation_upper_sum,lower_dispersion_penalty_lb,lower_dispersion_bound_used,lower_domain_contradiction,lower_validation_status,upper_uid,upper_gamma_L,upper_gamma_U,upper_estimate,upper_gamma_floor,upper_weighted_penalty_lb,upper_domain_estimate,upper_lift,upper_station_deviation_lbs,upper_s_lower,upper_required_deviation,upper_deviation_lower_sum,upper_deviation_upper_sum,upper_dispersion_penalty_lb,upper_dispersion_bound_used,upper_domain_contradiction,upper_validation_status,estimate_mode,sibling_discriminated,creation_time,creation_node_count,open_nodes,simplex_iterations,validity_status,failure_reason
stage4__high_imbalance_seed6202__s0_cplex__300s,0,-1,0,0,1,0,0.97999999999999998,0.48999999999999999,8.0563754991343277,1,0,0.48999999999999999,8.0563754991343277,0,8.1397928891392564,1.2209689333708884,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,2,0.48999999999999999,0.97999999999999998,8.0563754991343277,0.48999999999999999,8.1397928891392564,1.7109689333708884,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,parent-copy,false,161.04248029999999,0,1,87040,passed,
stage4__high_imbalance_seed6202__s0_cplex__300s,2,0,1,1,2,0.48999999999999999,0.97999999999999998,0.73499999999999999,8.1730149758011805,3,0.48999999999999999,0.73499999999999999,8.1730149758011805,0.48999999999999999,8.1397928891392564,1.7109689333708884,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,4,0.73499999999999999,0.97999999999999998,8.1730149758011805,0.73499999999999999,8.1397928891392564,1.9559689333708885,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,parent-copy,false,179.2327612,2,1,90294,passed,
stage4__high_imbalance_seed6202__s0_cplex__300s,3,2,2,2,3,0.48999999999999999,0.73499999999999999,0.61250000000000004,8.1986643595678679,5,0.48999999999999999,0.61250000000000004,8.1986643595678679,0.48999999999999999,8.1397928891392564,1.7109689333708884,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,6,0.61250000000000004,0.73499999999999999,8.1986643595678679,0.61250000000000004,8.1397928891392564,1.8334689333708885,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,parent-copy,false,185.27910729999999,3,2,103267,passed,
stage4__high_imbalance_seed6202__s0_cplex__300s,4,2,2,2,3,0.73499999999999999,0.97999999999999998,0.85749999999999993,8.3048559661824388,7,0.73499999999999999,0.85749999999999993,8.3048559661824388,0.73499999999999999,8.1397928891392564,1.9559689333708885,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,8,0.85749999999999993,0.97999999999999998,8.3048559661824388,0.85749999999999993,8.1397928891392564,2.0784689333708881,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,parent-copy,false,188.84873160000001,4,3,106152,passed,
stage4__high_imbalance_seed6202__s0_cplex__300s,5,3,3,3,4,0.48999999999999999,0.61250000000000004,0.55125000000000002,8.5872004804891464,9,0.48999999999999999,0.55125000000000002,8.5872004804891464,0.48999999999999999,8.1397928891392564,1.7109689333708884,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,10,0.55125000000000002,0.61250000000000004,8.5872004804891464,0.55125000000000002,8.1397928891392564,1.7722189333708884,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,parent-copy,false,210.2625458,5,4,109343,passed,
stage4__high_imbalance_seed6202__s0_cplex__300s,6,3,3,3,4,0.61250000000000004,0.73499999999999999,0.67375000000000007,8.2166833930632528,11,0.61250000000000004,0.67375000000000007,8.2166833930632528,0.61250000000000004,8.1397928891392564,1.8334689333708885,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,12,0.67375000000000007,0.73499999999999999,8.2166833930632528,0.67375000000000007,8.1397928891392564,1.8947189333708885,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,parent-copy,false,225.3766813,6,5,120922,passed,
stage4__high_imbalance_seed6202__s0_cplex__300s,11,6,4,4,5,0.61250000000000004,0.67375000000000007,0.64312500000000006,8.2261779011333953,13,0.61250000000000004,0.64312500000000006,8.2261779011333953,0.61250000000000004,8.1397928891392564,1.8334689333708885,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,14,0.64312500000000006,0.67375000000000007,8.2261779011333953,0.64312500000000006,8.1397928891392564,1.8640939333708886,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,parent-copy,false,227.96160750000001,7,6,121848,passed,
stage4__high_imbalance_seed6202__s0_cplex__300s,12,6,4,4,5,0.67375000000000007,0.73499999999999999,0.70437499999999997,8.2436059661824395,15,0.67375000000000007,0.70437499999999997,8.2436059661824395,0.67375000000000007,8.1397928891392564,1.8947189333708885,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,16,0.70437499999999997,0.73499999999999999,8.2436059661824395,0.70437499999999997,8.1397928891392564,1.9253439333708884,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,parent-copy,false,232.26441360000001,8,7,123648,passed,
stage4__high_imbalance_seed6202__s0_cplex__300s,13,11,5,5,6,0.61250000000000004,0.64312500000000006,0.62781250000000011,8.2952912443215361,17,0.61250000000000004,0.62781250000000011,8.2952912443215361,0.61250000000000004,8.1397928891392564,1.8334689333708885,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,18,0.62781250000000011,0.64312500000000006,8.2952912443215361,0.62781250000000011,8.1397928891392564,1.8487814333708885,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,parent-copy,false,246.31860639999999,9,8,126940,passed,
stage4__high_imbalance_seed6202__s0_cplex__300s,14,11,5,5,6,0.64312500000000006,0.67375000000000007,0.65843750000000001,8.2277980489774265,19,0.64312500000000006,0.65843750000000001,8.2277980489774265,0.64312500000000006,8.1397928891392564,1.8640939333708886,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,20,0.65843750000000001,0.67375000000000007,8.2277980489774265,0.65843750000000001,8.1397928891392564,1.8794064333708884,0,4.25|0.090909090909090828|0|0|0|0|0.25|0|0|0.099999999999999978|0.31707317073170727|0.27777777777777779|3|0.20512820512820518|0|0.1428571428571429|0.45454545454545459|0|0|0|0|5.666666666666667|0|1|0|0|0.23255813953488369|0.36585365853658536|0|0|0|0|0.068965517241379337|0|0.85714285714285721|0|0|0|0|0|0|0|0|0|0.088235294117647078|0.08333333333333337|0|0.15151515151515149|0.27777777777777779|0,0,0,0,0,0,false,false,not_dispersion_coupled,parent-copy,false,248.56520459999999,10,9,138433,passed,
