interval_id,pricing_calls,pricing_time_seconds,pricing_engine,final_pricing_engine,labels_generated,labels_kept,labels_expanded,labels_pruned_duration,labels_pruned_load,labels_pruned_station,labels_pruned_support,labels_pruned_reduced_cost,dominance_prunes,operation_dp_prunes,negative_columns_found,columns_inserted,best_reduced_cost,remaining_negative_rc,closure_status
2,1,5.7892828,exact-label,exact-label,6569984,0,6569983,26620428,0,0,0,0,0,1382313,0,0,0.00469307183545,0,not_run
