run_id,elapsed_time,node_count,open_nodes,simplex_iterations,native_tree_memory_mb,source
gate__high_imbalance_seed3202__baseline__presolve_on__30s,0.0124983,0,1,0,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
gate__high_imbalance_seed3202__baseline__presolve_on__30s,0.012583,0,1,0,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
gate__high_imbalance_seed3202__baseline__presolve_on__30s,3.2739571000000001,0,1,5730,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
gate__high_imbalance_seed3202__baseline__presolve_on__30s,10.000366,17,18,17738,,generic_callback_does_not_expose_tree_memory;parse_cplex_log
