event,source,generation,source_elapsed_seconds,content_sha256,duplicate,verifier_passed,published,objective,verification_seconds,reason
0,hga_initial_population_best,0,0.002271,19cfbf93480b2a9097ee076cef7a57c2c951e9c08594d489ee393de15534f25d,0,1,1,0.25238440839110432,2.3e-06,published_monotone_verified_upper_bound
1,hga_initial_population_best,0,0.0023048999999999999,90504f6f86e323ba6ffb81201b0de3ecd33e45c9681d32175c1b8b6f77d6e606,0,1,1,0.18870806561081468,1.1000000000000001e-06,published_monotone_verified_upper_bound
2,hga_strict_improvement,1,0.0041713000000000002,f260d9b6e789031331b031df3483b607cadf3f4813233bf09eb7bb550ba99741,0,1,1,0.18681528150691529,1.3999999999999999e-06,published_monotone_verified_upper_bound
3,hga_strict_improvement,2,0.0070552000000000002,90b0462b68b7c802da5d9594a5faa028341d8a734f7d0ec8a7ed14e59c045000,0,1,1,0.11096944911621889,1.3999999999999999e-06,published_monotone_verified_upper_bound
4,hga_strict_improvement,5,0.0144131,844f2f5392eb2f62097f5d2f28f0330deb5816c17891cd3880106faa3cab21b9,0,1,1,0.073977142831308421,1.3999999999999999e-06,published_monotone_verified_upper_bound
5,hga_strict_improvement,10,0.027915200000000001,5e8741e7de39eb1ed9f5ef21abecd68f6473cb792c7fb6bfecc62d8717850722,0,1,1,0.072462107159237649,2.2000000000000001e-06,published_monotone_verified_upper_bound
6,hga_strict_improvement,11,0.030202400000000001,fe1e914c8c1d4fd85a654f738cb32380cd657dbba1251a98919fa3d479d05f9f,0,1,1,0.070955523887699518,1.5e-06,published_monotone_verified_upper_bound
7,hga_strict_improvement,17,0.043529900000000003,72fd64ab3846cac2b7c82ea20d6e99a5d24226d294e1d848db18b7f76858bb3b,0,1,1,0.062341058463712101,1.7e-06,published_monotone_verified_upper_bound
8,hga_strict_improvement,24,0.058118499999999997,289e99398bf980c7eccaaf9ccea44c21972de9a6c3fa0c3991f2440bd86a1224,0,1,1,0.061892357538433265,1.9999999999999999e-06,published_monotone_verified_upper_bound
9,hga_strict_improvement,99,0.17739859999999999,860bbf31fc9ba4ff61cf64c498a6bc39dad11de27a7e67d8eacd8cf34093a9e5,0,1,1,0.054665517338867778,3.0000000000000001e-06,published_monotone_verified_upper_bound
10,hga_strict_improvement,102,0.18226419999999999,5a61b55f7803ab16c5149954936e1569e95470d99c59b94d5a4bf8d2d93b16a1,0,1,1,0.053168536542720385,2.3e-06,published_monotone_verified_upper_bound
11,hga_strict_improvement,129,0.23025480000000001,8e5ad23a6d49751f6075835041b23d09a4cb3902d9b236fd429c9f456345a1c4,0,1,1,0.049468682614419446,1.9999999999999999e-06,published_monotone_verified_upper_bound
