parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L1,2.65536,L1.0,0,1,L1.1,2.69379,0,2.69379,1e-07,"complete_child_lp_infeasibility"
L2,2.66222,L2.0,2.66373,0,L2.1,2.76776,0,2.66373,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0,2.66373,L2.0.0,2.66796,0,L2.0.1,2.70839,0,2.66796,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0,2.66796,L2.0.0.0,2.67731,0,L2.0.0.1,2.68377,0,2.67731,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0.0,2.67731,L2.0.0.0.0,2.6883,0,L2.0.0.0.1,2.68364,0,2.68364,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0.0.1,2.68364,L2.0.0.0.1.0,2.68768,0,L2.0.0.0.1.1,2.68683,0,2.68683,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0.1,2.68377,L2.0.0.1.0,2.6853,0,L2.0.0.1.1,2.69369,0,2.6853,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0.1.0,2.6853,L2.0.0.1.0.0,2.6874,0,L2.0.0.1.0.1,2.68896,0,2.6874,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0.0.1.1,2.68683,L2.0.0.0.1.1.0,2.68875,0,L2.0.0.0.1.1.1,2.68842,0,2.68842,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0.1.0.0,2.6874,L2.0.0.1.0.0.0,2.68862,0,L2.0.0.1.0.0.1,2.68905,0,2.68862,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0.0.1.0,2.68768,L2.0.0.0.1.0.0,2.69068,0,L2.0.0.0.1.0.1,2.68926,0,2.68926,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0.0.0,2.6883,L2.0.0.0.0.0,2.70269,0,L2.0.0.0.0.1,2.69123,0,2.69123,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L2.0.0.0.1.1.1,2.68842,L2.0.0.0.1.1.1.0,2.68932,0,L2.0.0.0.1.1.1.1,2.68921,0,2.68921,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.1.0.0.0,2.68862,L2.0.0.1.0.0.0.0,2.68924,0,L2.0.0.1.0.0.0.1,2.68945,0,2.68924,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.0.1.1.0,2.68875,L2.0.0.0.1.1.0.0,2.68979,0,L2.0.0.0.1.1.0.1,2.68954,0,2.68954,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.1.0.1,2.68896,L2.0.0.1.0.1.0,2.68962,0,L2.0.0.1.0.1.1,2.69118,0,2.68962,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.1.0.0.1,2.68905,L2.0.0.1.0.0.1.0,2.68966,0,L2.0.0.1.0.0.1.1,2.68988,0,2.68966,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.0.1.0.1,2.68926,L2.0.0.0.1.0.1.0,2.6904,0,L2.0.0.0.1.0.1.1,2.69005,0,2.69005,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.0.1.0.0,2.69068,L2.0.0.0.1.0.0.0,2.69241,0,L2.0.0.0.1.0.0.1,2.6914,0,2.6914,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0.0.1.0.0.0.0,2.69074,L2.0.0.1.0.0.0.0.0,2.68957,0,L2.0.0.1.0.0.0.0.1,2.68965,0,2.68957,1e-07,"no_strict_child_disjunction_gain"
L2.0.0.1.0.0.0.1,2.69074,L2.0.0.1.0.0.0.1.0,2.68976,0,L2.0.0.1.0.0.0.1.1,2.68986,0,2.68976,1e-07,"no_strict_child_disjunction_gain"
