telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
0.290293,lp_complete,R,0,0.718504,open,0.318536,0.718504,"complete_optimal_interval_lp_bound"
0.29032,atomic_unconditional_split,R,0,0.718504,replaced,0.318536,0.718504,"initial_partition"
0.599515,lp_infeasible,R.0,0,0.359252,empty,0.318536,0.718504,"complete_interval_lp_infeasible"
0.905107,lp_complete,R.1,0.359252,0.718504,open,0.581281,0.718504,"complete_optimal_interval_lp_bound"
0.905133,atomic_unconditional_split,R.1,0.359252,0.718504,replaced,0.581281,0.718504,"initial_partition"
1.17636,lp_complete,R.1.0,0.359252,0.538878,open,0.581281,0.718504,"complete_optimal_interval_lp_bound"
1.17639,atomic_unconditional_split,R.1.0,0.359252,0.538878,replaced,0.581281,0.718504,"adaptive_refinement"
1.44275,lp_infeasible,R.1.1,0.538878,0.718504,empty,0.589563,0.718504,"complete_interval_lp_infeasible"
1.72242,lp_complete,R.1.0.0,0.359252,0.449065,open,0.589563,0.718504,"complete_optimal_interval_lp_bound"
1.72245,atomic_unconditional_split,R.1.0.0,0.359252,0.449065,replaced,0.589563,0.718504,"adaptive_refinement"
1.99176,lp_complete,R.1.0.1,0.449065,0.538878,open,0.595217,0.718504,"complete_optimal_interval_lp_bound"
1.99179,atomic_unconditional_split,R.1.0.1,0.449065,0.538878,replaced,0.595217,0.718504,"adaptive_refinement"
2.41233,lp_infeasible,R.1.0.0.0,0.359252,0.404159,empty,0.595217,0.718504,"complete_interval_lp_infeasible"
2.69194,lp_complete,R.1.0.0.1,0.404159,0.449065,open,0.625983,0.718504,"complete_optimal_interval_lp_bound"
2.69197,atomic_unconditional_split,R.1.0.0.1,0.404159,0.449065,replaced,0.625983,0.718504,"adaptive_refinement"
2.96342,lp_complete,R.1.0.0.1.0,0.404159,0.426612,open,0.625983,0.718504,"complete_optimal_interval_lp_bound"
2.96345,atomic_unconditional_split,R.1.0.0.1.0,0.404159,0.426612,replaced,0.625983,0.718504,"adaptive_refinement"
3.25831,lp_complete,R.1.0.0.1.1,0.426612,0.449065,open,0.633823,0.718504,"complete_optimal_interval_lp_bound"
3.25834,atomic_unconditional_split,R.1.0.0.1.1,0.426612,0.449065,replaced,0.633823,0.718504,"adaptive_refinement"
3.53513,lp_complete,R.1.0.0.1.0.0,0.404159,0.415385,open,0.633823,0.718504,"complete_optimal_interval_lp_bound"
3.53516,atomic_unconditional_split,R.1.0.0.1.0.0,0.404159,0.415385,replaced,0.633823,0.718504,"adaptive_refinement"
3.80984,lp_complete,R.1.0.0.1.0.1,0.415385,0.426612,open,0.640663,0.718504,"complete_optimal_interval_lp_bound"
3.80987,atomic_unconditional_split,R.1.0.0.1.0.1,0.415385,0.426612,replaced,0.640663,0.718504,"adaptive_refinement"
4.08701,lp_complete,R.1.0.0.1.0.0.1,0.409772,0.415385,open,0.640663,0.718504,"complete_optimal_interval_lp_bound"
4.08705,atomic_unconditional_split,R.1.0.0.1.0.0.1,0.409772,0.415385,replaced,0.640663,0.718504,"adaptive_refinement"
4.48027,lp_infeasible,R.1.0.0.1.0.0.0,0.404159,0.409772,empty,0.641252,0.718504,"complete_interval_lp_infeasible"
4.76216,lp_complete,R.1.0.0.1.0.1.0,0.415385,0.420998,open,0.641252,0.718504,"complete_optimal_interval_lp_bound"
4.76219,atomic_unconditional_split,R.1.0.0.1.0.1.0,0.415385,0.420998,replaced,0.641252,0.718504,"adaptive_refinement"
5.03991,lp_complete,R.1.0.0.1.0.1.1,0.420998,0.426612,open,0.641917,0.718504,"complete_optimal_interval_lp_bound"
5.03995,atomic_unconditional_split,R.1.0.0.1.0.1.1,0.420998,0.426612,replaced,0.641917,0.718504,"adaptive_refinement"
5.30909,lp_complete,R.1.0.0.1.1.0,0.426612,0.437838,open,0.641917,0.718504,"complete_optimal_interval_lp_bound"
5.30912,atomic_unconditional_split,R.1.0.0.1.1.0,0.426612,0.437838,replaced,0.641917,0.718504,"adaptive_refinement"
5.59216,lp_complete,R.1.0.0.1.1.1,0.437838,0.449065,open,0.643543,0.718504,"complete_optimal_interval_lp_bound"
5.59219,atomic_unconditional_split,R.1.0.0.1.1.1,0.437838,0.449065,replaced,0.643543,0.718504,"adaptive_refinement"
5.88673,lp_complete,R.1.0.0.1.1.0.1,0.432225,0.437838,open,0.643543,0.718504,"complete_optimal_interval_lp_bound"
5.88676,atomic_unconditional_split,R.1.0.0.1.1.0.1,0.432225,0.437838,replaced,0.643543,0.718504,"adaptive_refinement"
6.1623,lp_complete,R.1.0.0.1.1.0.0,0.426612,0.432225,open,0.644371,0.718504,"complete_optimal_interval_lp_bound"
6.16244,atomic_unconditional_split,R.1.0.0.1.1.0.0,0.426612,0.432225,replaced,0.644371,0.718504,"adaptive_refinement"
6.43271,lp_complete,R.1.0.0.1.0.0.1.0,0.409772,0.412579,open,0.644371,0.718504,"complete_optimal_interval_lp_bound"
6.43274,atomic_unconditional_split,R.1.0.0.1.0.0.1.0,0.409772,0.412579,replaced,0.644371,0.718504,"adaptive_refinement"
6.70652,lp_complete,R.1.0.0.1.0.0.1.1,0.412579,0.415385,open,0.644628,0.718504,"complete_optimal_interval_lp_bound"
6.70655,atomic_unconditional_split,R.1.0.0.1.0.0.1.1,0.412579,0.415385,replaced,0.644628,0.718504,"adaptive_refinement"
6.97608,lp_complete,R.1.0.0.1.0.1.0.1,0.418192,0.420998,open,0.644628,0.718504,"complete_optimal_interval_lp_bound"
6.97611,atomic_unconditional_split,R.1.0.0.1.0.1.0.1,0.418192,0.420998,replaced,0.644628,0.718504,"adaptive_refinement"
7.25277,lp_complete,R.1.0.0.1.0.1.0.0,0.415385,0.418192,open,0.644964,0.718504,"complete_optimal_interval_lp_bound"
7.25289,atomic_unconditional_split,R.1.0.0.1.0.1.0.0,0.415385,0.418192,replaced,0.644964,0.718504,"adaptive_refinement"
7.53373,lp_complete,R.1.0.0.1.0.1.1.0,0.420998,0.423805,open,0.644964,0.718504,"complete_optimal_interval_lp_bound"
