run_id,node_uid,parent_uid,native_depth,gini_generation,relaxation_pass,gamma_L,gamma_U,pre_local_row_relaxation,post_local_row_relaxation,delta_rows_attached,duplicates_omitted,row_factory_seconds,row_api_seconds,status
round23_stage1__high_imbalance_seed3202__s0c__300s,1,0,1,1,1,0,0.47499999999999998,1.4533943380542116,,1416,0,0.0120453,0.00043399999999999998,awaiting_reoptimization
round23_stage1__high_imbalance_seed3202__s0c__300s,2,0,1,1,1,0.47499999999999998,0.94999999999999996,1.6196809964744308,,1416,0,0.010156500000000001,0.00044630000000000001,awaiting_reoptimization
round23_stage1__high_imbalance_seed3202__s0c__300s,2,0,1,1,2,0.47499999999999998,0.94999999999999996,1.6196809964744308,1.6500930407672763,,,0.010156500000000001,0.00044630000000000001,passed
round23_stage1__high_imbalance_seed3202__s0c__300s,3,2,2,2,1,0.47499999999999998,0.71249999999999991,1.6500930407672763,,1416,0,0.0145036,0.00046789999999999999,awaiting_reoptimization
round23_stage1__high_imbalance_seed3202__s0c__300s,3,2,2,2,2,0.47499999999999998,0.71249999999999991,1.6500930407672763,1.6508998110975803,,,0.0145036,0.00046789999999999999,passed
round23_stage1__high_imbalance_seed3202__s0c__300s,5,3,3,3,1,0.47499999999999998,0.59375,1.6508998110975792,,1416,0,0.012224499999999999,0.00042430000000000001,awaiting_reoptimization
round23_stage1__high_imbalance_seed3202__s0c__300s,5,3,3,3,2,0.47499999999999998,0.59375,1.6508998110975792,1.6529318662048271,,,0.012224499999999999,0.00042430000000000001,passed
round23_stage1__high_imbalance_seed3202__s0c__300s,6,3,3,3,1,0.59375,0.71249999999999991,1.7384312919360569,,1416,0,0.0145104,0.00039669999999999999,awaiting_reoptimization
round23_stage1__high_imbalance_seed3202__s0c__300s,6,3,3,3,2,0.59375,0.71249999999999991,1.7384312919360569,1.7384312919360574,,,0.0145104,0.00039669999999999999,passed
round23_stage1__high_imbalance_seed3202__s0c__300s,7,5,4,4,1,0.47499999999999998,0.53437500000000004,1.6529318662048271,,1416,0,0.0126511,0.00043179999999999998,awaiting_reoptimization
round23_stage1__high_imbalance_seed3202__s0c__300s,7,5,4,4,2,0.47499999999999998,0.53437500000000004,1.6529318662048271,1.6570110581061983,,,0.0126511,0.00043179999999999998,passed
round23_stage1__high_imbalance_seed3202__s0c__300s,11,7,5,5,1,0.47499999999999998,0.50468749999999996,1.657321148629638,,1416,0,0.012924100000000001,0.00044099999999999999,awaiting_reoptimization
round23_stage1__high_imbalance_seed3202__s0c__300s,11,7,5,5,2,0.47499999999999998,0.50468749999999996,1.657321148629638,1.6948167732770112,,,0.012924100000000001,0.00044099999999999999,passed
round23_stage1__high_imbalance_seed3202__s0c__300s,12,7,5,5,1,0.50468749999999996,0.53437500000000004,1.6570110581061976,,1416,0,0.012726100000000001,0.00043689999999999999,awaiting_reoptimization
round23_stage1__high_imbalance_seed3202__s0c__300s,12,7,5,5,2,0.50468749999999996,0.53437500000000004,1.6570110581061976,1.6642545768642398,,,0.012726100000000001,0.00043689999999999999,passed
round23_stage1__high_imbalance_seed3202__s0c__300s,15,12,6,6,1,0.50468749999999996,0.51953125,1.6642545768642398,,1416,0,0.0126257,0.00045540000000000001,awaiting_reoptimization
round23_stage1__high_imbalance_seed3202__s0c__300s,15,12,6,6,2,0.50468749999999996,0.51953125,1.6642545768642398,1.6687369319556937,,,0.0126257,0.00045540000000000001,passed
