parent_id,eligible,decision_valid,split,child_infeasibility_trigger,strict_bound_trigger,normalized_disjunction_gain,parent_native_bound_target,target_phase_required,reason,b_plus,eta_proof,eta_anchor,normalization_source,normalization_upper_bound
L0,true,1,1,0,0,2.792377611121637e-16,,0,"round48_counterfactual_forced_single_midpoint",0.20926487771892274,2.792377611121637e-16,2.792377611121637e-16,"proof",0.70625309852907492
L0.0,true,1,0,0,0,0,,0,"round48_counterfactual_descendant_split_forbidden",0.20926487771892285,0,0,"proof",0.70625309852907492
L0.1,true,1,0,0,0,0,,0,"round48_counterfactual_descendant_split_forbidden",0.52806619587109671,0,0,"proof",0.70625309852907492
