decision_sequence,K0,tau,interval_id,parent_id,depth,gamma_L,gamma_U,B_p,B_L,B_R,U,proof_gap,g_L_raw,g_R_raw,g_L,g_R,eta,mu,S_AM,adaptive_rho_I,score_tolerance,selected_action,native_target,deterministic_reason,coverage_update
1,1,0.079149999999999998,"L0","",0,0,0.70625309852907492,0.2092648777189226,0.20926487771892274,0.52806619587109682,0.70625309852907492,0.49698822081015231,2.792377611121637e-16,0.6414665475018474,2.792377611121637e-16,0.6414665475018474,2.792377611121637e-16,0.32073327375092386,8.956084127638268e-17,0.24677826243081524,2.0121201940822925e-07,"split",,"round48_counterfactual_forced_single_midpoint","atomic_parent_replaced_by_two_children"
2,1,0.079149999999999998,"L0.0","L0",1,0,0.35312654926453746,0.55713452006382247,0.20926487771892285,0.35150292123882798,0.70625309852907492,0.14911857846525245,-2.3328390461149682,-1.3789804123763874,0,0,0,0,0,1,6.7060725825557128e-07,"exact-close",,"round48_counterfactual_descendant_split_forbidden","parent_coverage_retained"
3,1,0.079149999999999998,"L0.1","L0",1,0.35312654926453746,0.70625309852907492,0.66083645632564658,0.52806619587109671,0.70462947050336566,0.70625309852907492,0.045416642203428337,-2.923383456219657,0.96425037283829196,0,0.96425037283829196,0,0.48212518641914598,0,0.16416897982008605,2.2018360554879599e-06,"exact-close",,"round48_counterfactual_descendant_split_forbidden","parent_coverage_retained"
