run_id,parent_uid,parent_parent_uid,parent_native_depth,parent_gini_generation,child_gini_generation,parent_gamma_L,parent_gamma_U,split,parent_relaxation,lower_uid,lower_gamma_L,lower_gamma_U,lower_estimate,lower_gamma_floor,lower_weighted_penalty_lb,lower_domain_estimate,lower_lift,lower_station_deviation_lbs,upper_uid,upper_gamma_L,upper_gamma_U,upper_estimate,upper_gamma_floor,upper_weighted_penalty_lb,upper_domain_estimate,upper_lift,upper_station_deviation_lbs,estimate_mode,sibling_discriminated,creation_time,creation_node_count,open_nodes,simplex_iterations,validity_status,failure_reason
global_v8_f2,16,11,5,5,6,0.0050238598649661069,0.010047719729932214,0.0075357897974491599,0.15385315568583699,21,0.0050238598649661069,0.0075357897974491599,0.15385315568583699,0.0050238598649661069,0,0.0050238598649661069,0,0|0|0|0|0|0|0|0,22,0.0075357897974491599,0.010047719729932214,0.15385315568583699,0.0075357897974491599,0,0.0075357897974491599,0,0|0|0|0|0|0|0|0,parent-copy,false,0.34626319999999999,10,11,2688,passed,
global_v8_f2,20,15,6,6,7,0.0025119299324830534,0.0050238598649661069,0.0037678948987245799,0.1541004562985277,23,0.0025119299324830534,0.0037678948987245799,0.1541004562985277,0.0025119299324830534,0,0.0025119299324830534,0,0|0|0|0|0|0|0|0,24,0.0037678948987245799,0.0050238598649661069,0.1541004562985277,0.0037678948987245799,0,0.0037678948987245799,0,0|0|0|0|0|0|0|0,parent-copy,false,0.36595820000000001,12,11,2843,passed,
global_v8_f2,23,20,7,7,8,0.0025119299324830534,0.0037678948987245799,0.0031399124156038169,0.15452669019702631,25,0.0025119299324830534,0.0031399124156038169,0.15452669019702631,0.0025119299324830534,0,0.0025119299324830534,0,0|0|0|0|0|0|0|0,26,0.0031399124156038169,0.0037678948987245799,0.15452669019702631,0.0031399124156038169,0,0.0031399124156038169,0,0|0|0|0|0|0|0|0,parent-copy,false,0.37562699999999999,13,12,2894,passed,
global_v8_f2,24,20,7,7,8,0.0037678948987245799,0.0050238598649661069,0.004395877381845343,0.1548292628333085,27,0.0037678948987245799,0.004395877381845343,0.1548292628333085,0.0037678948987245799,0,0.0037678948987245799,0,0|0|0|0|0|0|0|0,28,0.004395877381845343,0.0050238598649661069,0.1548292628333085,0.004395877381845343,0,0.004395877381845343,0,0|0|0|0|0|0|0|0,parent-copy,false,0.38612400000000002,14,13,2943,passed,
global_v8_f2,26,23,8,8,9,0.0031399124156038169,0.0037678948987245799,0.0034539036571641984,0.1548916091913819,29,0.0031399124156038169,0.0034539036571641984,0.1548916091913819,0.0031399124156038169,0,0.0031399124156038169,0,0|0|0|0|0|0|0|0,30,0.0034539036571641984,0.0037678948987245799,0.1548916091913819,0.0034539036571641984,0,0.0034539036571641984,0,0|0|0|0|0|0|0|0,parent-copy,false,0.40231309999999998,16,13,3009,passed,
global_v8_f2,30,26,9,9,10,0.0034539036571641984,0.0037678948987245799,0.0036108992779443892,0.15507404637602765,31,0.0034539036571641984,0.0036108992779443892,0.15507404637602765,0.0034539036571641984,0,0.0034539036571641984,0,0|0|0|0|0|0|0|0,32,0.0036108992779443892,0.0037678948987245799,0.15507404637602765,0.0036108992779443892,0,0.0036108992779443892,0,0|0|0|0|0|0|0|0,parent-copy,false,0.41834060000000001,18,13,3082,passed,
global_v8_f2,10,4,3,3,4,0.060286318379593279,0.08038175783945771,0.070334038109525487,0.160531128467156,55,0.060286318379593279,0.070334038109525487,0.160531128467156,0.060286318379593279,0,0.060286318379593279,0,0|0|0|0|0|0|0|0,56,0.070334038109525487,0.08038175783945771,0.160531128467156,0.070334038109525487,0,0.070334038109525487,0,0|0|0|0|0|0|0|0,parent-copy,false,0.55978340000000004,33,18,3379,passed,
global_v8_f2,9,4,3,3,4,0.040190878919728855,0.060286318379593279,0.05023859864966107,0.1566015994160396,57,0.040190878919728855,0.05023859864966107,0.1566015994160396,0.040190878919728855,0,0.040190878919728855,0,0|0|0|0|0|0|0|0,58,0.05023859864966107,0.060286318379593279,0.1566015994160396,0.05023859864966107,0,0.05023859864966107,0,0|0|0|0|0|0|0|0,parent-copy,false,0.57307529999999995,36,17,3436,passed,
global_v8_f2,57,9,4,4,5,0.040190878919728855,0.05023859864966107,0.045214738784694966,0.15998616303125984,59,0.040190878919728855,0.045214738784694966,0.15998616303125984,0.040190878919728855,0,0.040190878919728855,0,0|0|0|0|0|0|0|0,60,0.045214738784694966,0.05023859864966107,0.15998616303125984,0.045214738784694966,0,0.045214738784694966,0,0|0|0|0|0|0|0|0,parent-copy,false,0.5812541,37,18,3484,passed,
global_v8_f2,13,8,4,4,5,0.020095439459864427,0.030143159189796639,0.025119299324830535,0.15565228077035148,61,0.020095439459864427,0.025119299324830535,0.15565228077035148,0.020095439459864427,0,0.020095439459864427,0,0|0|0|0|0|0|0|0,62,0.025119299324830535,0.030143159189796639,0.15565228077035148,0.025119299324830535,0,0.025119299324830535,0,0|0|0|0|0|0|0|0,parent-copy,false,0.60546800000000001,41,16,3649,passed,
global_v8_f2,61,13,5,5,6,0.020095439459864427,0.025119299324830535,0.022607369392347483,0.15735237655189904,63,0.020095439459864427,0.022607369392347483,0.15735237655189904,0.020095439459864427,0,0.020095439459864427,0,0|0|0|0|0|0|0|0,64,0.022607369392347483,0.025119299324830535,0.15735237655189904,0.022607369392347483,0,0.022607369392347483,0,0|0|0|0|0|0|0|0,parent-copy,false,0.61388940000000003,42,17,3693,passed,
global_v8_f2,63,61,6,6,7,0.020095439459864427,0.022607369392347483,0.021351404426105954,0.15820730393705534,65,0.020095439459864427,0.021351404426105954,0.15820730393705534,0.020095439459864427,0,0.020095439459864427,0,0|0|0|0|0|0|0|0,66,0.021351404426105954,0.022607369392347483,0.15820730393705534,0.021351404426105954,0,0.021351404426105954,0,0|0|0|0|0|0|0|0,parent-copy,false,0.62256029999999996,43,18,3734,passed,
global_v8_f2,65,63,7,7,8,0.020095439459864427,0.021351404426105954,0.020723421942985189,0.15863598321771671,67,0.020095439459864427,0.020723421942985189,0.15863598321771671,0.020095439459864427,0,0.020095439459864427,0,0|0|0|0|0|0|0|0,68,0.020723421942985189,0.021351404426105954,0.15863598321771671,0.020723421942985189,0,0.020723421942985189,0,0|0|0|0|0|0|0|0,parent-copy,false,0.63086989999999998,44,19,3780,passed,
global_v8_f2,67,65,8,8,9,0.020095439459864427,0.020723421942985189,0.020409430701424806,0.15885062622139495,69,0.020095439459864427,0.020409430701424806,0.15885062622139495,0.020095439459864427,0,0.020095439459864427,0,0|0|0|0|0|0|0|0,70,0.020409430701424806,0.020723421942985189,0.15885062622139495,0.020409430701424806,0,0.020409430701424806,0,0|0|0|0|0|0|0|0,parent-copy,false,0.63966009999999995,45,20,3820,passed,
global_v8_f2,69,67,9,9,10,0.020095439459864427,0.020409430701424806,0.020252435080644615,0.15895802349748717,71,0.020095439459864427,0.020252435080644615,0.15895802349748717,0.020095439459864427,0,0.020095439459864427,0,0|0|0|0|0|0|0|0,72,0.020252435080644615,0.020409430701424806,0.15895802349748717,0.020252435080644615,0,0.020252435080644615,0,0|0|0|0|0|0|0|0,parent-copy,false,0.64837739999999999,46,21,3861,passed,
global_v8_f2,14,8,4,4,5,0.030143159189796639,0.040190878919728855,0.035167019054762744,0.15786570090343005,107,0.030143159189796639,0.035167019054762744,0.15786570090343005,0.030143159189796639,0,0.030143159189796639,0,0|0|0|0|0|0|0|0,108,0.035167019054762744,0.040190878919728855,0.15786570090343005,0.035167019054762744,0,0.035167019054762744,0,0|0|0|0|0|0|0|0,parent-copy,false,0.69403190000000003,67,35,4153,passed,
global_v8_f2,107,14,5,5,6,0.030143159189796639,0.035167019054762744,0.032655089122279692,0.15957166869811529,109,0.030143159189796639,0.032655089122279692,0.15957166869811529,0.030143159189796639,0,0.030143159189796639,0,0|0|0|0|0|0|0|0,110,0.032655089122279692,0.035167019054762744,0.15957166869811529,0.032655089122279692,0,0.032655089122279692,0,0|0|0|0|0|0|0|0,parent-copy,false,0.70262380000000002,68,36,4204,passed,
global_v8_f2,108,14,5,5,6,0.035167019054762744,0.040190878919728855,0.037678948987245803,0.16064665511300774,111,0.035167019054762744,0.037678948987245803,0.16064665511300774,0.035167019054762744,0,0.035167019054762744,0,0|0|0|0|0|0|0|0,112,0.037678948987245803,0.040190878919728855,0.16064665511300774,0.037678948987245803,0,0.037678948987245803,0,0|0|0|0|0|0|0|0,parent-copy,false,0.71123950000000002,69,37,4249,passed,
global_v8_f2,109,107,6,6,7,0.030143159189796639,0.032655089122279692,0.031399124156038169,0.16042955188337166,113,0.030143159189796639,0.031399124156038169,0.16042955188337166,0.030143159189796639,0,0.030143159189796639,0,0|0|0|0|0|0|0|0,114,0.031399124156038169,0.032655089122279692,0.16042955188337166,0.031399124156038169,0,0.031399124156038169,0,0|0|0|0|0|0|0|0,parent-copy,false,0.72178750000000003,70,38,4297,passed,
global_v8_f2,5,2,2,2,3,0.08038175783945771,0.12057263675918656,0.10047719729932214,0.15740000932058656,115,0.08038175783945771,0.10047719729932214,0.15740000932058656,0.08038175783945771,0,0.08038175783945771,0,0|0|0|0|0|0|0|0,116,0.10047719729932214,0.12057263675918656,0.15740000932058656,0.10047719729932214,0,0.10047719729932214,0,0|0|0|0|0|0|0|0,parent-copy,false,0.75475499999999995,75,35,4503,passed,
global_v8_f2,18,12,5,5,6,0.01507157959489832,0.020095439459864427,0.017583509527381372,0.15620847525238937,117,0.01507157959489832,0.017583509527381372,0.15620847525238937,0.01507157959489832,0,0.01507157959489832,0,0|0|0|0|0|0|0|0,118,0.017583509527381372,0.020095439459864427,0.15620847525238937,0.017583509527381372,0,0.017583509527381372,0,0|0|0|0|0|0|0|0,parent-copy,false,0.77314470000000002,78,34,4762,passed,
global_v8_f2,117,18,6,6,7,0.01507157959489832,0.017583509527381372,0.016327544561139846,0.15706197195863081,119,0.01507157959489832,0.016327544561139846,0.15706197195863081,0.01507157959489832,0,0.01507157959489832,0,0|0|0|0|0|0|0|0,120,0.016327544561139846,0.017583509527381372,0.15706197195863081,0.016327544561139846,0,0.016327544561139846,0,0|0|0|0|0|0|0|0,parent-copy,false,0.78140920000000003,79,35,4812,passed,
global_v8_f2,119,117,7,7,8,0.01507157959489832,0.016327544561139846,0.015699562078019084,0.15748993343296827,121,0.01507157959489832,0.015699562078019084,0.15748993343296827,0.01507157959489832,0,0.01507157959489832,0,0|0|0|0|0|0|0|0,122,0.015699562078019084,0.016327544561139846,0.15748993343296827,0.015699562078019084,0,0.015699562078019084,0,0|0|0|0|0|0|0|0,parent-copy,false,0.79008670000000003,80,36,4854,passed,
global_v8_f2,121,119,8,8,9,0.01507157959489832,0.015699562078019084,0.015385570836458702,0.1577042169194019,123,0.01507157959489832,0.015385570836458702,0.1577042169194019,0.01507157959489832,0,0.01507157959489832,0,0|0|0|0|0|0|0|0,124,0.015385570836458702,0.015699562078019084,0.1577042169194019,0.015385570836458702,0,0.015385570836458702,0,0|0|0|0|0|0|0|0,parent-copy,false,0.7997744,81,37,4892,passed,
global_v8_f2,123,121,9,9,10,0.01507157959489832,0.015385570836458702,0.015228575215678511,0.15781143428367969,125,0.01507157959489832,0.015228575215678511,0.15781143428367969,0.01507157959489832,0,0.01507157959489832,0,0|0|0|0|0|0|0|0,126,0.015228575215678511,0.015385570836458702,0.15781143428367969,0.015228575215678511,0,0.015228575215678511,0,0|0|0|0|0|0|0|0,parent-copy,false,0.80855699999999997,82,38,4930,passed,
global_v8_f2,17,12,5,5,6,0.010047719729932214,0.01507157959489832,0.012559649662415268,0.15504200283527897,131,0.010047719729932214,0.012559649662415268,0.15504200283527897,0.010047719729932214,0,0.010047719729932214,0,0|0|0|0|0|0|0|0,132,0.012559649662415268,0.01507157959489832,0.15504200283527897,0.012559649662415268,0,0.012559649662415268,0,0|0|0|0|0|0|0|0,parent-copy,false,0.82796110000000001,87,39,5096,passed,
global_v8_f2,131,17,6,6,7,0.010047719729932214,0.012559649662415268,0.011303684696173742,0.15589409971218149,133,0.010047719729932214,0.011303684696173742,0.15589409971218149,0.010047719729932214,0,0.010047719729932214,0,0|0|0|0|0|0|0|0,134,0.011303684696173742,0.012559649662415268,0.15589409971218149,0.011303684696173742,0,0.011303684696173742,0,0|0|0|0|0|0|0|0,parent-copy,false,0.83604409999999996,88,40,5136,passed,
global_v8_f2,132,17,6,6,7,0.012559649662415268,0.01507157959489832,0.013815614628656794,0.15648084107035809,135,0.012559649662415268,0.013815614628656794,0.15648084107035809,0.012559649662415268,0,0.012559649662415268,0,0|0|0|0|0|0|0|0,136,0.013815614628656794,0.01507157959489832,0.15648084107035809,0.013815614628656794,0,0.013815614628656794,0,0|0|0|0|0|0|0|0,parent-copy,false,0.84485290000000002,89,41,5175,passed,
global_v8_f2,133,131,7,7,8,0.010047719729932214,0.011303684696173742,0.010675702213052977,0.15632135879622383,137,0.010047719729932214,0.010675702213052977,0.15632135879622383,0.010047719729932214,0,0.010047719729932214,0,0|0|0|0|0|0|0|0,138,0.010675702213052977,0.011303684696173742,0.15632135879622383,0.010675702213052977,0,0.010675702213052977,0,0|0|0|0|0|0|0|0,parent-copy,false,0.85419299999999998,90,42,5227,passed,
global_v8_f2,134,131,7,7,8,0.011303684696173742,0.012559649662415268,0.011931667179294505,0.15661560341959585,139,0.011303684696173742,0.011931667179294505,0.15661560341959585,0.011303684696173742,0,0.011303684696173742,0,0|0|0|0|0|0|0|0,140,0.011931667179294505,0.012559649662415268,0.15661560341959585,0.011931667179294505,0,0.011931667179294505,0,0|0|0|0|0|0|0|0,parent-copy,false,0.86660060000000005,91,43,5267,passed,
global_v8_f2,137,133,8,8,9,0.010047719729932214,0.010675702213052977,0.010361710971492594,0.15653529047122605,141,0.010047719729932214,0.010361710971492594,0.15653529047122605,0.010047719729932214,0,0.010047719729932214,0,0|0|0|0|0|0|0|0,142,0.010361710971492594,0.010675702213052977,0.15653529047122605,0.010361710971492594,0,0.010361710971492594,0,0|0|0|0|0|0|0|0,parent-copy,false,0.87677280000000002,92,44,5316,passed,
global_v8_f2,138,133,8,8,9,0.010675702213052977,0.011303684696173742,0.010989693454613359,0.15668263097715684,143,0.010675702213052977,0.010989693454613359,0.15668263097715684,0.010675702213052977,0,0.010675702213052977,0,0|0|0|0|0|0|0|0,144,0.010989693454613359,0.011303684696173742,0.15668263097715684,0.010989693454613359,0,0.010989693454613359,0,0|0|0|0|0|0|0|0,parent-copy,false,0.88651049999999998,93,45,5356,passed,
global_v8_f2,141,137,9,9,10,0.010047719729932214,0.010361710971492594,0.010204715350712403,0.1566423317760437,145,0.010047719729932214,0.010204715350712403,0.1566423317760437,0.010047719729932214,0,0.010047719729932214,0,0|0|0|0|0|0|0|0,146,0.010204715350712403,0.010361710971492594,0.1566423317760437,0.010204715350712403,0,0.010204715350712403,0,0|0|0|0|0|0|0|0,parent-copy,false,0.8966594,94,46,5407,passed,
global_v8_f2,142,137,9,9,10,0.010361710971492594,0.010675702213052977,0.010518706592272786,0.15671605654115839,147,0.010361710971492594,0.010518706592272786,0.15671605654115839,0.010361710971492594,0,0.010361710971492594,0,0|0|0|0|0|0|0|0,148,0.010518706592272786,0.010675702213052977,0.15671605654115839,0.010518706592272786,0,0.010518706592272786,0,0|0|0|0|0|0|0|0,parent-copy,false,0.90590700000000002,95,47,5447,passed,
global_v8_f2,21,16,6,6,7,0.0050238598649661069,0.0075357897974491599,0.0062798248312076338,0.15470388311932615,181,0.0050238598649661069,0.0062798248312076338,0.15470388311932615,0.0050238598649661069,0,0.0050238598649661069,0,0|0|0|0|0|0|0|0,182,0.0062798248312076338,0.0075357897974491599,0.15470388311932615,0.0062798248312076338,0,0.0062798248312076338,0,0|0|0|0|0|0|0|0,parent-copy,false,0.94419249999999999,115,61,5869,passed,
global_v8_f2,181,21,7,7,8,0.0050238598649661069,0.0062798248312076338,0.0056518423480868708,0.15513045499769867,183,0.0050238598649661069,0.0056518423480868708,0.15513045499769867,0.0050238598649661069,0,0.0050238598649661069,0,0|0|0|0|0|0|0|0,184,0.0056518423480868708,0.0062798248312076338,0.15513045499769867,0.0056518423480868708,0,0.0056518423480868708,0,0|0|0|0|0|0|0|0,parent-copy,false,0.95343820000000001,116,62,5910,passed,
global_v8_f2,183,181,8,8,9,0.0050238598649661069,0.0056518423480868708,0.0053378511065264884,0.15534404245148598,185,0.0050238598649661069,0.0053378511065264884,0.15534404245148598,0.0050238598649661069,0,0.0050238598649661069,0,0|0|0|0|0|0|0|0,186,0.0053378511065264884,0.0056518423480868708,0.15534404245148598,0.0053378511065264884,0,0.0053378511065264884,0,0|0|0|0|0|0|0|0,parent-copy,false,0.96302180000000004,117,63,5952,passed,
global_v8_f2,185,183,9,9,10,0.0050238598649661069,0.0053378511065264884,0.0051808554857462972,0.15545091149142692,187,0.0050238598649661069,0.0051808554857462972,0.15545091149142692,0.0050238598649661069,0,0.0050238598649661069,0,0|0|0|0|0|0|0|0,188,0.0051808554857462972,0.0053378511065264884,0.15545091149142692,0.0051808554857462972,0,0.0051808554857462972,0,0|0|0|0|0|0|0|0,parent-copy,false,0.9731244,118,64,5992,passed,
global_v8_f2,22,16,6,6,7,0.0075357897974491599,0.010047719729932214,0.0087917547636906859,0.1553017723027782,193,0.0075357897974491599,0.0087917547636906859,0.1553017723027782,0.0075357897974491599,0,0.0075357897974491599,0,0|0|0|0|0|0|0|0,194,0.0087917547636906859,0.010047719729932214,0.1553017723027782,0.0087917547636906859,0,0.0087917547636906859,0,0|0|0|0|0|0|0|0,parent-copy,false,0.99501220000000001,123,65,6126,passed,
global_v8_f2,193,22,7,7,8,0.0075357897974491599,0.0087917547636906859,0.0081637722805699229,0.15572868590022104,195,0.0075357897974491599,0.0081637722805699229,0.15572868590022104,0.0075357897974491599,0,0.0075357897974491599,0,0|0|0|0|0|0|0|0,196,0.0081637722805699229,0.0087917547636906859,0.15572868590022104,0.0081637722805699229,0,0.0081637722805699229,0,0|0|0|0|0|0|0|0,parent-copy,false,1.0033002,124,66,6175,passed,
global_v8_f2,194,22,7,7,8,0.0087917547636906859,0.010047719729932214,0.0094197372468114507,0.15602571861127662,197,0.0087917547636906859,0.0094197372468114507,0.15602571861127662,0.0087917547636906859,0,0.0087917547636906859,0,0|0|0|0|0|0|0|0,198,0.0094197372468114507,0.010047719729932214,0.15602571861127662,0.0094197372468114507,0,0.0094197372468114507,0,0|0|0|0|0|0|0|0,parent-copy,false,1.0123461,125,67,6217,passed,
global_v8_f2,195,193,8,8,9,0.0075357897974491599,0.0081637722805699229,0.0078497810390095422,0.15594244452298919,199,0.0075357897974491599,0.0078497810390095422,0.15594244452298919,0.0075357897974491599,0,0.0075357897974491599,0,0|0|0|0|0|0|0|0,200,0.0078497810390095422,0.0081637722805699229,0.15594244452298919,0.0078497810390095422,0,0.0078497810390095422,0,0|0|0|0|0|0|0|0,parent-copy,false,1.0223781000000001,126,68,6268,passed,
global_v8_f2,196,193,8,8,9,0.0081637722805699229,0.0087917547636906859,0.0084777635221303035,0.15609117784085602,201,0.0081637722805699229,0.0084777635221303035,0.15609117784085602,0.0081637722805699229,0,0.0081637722805699229,0,0|0|0|0|0|0|0|0,202,0.0084777635221303035,0.0087917547636906859,0.15609117784085602,0.0084777635221303035,0,0.0084777635221303035,0,0|0|0|0|0|0|0|0,parent-copy,false,1.0321689000000001,127,69,6319,passed,
global_v8_f2,199,195,9,9,10,0.0075357897974491599,0.0078497810390095422,0.0076927854182293511,0.15604939922461916,203,0.0075357897974491599,0.0076927854182293511,0.15604939922461916,0.0075357897974491599,0,0.0075357897974491599,0,0|0|0|0|0|0|0|0,204,0.0076927854182293511,0.0078497810390095422,0.15604939922461916,0.0076927854182293511,0,0.0076927854182293511,0,0|0|0|0|0|0|0|0,parent-copy,false,1.0425924,128,70,6370,passed,
global_v8_f2,200,195,9,9,10,0.0078497810390095422,0.0081637722805699229,0.0080067766597897334,0.15612382008804651,205,0.0078497810390095422,0.0080067766597897334,0.15612382008804651,0.0078497810390095422,0,0.0078497810390095422,0,0|0|0|0|0|0|0|0,206,0.0080067766597897334,0.0081637722805699229,0.15612382008804651,0.0080067766597897334,0,0.0080067766597897334,0,0|0|0|0|0|0|0|0,parent-copy,false,1.0527861999999999,129,71,6415,passed,
global_v8_f2,182,21,7,7,8,0.0062798248312076338,0.0075357897974491599,0.0069078073143283968,0.15543026368972676,213,0.0062798248312076338,0.0069078073143283968,0.15543026368972676,0.0062798248312076338,0,0.0062798248312076338,0,0|0|0|0|0|0|0|0,214,0.0069078073143283968,0.0075357897974491599,0.15543026368972676,0.0069078073143283968,0,0.0069078073143283968,0,0|0|0|0|0|0|0|0,parent-copy,false,1.0788941999999999,135,73,6632,passed,
global_v8_f2,213,182,8,8,9,0.0062798248312076338,0.0069078073143283968,0.0065938160727680153,0.15564393649348507,215,0.0062798248312076338,0.0065938160727680153,0.15564393649348507,0.0062798248312076338,0,0.0062798248312076338,0,0|0|0|0|0|0|0|0,216,0.0065938160727680153,0.0069078073143283968,0.15564393649348507,0.0065938160727680153,0,0.0065938160727680153,0,0|0|0|0|0|0|0|0,parent-copy,false,1.0885598999999999,136,74,6680,passed,
global_v8_f2,215,213,9,9,10,0.0062798248312076338,0.0065938160727680153,0.006436820451987825,0.15575084824702667,217,0.0062798248312076338,0.006436820451987825,0.15575084824702667,0.0062798248312076338,0,0.0062798248312076338,0,0|0|0|0|0|0|0|0,218,0.006436820451987825,0.0065938160727680153,0.15575084824702667,0.006436820451987825,0,0.006436820451987825,0,0|0|0|0|0|0|0|0,parent-copy,false,1.0977774,137,75,6719,passed,
global_v8_f2,27,24,8,8,9,0.0037678948987245799,0.004395877381845343,0.0040818861402849614,0.15504276540439815,223,0.0037678948987245799,0.0040818861402849614,0.15504276540439815,0.0037678948987245799,0,0.0037678948987245799,0,0|0|0|0|0|0|0|0,224,0.0040818861402849614,0.004395877381845343,0.15504276540439815,0.0040818861402849614,0,0.0040818861402849614,0,0|0|0|0|0|0|0|0,parent-copy,false,1.1195145,142,76,6870,passed,
global_v8_f2,223,27,9,9,10,0.0037678948987245799,0.0040818861402849614,0.0039248905195047711,0.15514959196434355,225,0.0037678948987245799,0.0039248905195047711,0.15514959196434355,0.0037678948987245799,0,0.0037678948987245799,0,0|0|0|0|0|0|0|0,226,0.0039248905195047711,0.0040818861402849614,0.15514959196434355,0.0039248905195047711,0,0.0039248905195047711,0,0|0|0|0|0|0|0|0,parent-copy,false,1.1291705000000001,143,77,6914,passed,
global_v8_f2,224,27,9,9,10,0.0040818861402849614,0.004395877381845343,0.0042388817610651518,0.15522505131684883,227,0.0040818861402849614,0.0042388817610651518,0.15522505131684883,0.0040818861402849614,0,0.0040818861402849614,0,0|0|0|0|0|0|0|0,228,0.0042388817610651518,0.004395877381845343,0.15522505131684883,0.0042388817610651518,0,0.0042388817610651518,0,0|0|0|0|0|0|0|0,parent-copy,false,1.141189,144,78,6959,passed,
