telemetry_seconds,event,leaf_id,gamma_L,gamma_U,status,global_lb,verified_ub,detail
8.873,lp_complete,L0,0,0.245,infeasible,0,4.89759,"complete_lp_relaxation"
14.8673,lp_complete,L1,0.245,0.49,infeasible,0.245,4.89759,"complete_lp_relaxation"
17.4178,lp_complete,L2,0.49,0.735,optimal,0.735,4.89759,"complete_lp_relaxation"
17.4178,parent_lp_requeue,L2,0.49,0.735,open,0.735,4.89759,"selected_leaf_no_longer_controlling"
19.5076,lp_complete,L3,0.735,0.98,optimal,4.38046,4.89759,"complete_lp_relaxation"
19.5076,parent_lp_requeue,L3,0.735,0.98,open,4.38046,4.89759,"selected_leaf_no_longer_controlling"
27.8232,native_bound_target_reached,L2,0.49,0.735,open,4.57731,4.89759,"c6_next_strict_frontier_bound_reached_requeue"
34.9842,native_bound_target_reached,L3,0.735,0.98,open,4.67089,4.89759,"c6_next_strict_frontier_bound_reached_requeue"
326.144,terminal_mip_complete,L2,0.49,0.735,"OPTIMAL",4.81021,4.88994,"native_terminal_mip_optimal"
359.652,terminal_mip_complete,L3,0.735,0.98,"INFEASIBLE",4.88994,4.88994,"native_terminal_mip_infeasible"
