vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,3,1,6,8,16,13,15,11,5,2,18,12,0]",30,5069.4046686693055,2880.0,7949.4046686693055,18000.0,0.44163359270385033,0
1,True,"[0,14,9,20,10,17,19,4,7,0]",30,4334.891000383231,1920.0,6254.891000383231,18000.0,0.34749394446573506,0
