vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,3,1,4,0,0,4,504.9566270924136,240.0,12
0,2,3,1,6,0,4,4,0,384.9986927654288,240.0,10
0,3,1,6,8,4,0,0,4,455.4868466616177,240.0,12
0,4,6,8,16,4,0,4,8,236.23466143611623,240.0,11
0,5,8,16,13,4,0,8,12,383.99774870224434,240.0,11
0,6,16,13,15,0,4,12,8,151.71318599093058,240.0,9
0,7,13,15,11,0,3,8,5,130.82446699138282,180.0,8
0,8,15,11,5,4,0,5,9,457.81005771637973,240.0,10
0,9,11,5,2,0,4,9,5,542.3120755749682,240.0,12
0,10,5,2,18,4,0,5,9,304.6966438067797,240.0,9
0,11,2,18,12,0,4,9,5,741.8281338977157,240.0,11
0,12,18,12,0,0,5,5,0,523.5310526983952,300.0,14
1,1,0,14,9,4,0,0,4,545.8892256093155,240.0,12
1,2,14,9,20,3,0,4,7,664.1176308883302,180.0,10
1,3,9,20,10,0,4,7,3,319.61305952748035,240.0,11
1,4,20,10,17,5,0,3,8,743.2626930920331,300.0,15
1,5,10,17,19,4,0,8,12,1016.5279133066714,240.0,11
1,6,17,19,4,0,4,12,8,182.12861341371297,240.0,11
1,7,19,4,7,0,4,8,4,603.9636351989142,240.0,11
1,8,4,7,0,0,4,4,0,207.55133929510407,240.0,11
