vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,11,17,2,0,0,2,277.93745699183376,120.0,10
0,2,11,17,19,0,2,2,0,166.02906913485992,120.0,9
0,3,17,19,13,5,0,0,5,175.93989087825662,300.0,14
0,4,19,13,0,0,4,5,1,184.61405610384384,240.0,10
1,1,0,10,18,4,0,0,4,167.85979781687018,240.0,13
1,2,10,18,16,0,4,4,0,404.3141385715592,240.0,10
1,3,18,16,12,3,0,0,3,162.64669593920698,180.0,13
1,4,16,12,0,0,3,3,0,101.6469069363056,180.0,9
2,1,0,5,4,1,0,0,1,218.72047482827222,60.0,14
2,2,5,4,2,5,0,1,6,140.7642904731038,300.0,14
2,3,4,2,3,0,2,6,4,184.97262138422664,120.0,7
2,4,2,3,0,0,4,4,0,119.28621178555596,240.0,11
