time_seconds,source,objective,G,P,improvement_over_previous,verifier_passed,route_count,served_station_count,total_pickup,total_drop,depot_unload,incumbent_hash,exported_incumbent_path,paper_reproducible,contributes_lower_bound,accepted
0.4547413,native_hga_tgbc_initial,0,0,0,0.639196121905,true,2,20,44,44,0,ca510cdd0864d7fe,,true,false,true
