parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L0,0.0571446,L0.0,0.0661575,0,L0.1,0.070915,0,0.0661575,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L1,0.0835141,L1.0,0.0838088,0,L1.1,0.10045,0,0.0838088,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L0.0,0.0661575,L0.0.0,0,1,L0.0.1,0.0722977,0,0.0722977,1e-07,"complete_child_lp_infeasibility"
L0.1,0.070915,L0.1.0,0.0734635,0,L0.1.1,0.0778779,0,0.0734635,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L0.0.1,0.0722977,L0.0.1.0,0.0817967,0,L0.0.1.1,0.0753701,0,0.0753701,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L0.1.0,0.0734635,L0.1.0.0,0.0753369,0,L0.1.0.1,0.0767457,0,0.0753369,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L0.1.0.0,0.0753369,L0.1.0.0.0,0.0766352,0,L0.1.0.0.1,0.07694,0,0.0766352,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L0.0.1.1,0.0753701,L0.0.1.1.0,0.078466,0,L0.0.1.1.1,0.0769068,0,0.0769068,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L0.1.0.0.0,0.0766352,L0.1.0.0.0.0,0.0775426,0,L0.1.0.0.0.1,0.0774071,0,0.0774071,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.0.1,0.0767457,L0.1.0.1.0,0.0776358,0,L0.1.0.1.1,0.0783873,0,0.0776358,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L0.0.1.1.1,0.0769068,L0.0.1.1.1.0,0.0778374,0,L0.0.1.1.1.1,0.0776764,0,0.0776764,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.0.0.1,0.07694,L0.1.0.0.1.0,0.0775381,0,L0.1.0.0.1.1,0.0777424,0,0.0775381,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.1,0.0778779,L0.1.1.0,0.0786851,0,L0.1.1.1,0.0813682,0,0.0786851,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.0.1.0,0.0783212,L0.1.0.1.0.0,0.0780772,0,L0.1.0.1.0.1,0.0784561,0,0.0780772,1e-07,"no_strict_child_disjunction_gain"
L0.1.0.1.1,0.0783873,L0.1.0.1.1.0,0.0788331,0,L0.1.0.1.1.1,0.0792083,0,0.0788331,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L0.0.1.1.0,0.078466,L0.0.1.1.0.0,0.0815158,0,L0.0.1.1.0.1,0.0791557,0,0.0791557,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.0.1.1.0,0.0792088,L0.1.0.1.1.0.0,0.0790556,0,L0.1.0.1.1.0.1,0.079244,0,0.0790556,1e-07,"no_strict_child_disjunction_gain"
L0.1.0.1.1.1,0.0792088,L0.1.0.1.1.1.0,0.0794319,0,L0.1.0.1.1.1.1,0.0796196,0,0.0794319,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.0.1.1.1.0,0.0796526,L0.1.0.1.1.1.0.0,0.0795447,0,L0.1.0.1.1.1.0.1,0.0796381,0,0.0795447,1e-07,"no_strict_child_disjunction_gain"
L0.1.0.1.1.1.1,0.0796526,L0.1.0.1.1.1.1.0,0.0797325,0,L0.1.0.1.1.1.1.1,0.079826,0,0.0797325,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.1.0,0.0797462,L0.1.1.0.0,0.0791314,0,L0.1.1.0.1,0.0804292,0,0.0791314,1e-07,"no_strict_child_disjunction_gain"
L0.1.0.1.1.1.1.0,0.0798833,L0.1.0.1.1.1.1.0.0,0.0797884,0,L0.1.0.1.1.1.1.0.1,0.0798358,0,0.0797884,1e-07,"no_strict_child_disjunction_gain"
L0.1.0.1.1.1.1.1,0.0798833,L0.1.0.1.1.1.1.1.0,0.0798825,0,L0.1.0.1.1.1.1.1.1,0.0799293,0,0.0798825,1e-07,"no_strict_child_disjunction_gain"
L0.1.1.1,0.0813682,L0.1.1.1.0,0.081775,0,L0.1.1.1.1,0.0831453,0,0.081775,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L0.0.1.0,0.0817967,L0.0.1.0.0,0.0883661,0,L0.0.1.0.1,0.0831762,0,0.0831762,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L0.1.0.0.1.0,0.0821326,L0.1.0.0.1.0.0,0.0778369,0,L0.1.0.0.1.0.1,0.0779393,0,0.0778369,1e-07,"no_strict_child_disjunction_gain"
L0.1.0.0.1.1,0.0821326,L0.1.0.0.1.1.0,0.07804,0,L0.1.0.0.1.1.1,0.0781436,0,0.07804,1e-07,"no_strict_child_disjunction_gain"
L0.1.1.1.0,0.0821748,L0.1.1.1.0.0,0.0819758,0,L0.1.1.1.0.1,0.0826484,0,0.0819758,1e-07,"no_strict_child_disjunction_gain"
L0.1.1.1.1,0.0831453,L0.1.1.1.1.0,0.0833197,0,L0.1.1.1.1.1,0.0840495,0,0.0833197,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L0.0.1.0.1,0.0831762,L0.0.1.0.1.0,0.0862651,0,L0.0.1.0.1.1,0.0838659,0,0.0838659,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.1.1.1.0,0.0835222,L0.1.1.1.1.0.0,0.0834224,0,L0.1.1.1.1.0.1,0.0837583,0,0.0834224,1e-07,"no_strict_child_disjunction_gain"
L0.1.1.1.1.1,0.0840495,L0.1.1.1.1.1.0,0.0841179,0,L0.1.1.1.1.1.1,0.0845025,0,0.0841179,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L0.1.1.1.1.1.0,0.0841939,L0.1.1.1.1.1.0.0,0.0841521,0,L0.1.1.1.1.1.0.1,0.0843449,0,0.0841521,1e-07,"no_strict_child_disjunction_gain"
L2,0.118315,L2.0,0.118312,0,L2.1,0.13888,0,0.118312,1e-07,"no_strict_child_disjunction_gain"
