leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,1.574,3.00607,1,7247,0,1.574,3.00607,1,7247,0,0
L1,0,30,30.001,61.0853,159,115427,0,30.001,61.0853,159,115427,0,0
L1,1,60,60.025,106.926,572,235879,0,90.026,168.012,731,351306,0,0
L1.0,0,30,30.003,62.9325,82,81769,0,30.003,62.9325,82,81769,0,0
L1.1,0,30,30.001,63.3935,543,128214,0,30.001,63.3935,543,128214,0,0
L1.1,1,60,60.001,122.833,1513,490598,0,90.002,186.226,2056,618812,0,0
L1.1.0,0,30,30.004,54.9856,232,86436,0,30.004,54.9856,232,86436,0,0
L1.1.1,0,26.1004,26.104,52.4766,232,95833,0,26.104,52.4766,232,95833,0,0
