run_id,instance,instance_class,budget_seconds,arm,fresh_round18,status,objective,lower_bound,upper_bound,gap,certificate,certified_original_problem,benchmark_only,paper_certificate_contamination,actual_process_wall_seconds,wall_tolerance_seconds,comparable,engineering_blocker,scheduler_mode,scheduler_invariants_passed,budget_policy_requested,budget_policy_parsed,budget_policy_effective,budget_policy_serialized,option_audit_consistent,cplex_threads,compact_threads,callback_calls_total,native_time_limit_param_id,native_time_limit_set_rc,time_to_first_valid_lb,time_to_best_lb,controlling_set_switches,time_spent_controlling,time_spent_noncontrolling,leaves_never_attempted,accepted_checkpoint_bounds,checkpoint_based_bound_fathomings,solver_final_closures,unresolved_leaves,primal_dual_integral,time_to_gap_5pct,time_to_gap_1pct,time_to_gap_0_1pct,json_path,command_path,executable_sha256
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__900s,high_imbalance_seed3202,control,900,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,1.74931345205,1.697023,1.74931345205,0.0298919853325,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,882.3346591000445,9.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,39.1667308,39.1624426,3,843.0768720000001,0.0,0,0,0,2,1,39.156560755464994,78.4451,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3202__tailored_controlling_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3202__tailored_controlling_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3301__plain_cplex__900s,moderate_seed3301,hard,900,plain_cplex,True,not_certified,0.049647278371,0.040607297356,0.049647278371,0.182084120451,CPLEX did not report optimality: time limit exceeded,False,True,False,902.2649296999443,9.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,902.2387014,902.2230862,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3301__plain_cplex__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3301__plain_cplex__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3301__tailored_legacy_scheduler_static__900s,moderate_seed3301,hard,900,tailored_legacy_scheduler_static,True,gcap_frontier_not_closed,0.0491525526647,0.0122881381662,0.0491525526647,0.75,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,882.2099827998318,9.0,True,,legacy,True,total,total,total,total,True,1,1,0,1039,0,457.8347173,457.8230796,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3301__tailored_legacy_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3301__tailored_legacy_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3301__tailored_controlling_scheduler_static__900s,moderate_seed3301,hard,900,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,0.0491525526647,0.047668,0.0491525526647,0.0302029616828,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,882.2538776998408,9.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,49.8655499,49.8590283,4,832.2968079999999,0.0,0,0,0,2,2,70.0943158608,533.244,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3301__tailored_controlling_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3301__tailored_controlling_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3302__plain_cplex__900s,moderate_seed3302,hard,900,plain_cplex,True,not_certified,0.214283090497,0.11963888794,0.214283090497,0.44167835333,CPLEX did not report optimality: time limit exceeded,False,True,False,900.8491565999575,9.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,900.8234555,900.8070317,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3302__plain_cplex__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3302__plain_cplex__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3302__tailored_legacy_scheduler_static__900s,moderate_seed3302,hard,900,tailored_legacy_scheduler_static,True,gcap_frontier_not_closed,0.195636206549,0.0305681572733,0.195636206549,0.84375,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,882.3428643997759,9.0,True,,legacy,True,total,total,total,total,True,1,1,0,1039,0,451.3795063,451.3744687,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3302__tailored_legacy_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3302__tailored_legacy_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3302__tailored_controlling_scheduler_static__900s,moderate_seed3302,hard,900,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,0.195636206549,0.125769,0.195636206549,0.357128201274,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,882.1421805997379,9.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,51.9267037,51.9225337,3,830.1336,0.0,1,0,0,0,4,301.6034908345,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3302__tailored_controlling_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3302__tailored_controlling_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3201__plain_cplex__900s,high_imbalance_seed3201,hard,900,plain_cplex,True,not_certified,2.47697113612,2.0393714833,2.47697113612,0.176667239453,CPLEX did not report optimality: time limit exceeded,False,True,False,900.1706272000447,9.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,900.1450341,900.1280101,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3201__plain_cplex__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3201__plain_cplex__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3201__tailored_legacy_scheduler_static__900s,high_imbalance_seed3201,hard,900,tailored_legacy_scheduler_static,True,gcap_frontier_not_closed,2.44340319194,2.289985,2.44340319194,0.0627887335373,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,882.312833499629,9.0,True,,legacy,True,total,total,total,total,True,1,1,0,1039,0,473.6547151,473.6401731,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3201__tailored_legacy_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3201__tailored_legacy_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__900s,high_imbalance_seed3201,hard,900,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,2.44340319194,2.299943,2.44340319194,0.058713270252,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,882.2621877999045,9.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,49.8977865,49.8910267,3,832.2817580000001,0.0,0,0,0,1,2,53.88384203839999,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3201__tailored_controlling_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3201__tailored_controlling_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__tight_T_seed3102__plain_cplex__900s,tight_T_seed3102,hard,900,plain_cplex,True,not_certified,0.612333719141,0.47826546729,0.612333719141,0.218946381132,CPLEX did not report optimality: time limit exceeded,False,True,False,900.179523400031,9.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,900.1535179,900.1371313,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__tight_T_seed3102__plain_cplex__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__tight_T_seed3102__plain_cplex__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__tight_T_seed3102__tailored_legacy_scheduler_static__900s,tight_T_seed3102,hard,900,tailored_legacy_scheduler_static,True,gcap_frontier_not_closed,0.600704436685,0.31574776659,0.600704436685,0.474370843117,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,882.2940998999402,9.0,True,,legacy,True,total,total,total,total,True,1,1,0,1039,0,450.6789437,450.6731448,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__tight_T_seed3102__tailored_legacy_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__tight_T_seed3102__tailored_legacy_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__tight_T_seed3102__tailored_controlling_scheduler_static__900s,tight_T_seed3102,hard,900,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,0.600704436685,0.450528327514,0.600704436685,0.25,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,882.141876200214,9.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,0,0,67.375777,67.3717213,2,787.8965,0.0,1,0,0,0,4,196.1521793792,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__tight_T_seed3102__tailored_controlling_scheduler_static__900s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__tight_T_seed3102__tailored_controlling_scheduler_static__900s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__V12_M1__plain_cplex__1800s,V12_M1,control,1800,plain_cplex,True,optimal,0.357200583208,0.357200583208,0.357200583208,0,CPLEX reported optimality and the independent verifier recomputed the same feasible objective.,True,True,False,185.09758159983903,18.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,185.0724786,185.0643928,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__V12_M1__plain_cplex__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__V12_M1__plain_cplex__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__V12_M1__tailored_legacy_scheduler_static__1800s,V12_M1,control,1800,tailored_legacy_scheduler_static,True,optimal,0.357200583208,0.357200583208,0.357200583208,0,sealed frontier certificate completed by automatic exact interval cutoff MIP infeasibility certificates,True,False,False,543.6169994999655,18.0,True,,legacy,True,total,total,total,total,True,1,1,0,1039,0,500.6619087,500.6501818,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__V12_M1__tailored_legacy_scheduler_static__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__V12_M1__tailored_legacy_scheduler_static__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__V12_M1__tailored_controlling_scheduler_static__1800s,V12_M1,control,1800,tailored_controlling_scheduler_static,True,optimal,0.357200583208,0.357200583208,0.357200583208,0,sealed frontier certificate completed by automatic exact interval cutoff MIP infeasibility certificates,True,False,False,99.84880150016397,18.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,26.8795501,26.8738655,3,72.900418,0.0,0,0,0,3,0,11.386010830614998,57.811,99.8088,99.8088,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__V12_M1__tailored_controlling_scheduler_static__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__V12_M1__tailored_controlling_scheduler_static__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__V12_M2__plain_cplex__1800s,V12_M2,control,1800,plain_cplex,True,not_certified,0.718504070755,0.6579079083,0.718504070755,0.0843365610877,CPLEX did not report optimality: time limit exceeded,False,True,False,1770.2856332999654,18.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,1770.2562824,1770.2467943,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__V12_M2__plain_cplex__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__V12_M2__plain_cplex__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__V12_M2__tailored_legacy_scheduler_static__1800s,V12_M2,control,1800,tailored_legacy_scheduler_static,True,optimal,0.718504070755,0.718504070755,0.718504070755,0,gamma-frontier certificate: every relevant Gini interval was either closed with exact pricing or fathomed by a valid interval lower bound above the verified incumbent objective,True,False,False,289.62283989973366,18.0,True,,legacy,True,total,total,total,total,True,1,1,0,0,0,289.5888388,289.5823734,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__V12_M2__tailored_legacy_scheduler_static__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__V12_M2__tailored_legacy_scheduler_static__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__V12_M2__tailored_controlling_scheduler_static__1800s,V12_M2,control,1800,tailored_controlling_scheduler_static,True,optimal,0.718504070755,0.718504070755,0.718504070755,0,sealed frontier certificate completed by automatic exact interval cutoff MIP infeasibility certificates,True,False,False,476.46089209988713,18.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,34.6633668,34.6592083,2,441.712042,0.0,0,0,0,2,0,15.690715077990001,246.095,476.423,476.423,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__V12_M2__tailored_controlling_scheduler_static__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__V12_M2__tailored_controlling_scheduler_static__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__tight_T_seed3101__plain_cplex__1800s,tight_T_seed3101,control,1800,plain_cplex,True,not_certified,0.134541531987,0.020071596431,0.134541531987,0.850814866349,CPLEX did not report optimality: time limit exceeded,False,True,False,1770.1781539004296,18.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,1770.151709,1770.135656,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__tight_T_seed3101__plain_cplex__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__tight_T_seed3101__plain_cplex__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__tight_T_seed3101__tailored_legacy_scheduler_static__1800s,tight_T_seed3101,control,1800,tailored_legacy_scheduler_static,True,optimal,0.107252734134,0.107252734134,0.107252734134,0,gamma-frontier certificate: every relevant Gini interval was either closed with exact pricing or fathomed by a valid interval lower bound above the verified incumbent objective,True,False,False,76.33571309968829,18.0,True,,legacy,True,total,total,total,total,True,1,1,0,0,0,76.3043646,76.2960227,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__tight_T_seed3101__tailored_legacy_scheduler_static__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__tight_T_seed3101__tailored_legacy_scheduler_static__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__tight_T_seed3101__tailored_controlling_scheduler_static__1800s,tight_T_seed3101,control,1800,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,0.107252734134,0.033005,0.107252734134,0.692268917277,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,1770.2109930003062,18.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,31.7589709,31.7520382,0,1738.37,0.0,2,0,0,0,3,1203.3908391983,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__tight_T_seed3101__tailored_controlling_scheduler_static__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__tight_T_seed3101__tailored_controlling_scheduler_static__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3202__plain_cplex__1800s,high_imbalance_seed3202,control,1800,plain_cplex,True,not_certified,1.77133486081,1.1960100056,1.77133486081,0.324797342352,CPLEX did not report optimality: time limit exceeded,False,True,False,1770.234851299785,18.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,1770.210168,1770.1930713,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3202__plain_cplex__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3202__plain_cplex__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3202__tailored_legacy_scheduler_static__1800s,high_imbalance_seed3202,control,1800,tailored_legacy_scheduler_static,True,optimal,1.74931345205,1.74931345205,1.74931345205,0,gamma-frontier certificate: every relevant Gini interval was either closed with exact pricing or fathomed by a valid interval lower bound above the verified incumbent objective,True,False,False,293.9924396998249,18.0,True,,legacy,True,total,total,total,total,True,1,1,0,0,0,293.9574774,293.9506873,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3202__tailored_legacy_scheduler_static__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3202__tailored_legacy_scheduler_static__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__1800s,high_imbalance_seed3202,control,1800,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,1.74931345205,1.729682,1.74931345205,0.0112223752854,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,1770.1672175000422,18.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,39.3858323,39.3808711,3,1730.6901149999999,0.0,0,0,0,2,1,53.56642201027999,78.9258,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3202__tailored_controlling_scheduler_static__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3202__tailored_controlling_scheduler_static__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3301__plain_cplex__1800s,moderate_seed3301,hard,1800,plain_cplex,True,not_certified,0.0500445932179,0.040996444816,0.0500445932179,0.18080171743,CPLEX did not report optimality: time limit exceeded,False,True,False,1789.5799531000666,18.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,1789.552362,1789.5354885,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3301__plain_cplex__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3301__plain_cplex__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3301__tailored_legacy_scheduler_static__1800s,moderate_seed3301,hard,1800,tailored_legacy_scheduler_static,True,gcap_frontier_not_closed,0.0491525526647,0.047951,0.0491525526647,0.0244453766815,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,1541.262866999954,18.0,True,,legacy,True,total,total,total,total,True,1,1,0,1039,0,504.7244585,504.7131393,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3301__tailored_legacy_scheduler_static__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3301__tailored_legacy_scheduler_static__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3301__tailored_controlling_scheduler_static__1800s,moderate_seed3301,hard,1800,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,0.0491525526647,0.048294,0.0491525526647,0.0174671022805,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,1770.4124189000577,18.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,49.6489308,49.6441933,4,1720.662061,0.0,0,0,0,2,2,87.05898301645,533.305,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3301__tailored_controlling_scheduler_static__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3301__tailored_controlling_scheduler_static__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3302__plain_cplex__1800s,moderate_seed3302,hard,1800,plain_cplex,True,not_certified,0.217059690496,0.12092065609,0.217059690496,0.442915191607,CPLEX did not report optimality: time limit exceeded,False,True,False,1788.5526877003722,18.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,1788.5269642,1788.5096238,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3302__plain_cplex__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3302__plain_cplex__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3302__tailored_legacy_scheduler_static__1800s,moderate_seed3302,hard,1800,tailored_legacy_scheduler_static,True,gcap_frontier_not_closed,0.195636206549,0.0305681572733,0.195636206549,0.84375,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,1770.2304920000024,18.0,True,,legacy,True,total,total,total,total,True,1,1,0,1039,0,509.9163767,509.9102041,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3302__tailored_legacy_scheduler_static__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3302__tailored_legacy_scheduler_static__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__moderate_seed3302__tailored_controlling_scheduler_static__1800s,moderate_seed3302,hard,1800,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,0.195636206549,0.126798,0.195636206549,0.351868438687,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,1770.184758800082,18.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,51.7754614,51.768579,3,1718.3192999999999,0.0,1,0,0,0,4,616.0076650815,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__moderate_seed3302__tailored_controlling_scheduler_static__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__moderate_seed3302__tailored_controlling_scheduler_static__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3201__plain_cplex__1800s,high_imbalance_seed3201,hard,1800,plain_cplex,True,not_certified,2.44379212444,2.0586039623,2.44379212444,0.157619037351,CPLEX did not report optimality: time limit exceeded,False,True,False,1770.1870275996625,18.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,1770.1493211,1770.1246112,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3201__plain_cplex__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3201__plain_cplex__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3201__tailored_legacy_scheduler_static__1800s,high_imbalance_seed3201,hard,1800,tailored_legacy_scheduler_static,True,gcap_frontier_not_closed,2.44340319194,2.303377,2.44340319194,0.0573078534091,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,1521.3591833002865,18.0,True,,legacy,True,total,total,total,total,True,1,1,0,1039,0,512.7454295,512.7347666,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3201__tailored_legacy_scheduler_static__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3201__tailored_legacy_scheduler_static__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,high_imbalance_seed3201,hard,1800,tailored_controlling_scheduler_static,True,gcap_frontier_not_closed,2.44340319194,2.313397,2.44340319194,0.0532070156787,gamma-frontier diagnostic still has relevant intervals that are neither closed nor fathomed by a valid lower bound; do not treat as an optimality certificate,False,False,False,1770.3974616997875,18.0,True,,controlling-leaf,True,total,total,total,total,True,1,1,0,1039,0,49.8324234,49.8266182,4,1720.348385,0.0,0,0,0,1,2,104.34665141125001,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
official__tight_T_seed3102__plain_cplex__1800s,tight_T_seed3102,hard,1800,plain_cplex,True,not_certified,0.618727757146,0.48467162526,0.618727757146,0.216664163419,CPLEX did not report optimality: time limit exceeded,False,True,False,1770.227325499989,18.0,True,,legacy,True,omitted,per-leaf,per-leaf,per-leaf,True,1,0,0,0,0,1770.2005189,1770.17726,0,0,0,0,0,0,0,0,,,,,results/gf_tailored_bc_controlling_leaf_scheduler_round/raw/official__tight_T_seed3102__plain_cplex__1800s.json,results/gf_tailored_bc_controlling_leaf_scheduler_round/commands/official__tight_T_seed3102__plain_cplex__1800s.json,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246
