timestamp,hostname,platform,processor,logical_cpu_count,python,cplex_location,official_threads,cpu_model,physical_cores,logical_cores,ram_total_bytes,os_version,cplex_version,build_sha256,git_commit
2026-07-15T01:45:52+08:00,WIN-3NO58RVQ4VC,Windows-10-10.0.19045-SP0,"Intel64 Family 6 Model 151 Stepping 2, GenuineIntel",20,3.12.7,C:\Program Files\IBM\ILOG\CPLEX_Studio2211\cplex\bin\x64_win64\cplex.exe,1,"Intel64 Family 6 Model 151 Stepping 2, GenuineIntel",20,20,34163961856,Windows-10-10.0.19045-SP0,22.1.1,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246,fcfc91188a8b4086059c10e0710fb4ccdfcc882f
