run_id,leaf_id,variant,command_hash,compact_bc_solver_threads,thread_fairness_class,model_lp_exists,model_fingerprint,formulation_profile
official__V12_M1__tailored_controlling_scheduler_static__300s,1,tailored_static_no_callback,83d5638f593c7e8ab5752242fa524d7ff1e55704e216e848ed61fab895756af0,1,one_thread_fair,True,a195c7d4133cc3d1,round17_static_no_callback_paper_safe
official__V12_M1__tailored_controlling_scheduler_static__300s,2,tailored_static_no_callback,83d5638f593c7e8ab5752242fa524d7ff1e55704e216e848ed61fab895756af0,1,one_thread_fair,True,a7700d99fe0dc484,round17_static_no_callback_paper_safe
official__V12_M1__tailored_controlling_scheduler_static__300s,3,tailored_static_no_callback,83d5638f593c7e8ab5752242fa524d7ff1e55704e216e848ed61fab895756af0,1,one_thread_fair,True,40103e98e78ed251,round17_static_no_callback_paper_safe
official__V12_M2__tailored_controlling_scheduler_static__300s,2,tailored_static_no_callback,b22ee61b8af2f6a6b1866666c4666d7a91fbff96a38f58ed1f6edd5c2a04f432,1,one_thread_fair,True,831681fce70b0aa5,round17_static_no_callback_paper_safe
official__V12_M2__tailored_controlling_scheduler_static__300s,3,tailored_static_no_callback,b22ee61b8af2f6a6b1866666c4666d7a91fbff96a38f58ed1f6edd5c2a04f432,1,one_thread_fair,True,71379639ca35c8c6,round17_static_no_callback_paper_safe
official__tight_T_seed3101__tailored_controlling_scheduler_static__300s,1,tailored_static_no_callback,416c5b7295e355c74d5504c1084f85b78b07ba2d1657f030e09c1c2eee82fb10,1,one_thread_fair,True,5315149b148157a5,round17_static_no_callback_paper_safe
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__300s,1,tailored_static_no_callback,9976d437746ee93ac53d638a5a140590ca7fec912ee756e6547c22945fad7cf2,1,one_thread_fair,True,22cea6dcf4b3af97,round17_static_no_callback_paper_safe
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__300s,2,tailored_static_no_callback,9976d437746ee93ac53d638a5a140590ca7fec912ee756e6547c22945fad7cf2,1,one_thread_fair,True,3adaef2386c41c09,round17_static_no_callback_paper_safe
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__300s,3,tailored_static_no_callback,9976d437746ee93ac53d638a5a140590ca7fec912ee756e6547c22945fad7cf2,1,one_thread_fair,True,3ddfedf15234d9d1,round17_static_no_callback_paper_safe
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,0,tailored_static_no_callback,57b1666dccd298f0ee955b926f367499f7a3cebacd4b9c12d5490fa7b68cdb48,1,one_thread_fair,True,6f76345b2512aea7,round17_static_no_callback_paper_safe
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,1,tailored_static_no_callback,57b1666dccd298f0ee955b926f367499f7a3cebacd4b9c12d5490fa7b68cdb48,1,one_thread_fair,True,b3b400df77a2aeb3,round17_static_no_callback_paper_safe
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,2,tailored_static_no_callback,57b1666dccd298f0ee955b926f367499f7a3cebacd4b9c12d5490fa7b68cdb48,1,one_thread_fair,True,0981ff597531c88d,round17_static_no_callback_paper_safe
official__moderate_seed3301__tailored_controlling_scheduler_static__300s,3,tailored_static_no_callback,57b1666dccd298f0ee955b926f367499f7a3cebacd4b9c12d5490fa7b68cdb48,1,one_thread_fair,True,73c3b53dd6db45e5,round17_static_no_callback_paper_safe
official__moderate_seed3302__tailored_controlling_scheduler_static__300s,0,tailored_static_no_callback,a63209c90bc83befd98a957967745d859f6b9c693c5fb988b4cb76b7e6092ae9,1,one_thread_fair,True,ba8fcaa5985e89e3,round17_static_no_callback_paper_safe
official__moderate_seed3302__tailored_controlling_scheduler_static__300s,1,tailored_static_no_callback,a63209c90bc83befd98a957967745d859f6b9c693c5fb988b4cb76b7e6092ae9,1,one_thread_fair,True,4ec968367c6e7149,round17_static_no_callback_paper_safe
official__moderate_seed3302__tailored_controlling_scheduler_static__300s,2,tailored_static_no_callback,a63209c90bc83befd98a957967745d859f6b9c693c5fb988b4cb76b7e6092ae9,1,one_thread_fair,True,12627594b1d7ed46,round17_static_no_callback_paper_safe
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__300s,1,tailored_static_no_callback,820223f65de6d96d1ea7779e90b742bff0f47be293a2617da9e9c400e8b759cb,1,one_thread_fair,True,4f1b65851e64c47d,round17_static_no_callback_paper_safe
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__300s,2,tailored_static_no_callback,820223f65de6d96d1ea7779e90b742bff0f47be293a2617da9e9c400e8b759cb,1,one_thread_fair,True,f43b33590b826bb8,round17_static_no_callback_paper_safe
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__300s,3,tailored_static_no_callback,820223f65de6d96d1ea7779e90b742bff0f47be293a2617da9e9c400e8b759cb,1,one_thread_fair,True,565f17d732a604f7,round17_static_no_callback_paper_safe
official__tight_T_seed3102__tailored_controlling_scheduler_static__300s,0,tailored_static_no_callback,d774df3f916a15aaf4933d45d7245358411fce1e67b323cf7c17ed95afb218b5,1,one_thread_fair,True,b00154d86c96bd51,round17_static_no_callback_paper_safe
official__tight_T_seed3102__tailored_controlling_scheduler_static__300s,1,tailored_static_no_callback,d774df3f916a15aaf4933d45d7245358411fce1e67b323cf7c17ed95afb218b5,1,one_thread_fair,True,8377874d0f1c3ab9,round17_static_no_callback_paper_safe
official__tight_T_seed3102__tailored_controlling_scheduler_static__300s,3,tailored_static_no_callback,d774df3f916a15aaf4933d45d7245358411fce1e67b323cf7c17ed95afb218b5,1,one_thread_fair,True,f85f214357155264,round17_static_no_callback_paper_safe
official__V12_M1__tailored_controlling_scheduler_static__900s,1,tailored_static_no_callback,7a8a745bfe6d692e08675761ba4606cde2916cc8bc4dfb2d39fed0975e216083,1,one_thread_fair,True,a195c7d4133cc3d1,round17_static_no_callback_paper_safe
official__V12_M1__tailored_controlling_scheduler_static__900s,2,tailored_static_no_callback,7a8a745bfe6d692e08675761ba4606cde2916cc8bc4dfb2d39fed0975e216083,1,one_thread_fair,True,a7700d99fe0dc484,round17_static_no_callback_paper_safe
official__V12_M1__tailored_controlling_scheduler_static__900s,3,tailored_static_no_callback,7a8a745bfe6d692e08675761ba4606cde2916cc8bc4dfb2d39fed0975e216083,1,one_thread_fair,True,40103e98e78ed251,round17_static_no_callback_paper_safe
official__V12_M2__tailored_controlling_scheduler_static__900s,2,tailored_static_no_callback,59d7e8fb4e4f630622d2c8080c18dc6740377a5854ba3209b007983df2aee80d,1,one_thread_fair,True,831681fce70b0aa5,round17_static_no_callback_paper_safe
official__V12_M2__tailored_controlling_scheduler_static__900s,3,tailored_static_no_callback,59d7e8fb4e4f630622d2c8080c18dc6740377a5854ba3209b007983df2aee80d,1,one_thread_fair,True,71379639ca35c8c6,round17_static_no_callback_paper_safe
official__tight_T_seed3101__tailored_controlling_scheduler_static__900s,1,tailored_static_no_callback,c2c3792b9c20e85801050dea3f556ff95211d751f151c9eb2dc4566b6243cacc,1,one_thread_fair,True,5315149b148157a5,round17_static_no_callback_paper_safe
official__high_imbalance_seed3202__tailored_controlling_scheduler_static__900s,1,tailored_static_no_callback,dcb3661ad6da39a46c68143ee5eff8567371e20e9287cce64655854ca4daefb5,1,one_thread_fair,True,22cea6dcf4b3af97,round17_static_no_callback_paper_safe
