completed_rows,unique_executable_hashes,executable_sha256,status,reason
72,1,18078169fdfd83d6333af33f4e8e81e5dacf7a7e7d1b0a32cbc199461291e246,passed,all_fresh_arms_use_recorded_round18_binary
