event_sequence,elapsed_runtime_seconds,work,incumbent_available,incumbent,best_bound_available,best_bound,processed_nodes,open_nodes,solution_count,callback_where,phase,context
0,0.020264500000000001,0.032951922845776367,false,1e+100,true,0.044271607099844582,0,0,0,3,1,MIP
1,0.022629099999999999,0.034744839795680472,true,1.3849804069454978,true,0.044271607099844582,0,0,4.9406564584124654e-324,3,1,MIP
2,0.031014799999999999,0.051484307776814849,true,1.3849804069454978,true,0.24846701552101075,0,0,4.9406564584124654e-324,3,1,MIP
3,0.055918000000000002,0.078662248178998986,true,1.3602734350182939,true,0.24846701552101075,0,0,9.8813129168249309e-324,3,1,MIP
4,0.068237000000000006,0.10333177378210393,true,1.3602734350182939,true,0.29462018393530137,0,0,9.8813129168249309e-324,3,1,MIP
5,0.074344999999999994,0.10854723154372341,true,1.2791545662614456,true,0.29616096147034099,0,0,2.4703282292062327e-323,3,1,MIP
6,0.1002025,0.14350235472704143,true,1.2791545662614456,true,0.30450095267820837,0,0,2.4703282292062327e-323,3,1,MIP
7,0.1075427,0.15168243021230604,true,1.2791545662614456,true,0.30571335817505152,0,0,2.4703282292062327e-323,3,1,MIP
8,0.1449628,0.19247223110980477,true,1.2791545662614456,true,0.31056127428468183,0,0,2.4703282292062327e-323,3,1,MIP
9,0.15109339999999999,0.19782681780541064,true,1.1439602094925072,true,0.31056127428468183,0,0,3.9525251667299724e-323,3,1,MIP
10,0.1533931,0.20161857667466151,true,1.1439602094925072,true,0.31078431266289547,0,0,3.9525251667299724e-323,3,1,MIP
11,0.19243279999999999,0.24216357900684515,true,1.1439602094925072,true,0.31240871759781563,0,0,3.9525251667299724e-323,3,1,MIP
12,0.1991946,0.24732783790664553,true,1.1400539594925072,true,0.31253787920466347,0,0,4.4465908125712189e-323,3,1,MIP
13,0.2017996,0.25139075523242788,true,1.1400539594925072,true,0.31268245241938442,0,0,4.4465908125712189e-323,3,1,MIP
14,0.22560649999999999,0.27968266578941214,true,1.1400539594925072,true,0.31344235000178883,0,0,4.4465908125712189e-323,3,1,MIP
15,0.234513,0.29228640496106845,true,1.1400539594925072,true,0.31415847559216464,0,0,4.4465908125712189e-323,3,1,MIP
16,0.2565114,0.31670662430414859,true,1.1400539594925072,true,0.31492090891593616,0,0,4.4465908125712189e-323,3,1,MIP
17,0.26315169999999999,0.32227570776851172,true,1.0186835303290336,true,0.31492090891593616,0,0,5.434722104253712e-323,3,1,MIP
18,0.2646249,0.32411353692313333,true,1.0186835303290336,true,0.31493631700600955,0,0,5.434722104253712e-323,3,1,MIP
19,0.28529139999999997,0.34549890071186357,true,1.0186835303290336,true,0.31509402427264577,0,0,5.434722104253712e-323,3,1,MIP
20,0.32836169999999998,0.39085548590935182,true,0.96566092806688031,true,0.31509402427264577,0,0,8.3991159793011913e-323,3,1,MIP
21,0.34043509999999999,0.40429267217036025,true,0.96566092806688031,true,0.31633804350887762,2,4,8.3991159793011913e-323,3,1,MIP
22,0.34881020000000001,0.42047224301845171,true,0.96566092806688031,true,0.31640214809214595,3,5,8.3991159793011913e-323,3,1,MIP
23,0.35960130000000001,0.44018978612408644,true,0.96566092806688031,true,0.34172754420477364,5,7,8.3991159793011913e-323,3,1,MIP
24,0.42881940000000002,0.53211791935842256,true,0.91303078406905946,true,0.34172754420477364,32,29,9.8813129168249309e-323,3,1,MIP
25,0.45385609999999998,0.57257225951877089,true,0.91303078406905946,true,0.35824538757091773,46,33,9.8813129168249309e-323,3,1,MIP
26,0.50670890000000002,0.66085808822911807,true,0.91180978860698458,true,0.35824538757091773,66,53,1.0375378562666177e-322,3,1,MIP
27,0.51802400000000004,0.67845203353136729,true,0.91180978860698458,true,0.35825928310525901,78,51,1.0375378562666177e-322,3,1,MIP
28,0.53133180000000002,0.70243063799541805,true,0.88002731800384204,true,0.35825928310525901,84,57,1.0869444208507424e-322,3,1,MIP
29,0.58194880000000004,0.78308726189025712,true,0.88002731800384204,true,0.36184209691602276,113,75,1.0869444208507424e-322,3,1,MIP
30,0.61080829999999997,0.82875845391833003,true,0.85151707531032572,true,0.36184209691602276,130,91,1.1363509854348671e-322,3,1,MIP
31,0.63971610000000001,0.87005648813032976,true,0.85151707531032572,true,0.36199930721266593,152,98,1.1363509854348671e-322,3,1,MIP
32,0.6996038,0.95680812515275593,true,0.84513895688927321,true,0.36199930721266593,175,121,1.2351641146031164e-322,3,1,MIP
33,0.70340740000000002,0.95867090452480774,true,0.84213093095297697,true,0.36199930721266593,176,121,1.3833838083554903e-322,3,1,MIP
34,0.73088410000000004,0.99921279986769385,true,0.84138505378750572,true,0.36199930721266593,193,134,1.432790372939615e-322,3,1,MIP
35,0.77808770000000005,1.0747773556702644,true,0.84138505378750572,true,0.36249622421970962,241,162,1.432790372939615e-322,3,1,MIP
36,0.78520250000000003,1.0880457611546404,true,0.84138505378750572,true,0.3627137504667956,242,163,1.432790372939615e-322,3,1,MIP
37,0.85552720000000004,1.1896473928923492,true,0.80864698022546966,true,0.36754070903693581,279,182,1.4821969375237396e-322,3,1,MIP
38,0.86222169999999998,1.1959947164559368,true,0.80615324996231175,true,0.36754070903693581,280,183,1.5316035021078643e-322,3,1,MIP
39,0.89266460000000003,1.2350360453120202,true,0.77504748496914333,true,0.36754070903693581,299,200,1.7786363250284876e-322,3,1,MIP
40,0.91954089999999999,1.2702529990061229,true,0.76592496230350371,true,0.3689004841111207,323,207,1.8774494541967369e-322,3,1,MIP
41,0.93979570000000001,1.2990720692530666,true,0.76398327270185828,true,0.3689004841111207,333,217,1.9268560187808615e-322,3,1,MIP
42,1.0227808,1.4117404523828332,true,0.76398327270185828,true,0.36972595206786985,380,253,1.9268560187808615e-322,3,1,MIP
