leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,status,base_lb,final_lb,cutoff,attempts,parent_replaced,closure_source,canonical_model_path,canonical_sha256,model_scope,row_signature,artifact_generations,artifact_reuses
L0,,0,-1,0,0.0048195127858143257,closed,0,1e+100,0.019278051143257303,1,0,native_static_leaf_infeasible,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage1a__moderate4301__t_grb_ext_warm__120s\external\models\L0.lp,a57e9d772df5c74b042d38369f8f9c5282e1c865a2a675e6f9b6c0df4754c968,complete_original_compact_milp_intersected_with_static_gini_interval,a57e9d772df5c74b042d38369f8f9c5282e1c865a2a675e6f9b6c0df4754c968,1,0
L1,,0,-1,0.0048195127858143257,0.0096390255716286514,open,0.0048195127858143257,0.0066897598148367163,0.019278051143257303,2,0,,E:\codes\ExactEBRP\results\gf_solver_backend_migration_round24r\runs\stage1a__moderate4301__t_grb_ext_warm__120s\external\models\L1.lp,03c4946184855312018f2380e1a78f825b6f79fdf7f7468cd1612cfb7dc0c626,complete_original_compact_milp_intersected_with_static_gini_interval,03c4946184855312018f2380e1a78f825b6f79fdf7f7468cd1612cfb7dc0c626,1,1
L2,,0,-1,0.0096390255716286514,0.014458538357442978,open,0.0096390255716286514,0.0096390255716286514,0.019278051143257303,0,0,,,,,0,0
L3,,0,-1,0.014458538357442978,0.019278051143257303,open,0.014458538357442978,0.014458538357442978,0.019278051143257303,0,0,,,,,0,0
