anchor_cell_index,anchor_lower,anchor_upper,active,active_lower,active_upper,truncated_by_proof_range,U_proof_launch,U_anchor_launch,proof_range_lower,proof_range_upper,normalization_source
0,0,0.17187095993425508,1,0,0.17187095993425508,0,0.68748383973702032,0.68748383973702032,0,0.68748383973702032,"proof"
1,0.17187095993425508,0.34374191986851016,1,0.17187095993425508,0.34374191986851016,0,0.68748383973702032,0.68748383973702032,0,0.68748383973702032,"proof"
2,0.34374191986851016,0.51561287980276527,1,0.34374191986851016,0.51561287980276527,0,0.68748383973702032,0.68748383973702032,0,0.68748383973702032,"proof"
3,0.51561287980276527,0.68748383973702032,1,0.51561287980276527,0.68748383973702032,0,0.68748383973702032,0.68748383973702032,0,0.68748383973702032,"proof"
