leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,c6_native_phase_count,c6_frontier_milestone_reached,c6_children_ready,closure_source,lower_bound_sources
L0,"",0,-1,0,0.17656327463226873,0,1e+100,empty,1,1,0,0.20926487771892285,1,1,1,0,"native_terminal_mip_infeasible","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
L1,"",0,-1,0.17656327463226873,0.35312654926453746,0.17656327463226873,0.70625309852907492,closed,1,1,0,0.35150292123882798,1,1,1,0,"native_terminal_mip_optimal","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
L2,"",0,-1,0.35312654926453746,0.52968982389680619,0.35312654926453746,1e+100,empty,1,1,0,0.52806619587109671,1,1,1,0,"native_terminal_mip_infeasible","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;valid_next_leaf_target_native_bound;native_terminal_mip_bound"
L3,"",0,-1,0.52968982389680619,0.70625309852907492,0.52968982389680619,0.70462947050336566,replaced,1,1,0,0.70462947050336566,0,0,0,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L3.0,"L3",1,0,0.52968982389680619,0.61797146121294055,0.70462947050336566,0.70462947050336566,replaced,1,1,0,0.70462947050336566,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L3.1,"L3",1,1,0.61797146121294055,0.70625309852907492,0.70462947050336566,0.70625309852907492,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L3.0.0,"L3.0",2,0,0.52968982389680619,0.57383064255487337,0.70462947050336566,0.70462947050336566,replaced,1,1,0,0.70462947050336566,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L3.0.1,"L3.0",2,1,0.57383064255487337,0.61797146121294055,0.70462947050336566,0.70625309852907492,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L3.0.0.0,"L3.0.0",3,0,0.52968982389680619,0.55176023322583978,0.70462947050336566,0.70462947050336566,replaced,1,1,0,0.70462947050336566,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L3.0.0.1,"L3.0.0",3,1,0.55176023322583978,0.57383064255487337,0.70462947050336566,0.70625309852907492,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L3.0.0.0.0,"L3.0.0.0",4,0,0.52968982389680619,0.54072502856132298,0.70462947050336566,0.70462947050336566,replaced,1,1,0,0.70462947050336566,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L3.0.0.0.1,"L3.0.0.0",4,1,0.54072502856132298,0.55176023322583978,0.70462947050336566,0.70625309852907492,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L3.0.0.0.0.0,"L3.0.0.0.0",5,0,0.52968982389680619,0.53520742622906459,0.70462947050336566,0.70462947050336566,replaced,1,1,0,0.70462947050336555,0,0,0,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L3.0.0.0.0.1,"L3.0.0.0.0",5,1,0.53520742622906459,0.54072502856132298,0.70462947050336566,0.70625309852907492,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L3.0.0.0.0.0.0,"L3.0.0.0.0.0",6,0,0.52968982389680619,0.53244862506293544,0.70462947050336566,1e+100,empty,1,1,0,0.70462947050336544,1,0,0,0,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L3.0.0.0.0.0.1,"L3.0.0.0.0.0",6,1,0.53244862506293544,0.53520742622906459,0.70462947050336566,0.70625309852907492,empty,1,0,1,0,0,0,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
