instance,method,mode,status,objective,lower_bound,upper_bound,gap,runtime_seconds,verifier_passed,certified_original_problem,unresolved_intervals,invalid_bound_intervals,open_nodes,incumbent_source,pricing_time_seconds,bound_time_seconds,notes,result_file,log_file
gcap_smoke_V4_M1,primal-heuristic,hga-tgbc,heuristic_incumbent_verified,0,0,0,1,0.2643931,true,false,0,0,0,primal_heuristic,0,0,native HGA-TGBC smoke incumbent verifier passed,results/hga_tgbc_native_round/raw/v4_native_hga_tgbc.json,results/hga_tgbc_native_round/logs/v4_native_hga_tgbc.log
regen_candidate_V12_M1_average,primal-heuristic,hga-tgbc,heuristic_incumbent_verified,0.357200583208,0,0.357200583208,1,6.7927998,true,false,0,0,0,primal_heuristic,0,0,native HGA-TGBC reached known good V12 M1 UB and verifier passed,results/hga_tgbc_native_round/raw/v12_m1_native_hga_tgbc_60s.json,results/hga_tgbc_native_round/logs/v12_m1_native_hga_tgbc_60s.log
regen_candidate_V12_M2_average,primal-heuristic,hga-tgbc,heuristic_incumbent_verified,0.718504070755,0,0.718504070755,1,7.6689546,true,false,0,0,0,primal_heuristic,0,0,native HGA-TGBC improved the prior diagnostic archive UB and verifier passed,results/hga_tgbc_native_round/raw/v12_m2_native_hga_tgbc_60s.json,results/hga_tgbc_native_round/logs/v12_m2_native_hga_tgbc_60s.log
regen_candidate_V12_M2_average,gcap-frontier,paper-bpc-core,optimal,0.718504070755,0.718504070755,0.718504070755,0,60.3480848,true,true,0,0,0,primal_heuristic,0,52.9117621,paper-core closed by relaxation-only full-frontier certificate using native HGA-TGBC UB; BPC tree/pricing was not triggered,results/hga_tgbc_native_round/raw/v12_m2_paper_core_native_hga_600s.json,results/hga_tgbc_native_round/logs/v12_m2_paper_core_native_hga_600s.log
