instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
cb443_V50_compact_r1_shortage_M04_Q30.txt,20260626,1,hga-tgbc,native_hga_tgbc_full_migration,1.69352,0.347605,8.97278,4,9,28,28,0,"1765.81|1767.14|1745.65|1665.35",true,2.9287,true,
