phase_index,leaf_id,target_kind,current_bound,target_bound,other_open_min_bound,verified_cutoff,status,native_status,native_bound,target_reached,exact_closure,requeued,solver_runtime,work,nodes,event_source
1,L0,next_leaf,0.274933,0.310877,0.310877,0.621754,target_reached_requeue,"INTERRUPTED",0.315942,1,0,1,0.311,0.635573,1,"c6_next_strict_frontier_bound_reached_requeue"
1,L0.1,next_leaf,0.325475,0.360604,0.360604,0.621754,target_reached_requeue,"INTERRUPTED",0.422678,1,0,1,0.868,1.19011,1,"c6_next_strict_frontier_bound_reached_requeue"
1,L0.0,next_leaf,0.360604,0.394941,0.394941,0.621754,exact_closure,"INFEASIBLE",1e+100,0,1,0,0.363,0.791759,1,"c6_next_strict_frontier_bound_reached_requeue"
1,L1,next_leaf,0.394941,0.422678,0.422678,0.621754,target_reached_requeue,"INTERRUPTED",0.461075,1,0,1,0.474,0.808688,1,"c6_next_strict_frontier_bound_reached_requeue"
