instance,seed,run_id,mode,label,objective,G,P,route_count,served_station_count,total_pickup,total_drop,depot_unload,route_durations,verifier_passed,runtime,accepted_as_best,exported_incumbent_path
round32_multi_m_high_imbalance_V20_M4_seed2081968251.txt,20260626,1,greedy,deterministic_tgbc_greedy_mode_0,1.97806,0.589236,9.25883,4,13,96,86,10,"3548.18|3560.36|3581.14|3552.26",true,0.0002518,true,
round32_multi_m_high_imbalance_V20_M4_seed2081968251.txt,20260626,2,greedy,deterministic_tgbc_greedy_mode_1,1.966,0.585964,9.20022,4,12,97,91,6,"3563.95|3585.25|3562.24|3558.6",true,0.0004844,true,
round32_multi_m_high_imbalance_V20_M4_seed2081968251.txt,20260626,3,greedy,deterministic_tgbc_greedy_mode_2,1.96279,0.584168,9.19081,4,12,97,91,6,"3563.95|3585.25|3562.24|3518.27",true,0.0007192,true,
