leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,closure_source,lower_bound_sources
L0,"",0,-1,0,0.0048195127858143257,0,0.003209400142503194,replaced,1,1,0,0.003209400142503194,0,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L1,"",0,-1,0.0048195127858143257,0.0096390255716286514,0.0048195127858143257,0.0066669696352882517,open,1,1,0,0.0066123666164264556,1,"","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation;native_terminal_mip_bound"
L2,"",0,-1,0.0096390255716286514,0.014458538357442978,0.0096390255716286514,0.0096390255716286514,open,0,0,0,0,0,"","objective_nonnegative_penalty_G_floor"
L3,"",0,-1,0.014458538357442978,0.019278051143257303,0.014458538357442978,0.014458538357442978,open,0,0,0,0,0,"","objective_nonnegative_penalty_G_floor"
L0.0,"L0",1,0,0,0.0024097563929071628,0.0032636559061301538,0.0032636559061301538,replaced,1,1,0,0.0032636559061301538,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.1,"L0",1,1,0.0024097563929071628,0.0048195127858143257,0.0048893312450155072,0.0048893312450155072,open,1,1,0,0.0048893312450155072,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0,"L0.0",2,0,0,0.0012048781964535814,0.0034723458032201015,0.0034723458032201015,replaced,1,1,0,0.0034723458032201015,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.1,"L0.0",2,1,0.0012048781964535814,0.0024097563929071628,0.0040685306353838661,0.0040685306353838661,replaced,1,1,0,0.0040685306353838661,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0.0,"L0.0.0",3,0,0,0.00060243909822679071,0.0034723458032201015,0.019278051143257303,empty,1,0,1,0,0,"complete_child_lp_infeasible","inherited_parent_lp_bound"
L0.0.0.1,"L0.0.0",3,1,0.00060243909822679071,0.0012048781964535814,0.0037861525570175537,0.0037861525570175537,replaced,1,1,0,0.0037861525570175537,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0.1.0,"L0.0.0.1",4,0,0.00060243909822679071,0.00090365864734018612,0.0039020331063731937,0.0039020331063731937,replaced,1,1,0,0.0039020331063731937,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0.1.1,"L0.0.0.1",4,1,0.00090365864734018612,0.0012048781964535814,0.0039440404547576831,0.0039440404547576831,replaced,1,1,0,0.0039440404547576831,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0.1.0.0,"L0.0.0.1.0",5,0,0.00060243909822679071,0.00075304887278348836,0.0039606120472188196,0.0039606120472188196,replaced,1,1,0,0.0039606120472188196,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0.1.0.1,"L0.0.0.1.0",5,1,0.00075304887278348836,0.00090365864734018612,0.0039810229155280135,0.0039810229155280135,replaced,1,1,0,0.0039810229155280135,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0.1.1.0,"L0.0.0.1.1",5,0,0.00090365864734018612,0.0010542684218968839,0.0040023126995575873,0.0040023126995575873,replaced,1,1,0,0.0040023126995575873,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0.1.1.1,"L0.0.0.1.1",5,1,0.0010542684218968839,0.0012048781964535814,0.0040228910046868254,0.0040228910046868254,replaced,1,1,0,0.0040228910046868254,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.0.1.0.0.0,"L0.0.0.1.0.0",6,0,0.00060243909822679071,0.00067774398550513948,0.0039896178286406552,1e+100,empty,1,1,0,0.0039896178286406552,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.0.1.0.0.1,"L0.0.0.1.0.0",6,1,0.00067774398550513948,0.00075304887278348836,0.0040001264894761633,1e+100,empty,1,1,0,0.0040001264894761633,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.0.1.0.1.0,"L0.0.0.1.0.1",6,0,0.00075304887278348836,0.00082835376006183724,0.0040101451820107169,1e+100,empty,1,1,0,0.0040101451820107169,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.0.1.0.1.1,"L0.0.0.1.0.1",6,1,0.00082835376006183724,0.00090365864734018612,0.004020504764292338,1e+100,empty,1,1,0,0.004020504764292338,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.0.1.1.0.0,"L0.0.0.1.1.0",6,0,0.00090365864734018612,0.000978963534618535,0.0040317397832825017,1e+100,empty,1,1,0,0.0040317397832825017,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.0.1.1.0.1,"L0.0.0.1.1.0",6,1,0.000978963534618535,0.0010542684218968839,0.0040422117046986158,1e+100,empty,1,1,0,0.0040422117046986158,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.0.1.1.1.0,"L0.0.0.1.1.1",6,0,0.0010542684218968839,0.0011295733091752328,0.0040526745714890349,1e+100,empty,1,1,0,0.0040526745714890349,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.0.1.1.1.1,"L0.0.0.1.1.1",6,1,0.0011295733091752328,0.0012048781964535814,0.0040631283817569265,1e+100,empty,1,1,0,0.0040631283817569265,1,"native_terminal_mip_infeasible","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;native_terminal_mip_bound"
L0.0.1.0,"L0.0.1",3,0,0.0012048781964535814,0.0018073172946803722,0.0040759188144303508,0.0040759188144303508,replaced,1,1,0,0.0040759188144303508,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.1.1,"L0.0.1",3,1,0.0018073172946803722,0.0024097563929071628,0.0044937406120114341,0.0044937406120114341,replaced,1,1,0,0.0044937406120114341,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.1.0.0,"L0.0.1.0",4,0,0.0012048781964535814,0.0015060977455669767,0.0040796336096574235,0.0040796336096574235,replaced,1,1,0,0.0040796336096574235,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
L0.0.1.0.1,"L0.0.1.0",4,1,0.0015060977455669767,0.0018073172946803722,0.0042885957586586681,0.0042885957586586681,replaced,1,1,0,0.0042885957586586681,0,"","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation"
