run_id,arm,flow_variant,validation_passed,native_status_code,strict_certificate_class,strict_certified_original_problem,verified_original_objective,reference_verified_original_objective,objective_exactly_equal,status,failure_reason
stage0__round21_toy_V2_M1__off__30s,off,off,True,101,native_exact_optimal,True,0,0.0,True,PASS,
stage0__round21_toy_V2_M1__f0__30s,F0,round20-current,True,101,native_exact_optimal,True,0,0.0,True,PASS,
stage0__round21_toy_V2_M1__f1__30s,F1,zero-return,True,101,native_exact_optimal,True,0,0.0,True,PASS,
stage0__round21_toy_V2_M1__f2__30s,F2,normalized,True,101,native_exact_optimal,True,0,0.0,True,PASS,
stage0__round21_toy_V2_M1__f3__30s,F3,normalized-start-coupled,True,101,native_exact_optimal,True,0,0.0,True,PASS,
