run_id,node_uid,parent_uid,native_depth,gini_generation,relaxation_pass,gamma_L,gamma_U,pre_local_row_relaxation,post_local_row_relaxation,delta_rows_attached,duplicates_omitted,row_factory_seconds,row_api_seconds,status
stage1__high_imbalance_seed3202__f1__300s,1,0,1,1,1,0,0.47499999999999998,1.4370786407040619,,1416,0,0.0121931,0.00060959999999999996,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,2,0,1,1,1,0.47499999999999998,0.94999999999999996,1.6187548795889672,,1416,0,0.010187,0.00050710000000000002,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,2,0,1,1,2,0.47499999999999998,0.94999999999999996,1.6187548795889672,1.6446150393862107,,,0.010187,0.00050710000000000002,passed
stage1__high_imbalance_seed3202__f1__300s,3,2,2,2,1,0.47499999999999998,0.71249999999999991,1.6446150393862107,,1416,0,0.014555999999999999,0.00049700000000000005,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,3,2,2,2,2,0.47499999999999998,0.71249999999999991,1.6446150393862107,1.6450755311762673,,,0.014555999999999999,0.00049700000000000005,passed
stage1__high_imbalance_seed3202__f1__300s,5,3,3,3,1,0.47499999999999998,0.59375,1.6450749547002952,,1416,0,0.0125276,0.00047669999999999999,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,5,3,3,3,2,0.47499999999999998,0.59375,1.6450749547002952,1.6485977529354012,,,0.0125276,0.00047669999999999999,passed
stage1__high_imbalance_seed3202__f1__300s,6,3,3,3,1,0.59375,0.71249999999999991,1.7375049048810181,,1416,0,0.0145887,0.00049350000000000002,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,6,3,3,3,2,0.59375,0.71249999999999991,1.7375049048810181,1.7375049048810178,,,0.0145887,0.00049350000000000002,passed
stage1__high_imbalance_seed3202__f1__300s,7,5,4,4,1,0.47499999999999998,0.53437500000000004,1.6485977529354012,,1416,0,0.012853699999999999,0.00055150000000000002,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,7,5,4,4,2,0.47499999999999998,0.53437500000000004,1.6485977529354012,1.6532818249462096,,,0.012853699999999999,0.00055150000000000002,passed
stage1__high_imbalance_seed3202__f1__300s,8,5,4,4,1,0.53437500000000004,0.59375,1.6781298795889659,,1416,0,0.012395,0.00049569999999999996,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,8,5,4,4,2,0.53437500000000004,0.59375,1.6781298795889659,1.6781298795889659,,,0.012395,0.00049569999999999996,passed
stage1__high_imbalance_seed3202__f1__300s,11,7,5,5,1,0.47499999999999998,0.50468749999999996,1.6532818249462098,,1416,0,0.012907399999999999,0.00048690000000000002,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,11,7,5,5,2,0.47499999999999998,0.50468749999999996,1.6532818249462098,1.6942857140869292,,,0.012907399999999999,0.00048690000000000002,passed
stage1__high_imbalance_seed3202__f1__300s,12,7,5,5,1,0.50468749999999996,0.53437500000000004,1.6532818249462098,,1416,0,0.012492,0.00052700000000000002,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,12,7,5,5,2,0.50468749999999996,0.53437500000000004,1.6532818249462098,1.6620174696652554,,,0.012492,0.00052700000000000002,passed
stage1__high_imbalance_seed3202__f1__300s,17,12,6,6,1,0.50468749999999996,0.51953125,1.6620174696652557,,1416,0,0.012530299999999999,0.000475,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,17,12,6,6,2,0.50468749999999996,0.51953125,1.6620174696652557,1.6661895801485711,,,0.012530299999999999,0.000475,passed
stage1__high_imbalance_seed3202__f1__300s,18,12,6,6,1,0.51953125,0.53437500000000004,1.663912671062812,,1416,0,0.012497400000000001,0.00050040000000000002,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,18,12,6,6,2,0.51953125,0.53437500000000004,1.663912671062812,1.6668228788340875,,,0.012497400000000001,0.00050040000000000002,passed
stage1__high_imbalance_seed3202__f1__300s,21,18,7,7,1,0.51953125,0.52695312500000002,1.6668228788340875,,1416,0,0.012529200000000001,0.00049450000000000004,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,21,18,7,7,2,0.51953125,0.52695312500000002,1.6668228788340875,1.6669908534911437,,,0.012529200000000001,0.00049450000000000004,passed
stage1__high_imbalance_seed3202__f1__300s,22,18,7,7,1,0.52695312500000002,0.53437500000000004,1.6707153067011276,,1416,0,0.014996499999999999,0.00052470000000000001,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,22,18,7,7,2,0.52695312500000002,0.53437500000000004,1.6707153067011276,1.6709597931780493,,,0.014996499999999999,0.00052470000000000001,passed
stage1__high_imbalance_seed3202__f1__300s,25,22,8,8,1,0.52695312500000002,0.53066406250000009,1.6709597931780493,,1416,0,0.014633999999999999,0.00093519999999999996,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,25,22,8,8,1,0.52695312500000002,0.53066406250000009,1.6709597931780493,1.6709597931780493,,,0.014633999999999999,0.00093519999999999996,passed_at_branching_context
stage1__high_imbalance_seed3202__f1__300s,26,22,8,8,1,0.53066406250000009,0.53437500000000004,1.6744189300039789,,1416,0,0.029931599999999999,0.0010950000000000001,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,26,22,8,8,2,0.53066406250000009,0.53437500000000004,1.6744189300039789,1.6744189300039787,,,0.029931599999999999,0.0010950000000000001,passed
stage1__high_imbalance_seed3202__f1__300s,27,25,9,9,1,0.52695312500000002,0.52880859375,1.6709597931780493,,1416,0,0.014020100000000001,0.00050080000000000003,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,27,25,9,9,1,0.52695312500000002,0.52880859375,1.6709597931780493,1.6709597931780493,,,0.014020100000000001,0.00050080000000000003,passed_at_branching_context
stage1__high_imbalance_seed3202__f1__300s,28,25,9,9,1,0.52880859375,0.53066406250000009,1.6725749464042101,,1416,0,0.014363900000000001,0.0004994,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,28,25,9,9,2,0.52880859375,0.53066406250000009,1.6725749464042101,1.6726044585089392,,,0.014363900000000001,0.0004994,passed
stage1__high_imbalance_seed3202__f1__300s,31,27,10,10,1,0.52695312500000002,0.52788085937499996,1.6709597931780493,,1416,0,0.019975,0.00053149999999999996,awaiting_reoptimization
stage1__high_imbalance_seed3202__f1__300s,31,27,10,10,1,0.52695312500000002,0.52788085937499996,1.6709597931780493,1.6709597931780493,,,0.019975,0.00053149999999999996,passed_at_branching_context
stage1__high_imbalance_seed3202__f1__300s,20,17,7,7,1,0.51210937499999998,0.51953125,1.6661895801485715,,1416,0,0.012519799999999999,0.00059500000000000004,awaiting_reoptimization
