run_id,instance,decision_sequence,interval_id,profile_version,profile_valid,failure_reason,eligible_variable_count,excluded_gini_variable_count,invalid_variable_count,phi_L,phi_R,left_min,left_mean,left_max,right_min,right_mean,right_max,fixed_left_count,fixed_right_count,parent_model_sha256,left_model_sha256,right_model_sha256
"stage3_300s__round39_small_hard_V12_M3_Q20_slot07_seed621538683__K1-AMF","round39_small_hard_V12_M3_Q20_slot07_seed621538683.txt",1,"L0","round48-canonical-interval-sensitive-v1",1,"none",303,1,0,0.11056105610561057,0,0,0.11056105610561057,0.5,0,0,0,0,0,abc591fff4a2457e7a3a4eb7c3b470869bf7ae9e310ed8ebcfab369e6a998440,2af46f24710ab1df99cf469b274fa88c1f5724b0d7a3e377046555d5d6f01108,fa8360c907eee69517c909eb7cceebeb76d1e267731ce7b1d4eed42797f0480b
