parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L0,0.0032094,L0.0,0.00326366,0,L0.1,0.00488933,0,0.00326366,1e-07,"strict_child_lp_bound_improvement"
L0.0,0.00326366,L0.0.0,0.00347235,0,L0.0.1,0.00406853,0,0.00347235,1e-07,"strict_child_lp_bound_improvement"
L0.0.0,0.00347235,L0.0.0.0,0,1,L0.0.0.1,0.00378615,0,0.00378615,1e-07,"child_lp_infeasible"
L0.0.0.1,0.00378615,L0.0.0.1.0,0.00390203,0,L0.0.0.1.1,0.00394404,0,0.00390203,1e-07,"strict_child_lp_bound_improvement"
L0.0.0.1.0,0.00390203,L0.0.0.1.0.0,0.00396061,0,L0.0.0.1.0.1,0.00398102,0,0.00396061,1e-07,"strict_child_lp_bound_improvement"
L0.0.0.1.1,0.00394404,L0.0.0.1.1.0,0.00400231,0,L0.0.0.1.1.1,0.00402289,0,0.00400231,1e-07,"strict_child_lp_bound_improvement"
L0.0.0.1.0.0,0.00396061,L0.0.0.1.0.0.0,0.00398962,0,L0.0.0.1.0.0.1,0.00400013,0,0.00398962,1e-07,"strict_child_lp_bound_improvement"
L0.0.0.1.0.1,0.00398102,L0.0.0.1.0.1.0,0.00401015,0,L0.0.0.1.0.1.1,0.0040205,0,0.00401015,1e-07,"strict_child_lp_bound_improvement"
L0.0.0.1.1.0,0.00400231,L0.0.0.1.1.0.0,0.00403174,0,L0.0.0.1.1.0.1,0.00404221,0,0.00403174,1e-07,"strict_child_lp_bound_improvement"
L0.0.0.1.1.1,0.00402289,L0.0.0.1.1.1.0,0.00405267,0,L0.0.0.1.1.1.1,0.00406313,0,0.00405267,1e-07,"strict_child_lp_bound_improvement"
L0.0.1,0.00406853,L0.0.1.0,0.00407592,0,L0.0.1.1,0.00449374,0,0.00407592,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.0,0.00407592,L0.0.1.0.0,0.00407963,0,L0.0.1.0.1,0.0042886,0,0.00407963,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.0.0,0.00407963,L0.0.1.0.0.0,0.00408173,0,L0.0.1.0.0.1,0.00418589,0,0.00408173,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.0.0.0,0.00408173,L0.0.1.0.0.0.0,0.00408399,0,L0.0.1.0.0.0.1,0.0041346,0,0.00408399,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.0.0.1,0.00418589,L0.0.1.0.0.1.0,0.00418679,0,L0.0.1.0.0.1.1,0.00423913,0,0.00418679,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.0.1,0.0042886,L0.0.1.0.1.0,0.00429045,0,L0.0.1.0.1.1,0.00439487,0,0.00429045,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.0.1.0,0.00429045,L0.0.1.0.1.0.0,0.00429125,0,L0.0.1.0.1.0.1,0.00434366,0,0.00429125,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.0.1.1,0.00439487,L0.0.1.0.1.1.0,0.00439587,0,L0.0.1.0.1.1.1,0.00444805,0,0.00439587,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1,0.00449374,L0.0.1.1.0,0.00449736,0,L0.0.1.1.1,0.00470624,0,0.00449736,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1.0,0.00449736,L0.0.1.1.0.0,0.00449936,0,L0.0.1.1.0.1,0.00460378,0,0.00449936,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1.0.0,0.00449936,L0.0.1.1.0.0.0,0.00450022,0,L0.0.1.1.0.0.1,0.00455251,0,0.00450022,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1.0.1,0.00460378,L0.0.1.1.0.1.0,0.00460473,0,L0.0.1.1.0.1.1,0.0046569,0,0.00460473,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1.1,0.00470624,L0.0.1.1.1.0,0.0047082,0,L0.0.1.1.1.1,0.00481262,0,0.0047082,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1.1.0,0.0047082,L0.0.1.1.1.0.0,0.00470911,0,L0.0.1.1.1.0.1,0.00476139,0,0.00470911,1e-07,"strict_child_lp_bound_improvement"
L0.0.1.1.1.1,0.00481262,L0.0.1.1.1.1.0,0.00481348,0,L0.0.1.1.1.1.1,0.00486573,0,0.00481348,1e-07,"strict_child_lp_bound_improvement"
L1,0.00661237,L1.0,0.00661237,0,L1.1,0.00851213,0,0.00661237,1e-07,"no_certified_one_level_lp_benefit"
