run_id,instance,arm,flow_variant,checkpoint_seconds,status,not_observed_reason,observation_elapsed_seconds,lower_bound,upper_bound,gap,nodes,open_nodes,simplex_iterations,event_source,observation_source
stage2__moderate_seed3302__plain__900s,moderate_seed3302,plain,plain,30,not_observed,plain_cplex_has_solver_final_observation_only,,,,,,,,,
stage2__moderate_seed3302__plain__900s,moderate_seed3302,plain,plain,60,not_observed,plain_cplex_has_solver_final_observation_only,,,,,,,,,
stage2__moderate_seed3302__plain__900s,moderate_seed3302,plain,plain,120,not_observed,plain_cplex_has_solver_final_observation_only,,,,,,,,,
stage2__moderate_seed3302__plain__900s,moderate_seed3302,plain,plain,300,not_observed,plain_cplex_has_solver_final_observation_only,,,,,,,,,
stage2__moderate_seed3302__plain__900s,moderate_seed3302,plain,plain,600,not_observed,plain_cplex_has_solver_final_observation_only,,,,,,,,,
stage2__moderate_seed3302__plain__900s,moderate_seed3302,plain,plain,900,observed,,902.5681553,0.12248660886057412,0.20445010767962485,0.08196349881905073,150400,67663,0,solver_final,full_precision_final_json
