run_id,event_sequence,elapsed_wall_seconds,global_LB,verified_UB,gap,controlling_set,event_source
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,0,80.1173,1.74211,2.4434,0.287016,2,solver_final_merge
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,1,110.396,1.97961,2.4434,0.189815,3,solver_final_merge
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,2,111.093,2.29462,2.4434,0.0608927,2,solver_final_merge
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,3,171.37,2.29462,2.4434,0.0608926,2,solver_final_merge
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,4,291.515,2.29462,2.4434,0.0608926,2,solver_final_merge
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,5,531.727,2.29462,2.4434,0.0608926,2,solver_final_merge
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,6,1011.94,2.29994,2.4434,0.0587132,1,solver_final_merge
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,7,1072.14,2.30022,2.4434,0.0586016,1,solver_final_merge
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,8,1192.31,2.30356,2.4434,0.0572341,1,solver_final_merge
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,9,1432.56,2.30509,2.4434,0.0566062,1,solver_final_merge
official__high_imbalance_seed3201__tailored_controlling_scheduler_static__1800s,10,1770.27,2.3134,2.4434,0.053207,1,solver_final_merge
