interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,gini_spread_cuts_added,required_movement_lb,required_movement_cuts_added,global_handling_capacity_lb,global_handling_capacity_cuts_added,transfer_subset_capacity_cuts_added,low_gini_ratio_band_domains_tightened,direct_gini_cap_rows,tight_mccormick_rows,inventory_conservation_rows,movement_reachability_domains,visit_inventory_linking_rows,objective_estimator_cutoff_rows,penalty_lb,support_duration_pair_cuts,support_duration_triple_cuts,transfer_compatibility_cuts,receiver_source_cover_cuts,variable_s_centering_rows,s_range_rows,sp_product_mccormick_rows,sp_product_estimator_rows,oracle_strengthening_families_enabled,json_path,lp_path,log_path
0,0,0.150176109171,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,"time limit exceeded, no integer solution",false,false,true,0.494096215169,0,30.2899756,0,root,30,total,original_compact_objective_bound,true,original_fixed_interval,true,0.106608211516,0.494096215169,false,190,29,2,3480,1,0,11,1,440,2,10,40,1,2,570,3420,60,0,1,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_0.json,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_0.lp,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_0.cplex.log
1,0.150176109171,0.300352218343,interval_unresolved_timeout,interval_exact_cutoff_mip_timeout,"time limit exceeded, no integer solution",false,false,true,0.519560876512,0,30.1398581,0,root,30,total,original_compact_objective_bound,true,original_fixed_interval,true,0.0811435501733,0.519560876512,false,190,34,2,4080,1,0,11,1,440,2,10,40,1,2,570,3420,60,0,1,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_1.json,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_1.lp,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_1.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.1510994,0,root,30,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,16,1,1920,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,1,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.1486981,0,root,60,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,16,1,1920,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,1,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.1450808,0,root,120,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,16,1,1920,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,1,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.1470732,0,root,165.3909164,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,16,1,1920,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,1,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.1517691,0,root,165.2379311,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,16,1,1920,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,1,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.1474855,0,root,165.0810456,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,16,1,1920,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,1,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.1446694,0,root,164.9278796,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,16,1,1920,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,1,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.cplex.log
3,0.450528327514,0.600704436685,interval_unresolved,interval_exact_cutoff_mip_unresolved,optimal,false,false,false,0,0,0.1449609,0,root,164.7781033,total,original_compact_objective_bound,false,original_fixed_interval,false,0,0,false,190,16,1,1920,1,0,10,1,440,2,10,40,1,0,570,3420,60,0,1,0,4,1,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|variable_s_low_gini_centering|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|sp_product_objective_estimator_paper_safe|penalty_lower_bound_closure,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.json,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.lp,E:\codes\ExactEBRP\results\gf_tailored_bc_controlling_leaf_scheduler_round\raw\diagnostic__tight_T_seed3102__tailored_controlling_checkpoint_merge_disabled_static__300s_auto_oracle\interval_3.cplex.log
