run_id,event_sequence,elapsed_wall_seconds,remaining_wall_seconds,cutoff,global_lb_before,global_lb_after,controlling_set,selected_leaf_id,gamma_L,gamma_U,leaf_bound_before,leaf_bound_after,competing_minimum_bound,action_type,tie_round,selection_position,attempt_number,requested_quantum,effective_native_time_limit,actual_solver_time,solver_status,solver_final_best_bound,checkpoint_best_bound,checkpoint_acceptance_status,checkpoint_rejection_reason,leaf_status_after,model_fingerprint,parent_id,child_ids,finalization_source,native_time_limit_param_id,native_time_limit_set_rc
diagnostic__moderate_seed3301__tailored_controlling_checkpoint_merge_disabled_static__300s,0,51.6695,248.33,0.0491526,0,0.0122881,0,0,0,0.0122881,0,0.0491526,0,exact_solve,0,0,0,30,30,1.93467,integer infeasible,1e+75,0,not_seen,not_seen,fathomed,6f76345b2512aea7,root,none,cplex_solver_final,1039,0
diagnostic__moderate_seed3301__tailored_controlling_checkpoint_merge_disabled_static__300s,1,81.8192,218.181,0.0491526,0.0122881,0.0245763,1,1,0.0122881,0.0245763,0.0122881,0.0449673,0.0122881,exact_solve,0,0,0,30,30,30.1412,"time limit exceeded, no integer solution",0.0449673,0,not_seen,not_seen,open,b3b400df77a2aeb3,root,none,cplex_time_limit_with_valid_best_bound,1039,0
diagnostic__moderate_seed3301__tailored_controlling_checkpoint_merge_disabled_static__300s,2,111.995,188.005,0.0491526,0.0245763,0.0368644,2,2,0.0245763,0.0368644,0.0245763,0.0482943,0.0245763,exact_solve,0,0,0,30,30,30.171,"time limit exceeded, no integer solution",0.0482943,0,not_seen,not_seen,open,0981ff597531c88d,root,none,cplex_time_limit_with_valid_best_bound,1039,0
diagnostic__moderate_seed3301__tailored_controlling_checkpoint_merge_disabled_static__300s,3,112.489,187.511,0.0491526,0.0368644,0.0449673,3,3,0.0368644,0.0491526,0.0368644,0.0491526,0.0368644,exact_solve,0,0,0,30,30,0.488621,integer infeasible,1e+75,0,not_seen,not_seen,fathomed,73c3b53dd6db45e5,root,none,cplex_solver_final,1039,0
diagnostic__moderate_seed3301__tailored_controlling_checkpoint_merge_disabled_static__300s,4,172.714,127.286,0.0491526,0.0449673,0.0449673,1,1,0.0122881,0.0245763,0.0449673,0.0449673,0.0449673,exact_solve,0,0,1,60,60,60.2191,"time limit exceeded, no integer solution",0.0449673,0,not_seen,not_seen,open,b3b400df77a2aeb3,root,none,cplex_time_limit_with_valid_best_bound,1039,0
diagnostic__moderate_seed3301__tailored_controlling_checkpoint_merge_disabled_static__300s,5,292.826,7.17429,0.0491526,0.0449673,0.0457304,1,1,0.0122881,0.0245763,0.0449673,0.0457304,0.0449673,exact_solve,1,0,2,120,120,120.107,"time limit exceeded, no integer solution",0.0457304,0,not_seen,not_seen,open,b3b400df77a2aeb3,root,none,cplex_time_limit_with_valid_best_bound,1039,0
diagnostic__moderate_seed3301__tailored_controlling_checkpoint_merge_disabled_static__300s,6,294.154,5.84606,0.0491526,0.0457304,0.0457304,1,1,0.0122881,0.0245763,0.0457304,0.0457304,0.0457304,exact_solve,0,0,3,240,1.17427,1.32323,"time limit exceeded, no integer solution",0.0420967,0,not_seen,not_seen,open,b3b400df77a2aeb3,root,none,cplex_time_limit_with_valid_best_bound,1039,0
