run_id,event_sequence,elapsed_wall_seconds,global_LB,verified_UB,gap,controlling_set,event_source
diagnostic__high_imbalance_seed3201__tailored_controlling_checkpoint_merge_disabled_static__300s,0,80.292,1.74211,2.4434,0.287016,2,solver_final_merge
diagnostic__high_imbalance_seed3201__tailored_controlling_checkpoint_merge_disabled_static__300s,1,110.565,1.97961,2.4434,0.189815,3,solver_final_merge
diagnostic__high_imbalance_seed3201__tailored_controlling_checkpoint_merge_disabled_static__300s,2,111.278,2.29462,2.4434,0.0608927,2,solver_final_merge
diagnostic__high_imbalance_seed3201__tailored_controlling_checkpoint_merge_disabled_static__300s,3,171.449,2.29462,2.4434,0.0608926,2,solver_final_merge
diagnostic__high_imbalance_seed3201__tailored_controlling_checkpoint_merge_disabled_static__300s,4,291.757,2.29462,2.4434,0.0608926,2,solver_final_merge
diagnostic__high_imbalance_seed3201__tailored_controlling_checkpoint_merge_disabled_static__300s,5,294.295,2.29462,2.4434,0.0608926,2,solver_final_merge
