generation,best_fitness,strict_improvement
0,-0.88407538749935188,true
1,-0.87232692248988697,true
2,-0.86130296983618582,true
3,-0.73275536928634144,true
4,-0.73275536928634144,false
5,-0.73275536928634144,false
6,-0.62480155362637457,true
7,-0.62480155362637457,false
8,-0.62480155362637457,false
9,-0.62480155362637457,false
10,-0.62480155362637457,false
11,-0.62480155362637457,false
12,-0.62480155362637457,false
13,-0.62480155362637457,false
14,-0.62480155362637457,false
15,-0.62480155362637457,false
16,-0.62480155362637457,false
17,-0.61749217812342305,true
18,-0.61749217812342305,false
19,-0.61749217812342305,false
20,-0.61749217812342305,false
21,-0.61749217812342305,false
22,-0.61749217812342305,false
23,-0.61749217812342305,false
24,-0.60026955928410275,true
25,-0.60026955928410275,false
26,-0.60026955928410275,false
27,-0.60026955928410275,false
28,-0.60026955928410275,false
29,-0.60026955928410275,false
30,-0.60026955928410275,false
31,-0.60026955928410275,false
32,-0.60026955928410275,false
33,-0.60026955928410275,false
34,-0.60026955928410275,false
35,-0.60026955928410275,false
36,-0.60026955928410275,false
37,-0.60026955928410275,false
38,-0.60026955928410275,false
39,-0.60026955928410275,false
40,-0.60026955928410275,false
41,-0.60026955928410275,false
42,-0.60026955928410275,false
43,-0.60026955928410275,false
44,-0.60026955928410275,false
45,-0.60026955928410275,false
46,-0.60026955928410275,false
47,-0.60026955928410275,false
48,-0.60026955928410275,false
49,-0.60026955928410275,false
50,-0.60026955928410275,false
51,-0.60026955928410275,false
52,-0.60026955928410275,false
53,-0.60026955928410275,false
54,-0.60026955928410275,false
55,-0.60026955928410275,false
56,-0.60026955928410275,false
57,-0.60026955928410275,false
58,-0.60026955928410275,false
59,-0.60026955928410275,false
60,-0.60026955928410275,false
61,-0.60026955928410275,false
62,-0.60026955928410275,false
63,-0.60026955928410275,false
64,-0.60026955928410275,false
65,-0.60026955928410275,false
66,-0.60026955928410275,false
67,-0.60026955928410275,false
68,-0.60026955928410275,false
69,-0.60026955928410275,false
70,-0.60026955928410275,false
71,-0.60026955928410275,false
72,-0.60026955928410275,false
73,-0.60026955928410275,false
74,-0.60026955928410275,false
75,-0.60026955928410275,false
76,-0.60026955928410275,false
77,-0.60026955928410275,false
78,-0.60026955928410275,false
79,-0.60026955928410275,false
80,-0.60026955928410275,false
81,-0.60026955928410275,false
82,-0.60026955928410275,false
83,-0.60026955928410275,false
84,-0.60026955928410275,false
85,-0.60026955928410275,false
86,-0.60026955928410275,false
87,-0.60026955928410275,false
88,-0.60026955928410275,false
89,-0.60026955928410275,false
90,-0.60026955928410275,false
91,-0.60026955928410275,false
92,-0.60026955928410275,false
93,-0.60026955928410275,false
94,-0.60026955928410275,false
95,-0.60026955928410275,false
96,-0.60026955928410275,false
97,-0.60026955928410275,false
98,-0.60026955928410275,false
99,-0.60026955928410275,false
100,-0.60026955928410275,false
101,-0.60026955928410275,false
102,-0.60026955928410275,false
103,-0.60026955928410275,false
104,-0.60026955928410275,false
105,-0.60026955928410275,false
106,-0.60026955928410275,false
107,-0.60026955928410275,false
108,-0.60026955928410275,false
109,-0.60026955928410275,false
110,-0.60026955928410275,false
111,-0.60026955928410275,false
112,-0.60026955928410275,false
113,-0.60026955928410275,false
114,-0.60026955928410275,false
115,-0.60026955928410275,false
116,-0.60026955928410275,false
117,-0.60026955928410275,false
118,-0.60026955928410275,false
119,-0.60026955928410275,false
