parent_id,eligible,decision_valid,split,child_infeasibility_trigger,strict_bound_trigger,normalized_disjunction_gain,parent_native_bound_target,target_phase_required,reason,b_plus,eta_proof,eta_anchor,normalization_source,normalization_upper_bound
L0,true,1,0,0,0,0.13670233390279926,0.024872307366954508,1,"adaptive_mass_score_below_tau_native_target",0.024872307366954508,0.13670233390279926,0.13670233390279926,"proof",0.049468682614419446
L0,true,1,0,0,0,0,,0,"adaptive_mass_no_strict_child_improvement",0.024872307366954508,0,0,"proof",0.049468682614419446
