instance,strict_certificate,certificate_class,rejection_reason,root_coverage,parent_child_coverage,all_leaves_closed,all_bounds_valid,leaf_bounds_monotone,global_bound_monotone,lifecycle_complete,feasibility_consistency,lower_bound,verified_upper_bound,gap,false_certificate
"round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt",0,"certificate_rejected","relevant_leaf_open",1,1,0,1,1,1,1,1,0.042245796401840119,0.045001550055628357,0.061236860738835275,0
