run_id,instance,decision_sequence,interval_id,parent_id,depth,gamma_L,gamma_U,B_p,B_L,B_R,U,g_L,g_R,eta,mu,S_AM,eligible_variable_count,excluded_gini_variable_count,invalid_variable_count,per_family_eligible_counts,phi_L,phi_R,left_min_contraction,left_mean_contraction,left_max_contraction,right_min_contraction,right_mean_contraction,right_max_contraction,fixed_left_count,fixed_right_count,gtilde_L,gtilde_R,eta_hat,S_AMF,tau,score_margin,AM_action,AMF_action,rescue_activated,selected_native_target,deterministic_reason,profile_valid,fallback_reason,decision_hash
"stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AMF","round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt",1,"L0","",0,0,0.049468682614419446,0.020977495607439198,0.024872307366954508,0.037649503710854168,0.049468682614419446,0.13670233390279926,0.58516368936578111,0.13670233390279926,0.3609330116342902,0.049340385072973669,311,1,0,"absolute_deviation=12;drop_movement=36;final_inventory=12;gini_inventory_product=68;inventory_bit=68;pairwise_ratio_difference=66;pickup_movement=36;ratio_penalty_product=1;station_ratio=12",0.10932475884244373,0.017903497528738016,0,0.10932475884244373,0.5,0,0.017903497528738016,0.59999999999999998,0,0,0.18573026343894519,0.58516368936578111,0.18573026343894519,0.067036183334648586,0.079149999999999998,-0.012113816665351412,"native-target","native-target",0,0.024872307366954508,"amf_score_below_tau_preserve_am_lifecycle",1,"none","17e13b9759301326"
"stage3_300s__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__K1-AMF","round39_small_medium_V12_M3_Q30_slot08_seed1343324363.txt",2,"L0","",0,0,0.049468682614419446,0.031780276066358887,0.024872307366954508,0.037649503710854168,0.049468682614419446,0,0.33181211821133832,0,0.16590605910566916,0,311,1,0,"absolute_deviation=12;drop_movement=36;final_inventory=12;gini_inventory_product=68;inventory_bit=68;pairwise_ratio_difference=66;pickup_movement=36;ratio_penalty_product=1;station_ratio=12",0.10932475884244373,0.017903497528738016,0,0.10932475884244373,0.5,0,0.017903497528738016,0.59999999999999998,0,0,0.036275279804454996,0.33181211821133832,0.036275279804454996,0.0060182887153125975,0.079149999999999998,-0.073131711284687401,"exact-close","exact-close",0,,"amf_score_below_tau_preserve_am_lifecycle",1,"none","95c0d1af3a1e77ef"
