snapshot_id,snapshot_source,V,variable_count,unknown_unparsed_count,unknown_unparsed_fraction,family_counts,S,P,H,G,W_SP,W_GS,sum_i_w_i_T_SP_i,reconstructed_S_times_P,reconstructed_H_over_VS,G_gap,SP_gap,root_LP_objective,top_fractional_z,top_fractional_x,top_fractional_p,top_fractional_d,top_r_i,top_Y_i,top_e_i,top_h_i_j,top_T_SP_i,top_q_i,top_route_support_station_sets_by_vehicle,route_fractionality_score,z_fractionality_score,x_fractionality_score,fractional_z_count,fractional_x_count,W_GS_gap,SP_gap_disaggregated,SP_gap_aggregate,GSH_gap,objective_estimator_slack,result_package,fresh_run,source_round,instance,budget_seconds,child_json_path
interval_13:first_relaxation_callback,first_relaxation_callback,,504,0,0.0,G=1;McCormick auxiliary variables=85;W_SP=1;Y_i=12;bit variables=73;d_k_i=12;e_i=12;h_i_j=66;load variables=12;objective-estimator auxiliary variables=14;p_k_i=12;r_i=12;service/mode variables=24;x_k_i_j=156;z_k_i=12,16.832154210852572,0.6344228285123769,41.88349362911872,0.234412882731,2.7387671281299872,not_available,not_available,10.678702884405602,0.12441513161195446,-0.10999775111904554,7.939935756275615,,z_0_10:0.528891|z_0_12:0.643232|z_0_5:0.30681|z_0_1:0.271565|z_0_7:0.196144|z_0_2:0.157895|z_0_9:0.114341|z_0_4:0.0912281,x_0_12_10:0.528891|x_0_10_12:0.528891|x_0_1_5:0.271565|x_0_5_1:0.271565|x_0_7_0:0.196144|x_0_0_7:0.196144|x_0_12_9:0.114341|x_0_9_12:0.114341,p_0_10:0.528891|p_0_9:3.43022|p_0_7:5.68818|p_0_5:9.20431|p_0_1:8.14696|p_0_3:0.0352449,d_0_12:19.297|d_0_4:2.73684,r_7:1.94265|r_5:1.94265|r_1:1.94265|r_10:1.71694|r_9:1.28566|r_3:1.16015|r_8:1.12903|r_6:1,Y_2:59|Y_5:40.7957|Y_12:39.297|Y_1:38.853|Y_9:38.5698|Y_3:35.9648|Y_8:35|Y_10:27.4711,e_7:0.942652|e_5:0.942652|e_1:0.942652|e_10:0.716944|e_4:0.570175|e_11:0.533333|e_9:0.285659|e_3:0.160153,h_4_7:1.51283|h_4_5:1.51283|h_1_4:1.51283|h_7_11:1.47599|h_5_11:1.47599|h_1_11:1.47599|h_4_10:1.28712|h_10_11:1.25028,,,"k0:z_0_12=0.64323,z_0_10=0.52889,z_0_5=0.30681,z_0_1=0.27157,z_0_7=0.19614,z_0_2=0.15789",4.560368434355229,2.067771466481997,2.4925969678732316,10,14,not_available,not_available,7.939935756275615,-0.10999775111904554,not_available,results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,V12_M1,1200,results/gf_tailored_bc_route_profile_full_frontier_round/raw/V12_M1_tailored_1200s_auto_oracle/interval_13.json
interval_14:first_relaxation_callback,first_relaxation_callback,,2138,0,0.0,G=1;McCormick auxiliary variables=132;W_SP=1;Y_i=20;bit variables=112;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,53.2159386459664,11.92224636470728,432.2755047458474,0.4853670634920635,424.12625943724726,not_available,not_available,634.4535310663587,0.40615228796552716,-0.07921477552653633,210.3272716291114,,z_1_19:0.5|z_1_1:0.5|z_2_5:0.44361|z_2_2:0.44361|z_0_7:0.576923|z_0_16:0.576923|z_2_16:0.423077|z_2_7:0.423077,x_1_1_19:0.5|x_1_19_1:0.5|x_2_5_2:0.44361|x_2_2_5:0.44361|x_0_16_7:0.576923|x_0_7_16:0.576923|x_2_16_7:0.423077|x_2_7_16:0.423077,p_2_5:11.5339|p_2_2:6.46342|p_1_5:2.58562|p_0_2:4.41127|p_1_2:1.59115|p_1_20:0.671359|p_2_20:0.328641|p_1_17:1.72574,d_1_1:0.5|d_2_19:8.356|d_0_19:1.644|d_0_10:0.714286|d_2_1:0.278533|d_2_16:9.73077|d_0_16:13.2692|d_0_18:0.819513,r_14:9|r_4:4.88889|r_20:4|r_8:3.87904|r_17:3.87904|r_6:3.21429|r_3:2.71429|r_11:2.66667,Y_6:45|Y_4:44|Y_20:40|Y_11:32|Y_19:25|Y_7:24|Y_8:23.2743|Y_17:23.2743,e_14:8|e_4:3.88889|e_20:3|e_8:2.87904|e_17:2.87904|e_6:2.21429|e_3:1.71429|e_11:1.66667,h_14_18:8.79073|h_9_14:8.76923|h_14_15:8.74286|h_12_14:8.74286|h_10_14:8.6038|h_14_19:8.03846|h_7_14:8|h_14_16:8,,,"k0:z_0_13=0.71429,z_0_10=0.71429,z_0_7=0.57692,z_0_16=0.57692,z_0_5=0.2757,z_0_2=0.2757|k1:z_1_20=0.67136,z_1_14=0.67136,z_1_19=0.5,z_1_1=0.5,z_1_18=0.23078,z_1_12=0.23078|k2:z_2_5=0.44361,z_2_2=0.44361,z_2_16=0.42308,z_2_7=0.42308,z_2_20=0.32864,z_2_14=0.32864",16.012174015654907,8.006087007827107,8.006087007827794,30,30,not_available,not_available,210.3272716291114,-0.07921477552653633,not_available,results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,14400,results/gf_tailored_bc_route_profile_full_frontier_round/raw/high_imbalance_seed3201_tailored_14400s_auto_oracle/interval_14.json
interval_15:first_relaxation_callback,first_relaxation_callback,,2642,0,0.0,G=2;McCormick auxiliary variables=217;W_SP=2;Y_i=32;bit variables=185;d_k_i=72;e_i=32;h_i_j=256;load variables=72;objective-estimator auxiliary variables=36;p_k_i=72;r_i=32;service/mode variables=144;x_k_i_j=1416;z_k_i=72,36.96949112564004,12.531427605891967,356.47513272254093,0.217669105393,2.886301401940943,not_available,not_available,463.2805016676237,0.4821206917767243,0.2644515863837243,460.39420026568274,,z_1_19:0.496039|z_1_20:0.505358|z_1_14:0.505358|z_0_20:0.494642|z_0_14:0.494642|z_0_10:0.486162|z_1_10:0.482454|z_2_5:0.522582,x_1_20_14:0.505358|x_1_14_20:0.505358|x_0_20_14:0.494642|x_0_14_20:0.494642|x_0_12_10:0.486162|x_0_10_12:0.486162|x_2_5_2:0.522582|x_2_2_5:0.522582,p_1_20:0.505358|p_0_20:0.494642|p_0_10:0.486162|p_0_7:6.46553|p_1_13:17.4478|p_0_1:9.44255|p_0_5:10.5647|p_2_5:13.5871,d_0_19:1.52561|d_1_10:14.4736|d_0_18:4.63745|d_0_12:4.63745|d_2_16:13.2692|d_0_16:9.73077|d_0_11:1.19608|d_0_4:4.83529,r_14:9|r_4:4.88889|r_20:4|r_8:3.9923|r_17:3.9923|r_6:3.21429|r_3:2.71429|r_11:2.66667,Y_2:59|Y_6:45|Y_4:44|Y_9:42|Y_20:40|Y_5:39.4353|Y_1:37.5575|Y_12:35.9649,e_14:8|e_4:3.88889|e_20:3|e_8:2.9923|e_17:2.9923|e_6:2.21429|e_3:1.71429|e_11:1.66667,h_14_18:8.87466|h_12_14:8.83419|h_9_14:8.76923|h_14_15:8.74286|h_14_19:8.21755|h_10_14:8.21755|h_5_14:8|h_2_14:8,,,"k0:z_0_12=0.53216,z_0_20=0.49464,z_0_14=0.49464,z_0_10=0.48616,z_0_7=0.42308,z_0_16=0.42308|k1:z_1_13=0.69791,z_1_20=0.50536,z_1_14=0.50536,z_1_19=0.49604,z_1_10=0.48245|k2:z_2_7=0.57692,z_2_16=0.57692,z_2_5=0.52258,z_2_2=0.52258,z_2_19=0.13123,z_2_13=0.13123",20.143990449590053,9.765418063000617,10.37857238658943,33,42,not_available,not_available,460.39420026568274,0.2644515863837243,not_available,results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,V12_M1,1200,results/gf_tailored_bc_route_profile_full_frontier_round/raw/V12_M1_tailored_1200s_auto_oracle/interval_15.json
interval_18:first_relaxation_callback,first_relaxation_callback,,504,0,0.0,G=1;McCormick auxiliary variables=85;W_SP=1;Y_i=12;bit variables=73;d_k_i=12;e_i=12;h_i_j=66;load variables=12;objective-estimator auxiliary variables=14;p_k_i=12;r_i=12;service/mode variables=24;x_k_i_j=156;z_k_i=12,16.7484359417996,0.6594156816956966,39.83218382941083,0.223250364505,2.8331049558348766,not_available,not_available,11.04418130389849,0.1189131449880654,-0.10433721951693459,8.211076348063614,,z_0_10:0.573402|z_0_12:0.589002|z_0_5:0.350557|z_0_1:0.313229|z_0_7:0.222004|z_0_2:0.157895|z_0_4:0.129557|z_0_6:0.0666667,x_0_12_10:0.573402|x_0_10_12:0.573402|x_0_5_1:0.313229|x_0_1_5:0.313229|x_0_7_0:0.183675|x_0_0_7:0.183675|x_0_4_2:0.0912281|x_0_2_4:0.0912281,p_0_5:10.5167|p_0_7:6.43811|p_0_10:0.573402|p_0_1:9.39686|p_0_3:0.0373281,d_0_11:0.405602|d_0_12:17.6701|d_0_4:3.88672,r_7:1.88016|r_5:1.88016|r_1:1.88016|r_10:1.71416|r_9:1.4|r_3:1.16009|r_8:1.12903|r_6:1,Y_2:59|Y_9:42|Y_5:39.4833|Y_12:37.6701|Y_1:37.6031|Y_3:35.9627|Y_8:35|Y_10:27.4266,e_7:0.880157|e_5:0.880157|e_1:0.880157|e_10:0.714162|e_4:0.506293|e_11:0.506293|e_9:0.4|e_12:0.162887,h_7_11:1.38645|h_5_11:1.38645|h_4_7:1.38645|h_4_5:1.38645|h_1_4:1.38645|h_1_11:1.38645|h_4_10:1.22046|h_10_11:1.22046,,,"k0:z_0_12=0.589,z_0_10=0.5734,z_0_5=0.35056,z_0_1=0.31323,z_0_7=0.222,z_0_2=0.15789",4.47573719063977,2.1304312224734145,2.345305968166356,10,16,not_available,not_available,8.211076348063614,-0.10433721951693459,not_available,results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,V12_M1,1200,results/gf_tailored_bc_route_profile_full_frontier_round/raw/V12_M1_tailored_1200s_auto_oracle/interval_18.json
interval_1:first_relaxation_callback,first_relaxation_callback,,2134,0,0.0,G=1;McCormick auxiliary variables=130;W_SP=1;Y_i=20;bit variables=110;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,18.08761834962883,0.5091911670952552,27.420522554443753,0.05995303103925942,0.3113261211861772,not_available,not_available,9.210055497421058,0.07579915173023993,0.015846120690980514,8.898729376234881,,z_0_12:0.525208|z_0_19:0.533086|z_0_5:0.461538|z_0_10:0.460521|z_1_7:0.428316|z_1_19:0.356167|z_2_14:0.652598|z_2_11:0.652598,x_0_19_10:0.460521|x_0_10_19:0.460521|x_2_14_11:0.652598|x_2_11_14:0.652598|x_1_14_11:0.347402|x_1_11_14:0.347402|x_2_9_6:0.327833|x_2_6_9:0.327833,p_2_19:1.43972|p_1_14:3.57794|p_2_14:10.4221|p_1_19:4.63017|p_1_11:0.347402|p_2_11:7.6526|p_1_10:3.65813|p_2_10:3.32242,d_0_12:10.5042|d_2_16:5.5515|d_1_16:17.4485|d_2_18:4.60126|d_1_8:0.616902|d_2_20:5.34369|d_2_2:5.34369|d_0_18:3.76748,r_5:1|r_19:1|r_17:1|r_16:1|r_14:1|r_11:1|r_4:0.973869|r_9:0.827083,Y_16:24|Y_20:23.1583|Y_1:23|Y_12:21.5042|Y_7:19.0229|Y_13:19.0229|Y_9:18.1958|Y_2:18.1958,e_10:0.681131|e_1:0.30303|e_9:0.172917|e_8:0.172917|e_7:0.172917|e_6:0.172917|e_3:0.172917|e_20:0.172917,h_10_19:0.681131|h_10_14:0.681131|h_5_10:0.681131|h_10_17:0.681131|h_10_16:0.681131|h_10_11:0.681131|h_4_10:0.654999|h_9_10:0.508213,,,"k0:z_0_19=0.53309,z_0_12=0.52521,z_0_5=0.46154,z_0_10=0.46052,z_0_3=0.3159,z_0_8=0.29967|k1:z_1_4=0.69794,z_1_16=0.69794,z_1_7=0.42832,z_1_19=0.35617,z_1_14=0.3474,z_1_11=0.3474|k2:z_2_14=0.6526,z_2_11=0.6526,z_2_9=0.32783,z_2_6=0.32783,z_2_18=0.25563,z_2_15=0.25563",18.042944880825505,8.963178836586234,9.079766044239275,33,39,not_available,not_available,8.898729376234881,0.015846120690980514,not_available,results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,moderate_seed3302,14400,results/gf_tailored_bc_route_profile_full_frontier_round/raw/moderate_seed3302_tailored_14400s_auto_oracle/interval_1.json
interval_21:first_candidate_callback,first_candidate_callback,,504,0,0.0,G=1;McCormick auxiliary variables=85;W_SP=1;Y_i=12;bit variables=73;d_k_i=12;e_i=12;h_i_j=66;load variables=12;objective-estimator auxiliary variables=14;p_k_i=12;r_i=12;service/mode variables=24;x_k_i_j=156;z_k_i=12,19.766483844392628,0.9304802882568511,39.8394715430812,0.21762853996915618,3.874521477302797,not_available,not_available,18.392323585354845,0.10077531202997163,-0.11685322793918455,14.517802108052049,,,,,,r_5:2.38095|r_1:2.35|r_9:1.4|r_10:1.3125|r_7:1.25|r_3:1.16129|r_8:1.12903|r_6:1,Y_2:56|Y_5:50|Y_1:47|Y_9:42|Y_3:36|Y_8:35|Y_10:21|Y_12:20,e_5:1.38095|e_1:1.35|e_12:0.555556|e_9:0.4|e_10:0.3125|e_7:0.25|e_3:0.16129|e_8:0.129032,h_5_12:1.93651|h_1_12:1.90556|h_5_11:1.44762|h_4_5:1.43651|h_2_5:1.4318|h_1_11:1.41667|h_1_4:1.40556|h_1_2:1.40085,,,"k0:z_0_7=1,z_0_6=1,z_0_4=1,z_0_11=1,z_0_10=1",0.0,0.0,0.0,0,0,not_available,not_available,14.517802108052049,-0.11685322793918455,not_available,results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,V12_M1,1200,results/gf_tailored_bc_route_profile_full_frontier_round/raw/V12_M1_tailored_1200s_auto_oracle/interval_21.json
interval_21:first_relaxation_callback,first_relaxation_callback,,504,0,0.0,G=1;McCormick auxiliary variables=85;W_SP=1;Y_i=12;bit variables=73;d_k_i=12;e_i=12;h_i_j=66;load variables=12;objective-estimator auxiliary variables=14;p_k_i=12;r_i=12;service/mode variables=24;x_k_i_j=156;z_k_i=12,16.844374541618436,0.6796887775140662,38.59471437986691,0.214878475836,2.9130773957768694,not_available,not_available,11.448932340181694,0.11456262232981274,-0.10031585350618727,8.535854944404825,,z_0_12:0.503556|z_0_10:0.44225|z_0_5:0.352961|z_0_1:0.315518|z_0_7:0.223425|z_0_4:0.177092|z_0_2:0.157895|z_0_6:0.0666667,x_0_12_10:0.44225|x_0_10_12:0.44225|x_0_5_1:0.315518|x_0_1_5:0.315518|x_0_7_0:0.137562|x_0_0_7:0.137562|x_0_4_2:0.0912281|x_0_2_4:0.0912281,p_0_7:6.47933|p_0_1:9.46554|p_0_10:0.44225|p_0_5:10.5888|p_0_3:0.0374426,d_0_11:1.59396|d_0_4:5.31275|d_0_12:15.1067,r_7:1.87672|r_5:1.87672|r_1:1.87672|r_10:1.72236|r_9:1.4|r_3:1.16008|r_8:1.12903|r_6:1,Y_2:59|Y_9:42|Y_5:39.4112|Y_1:37.5345|Y_3:35.9626|Y_12:35.1067|Y_8:35|Y_10:27.5577,e_7:0.876723|e_5:0.876723|e_1:0.876723|e_10:0.722359|e_4:0.42707|e_11:0.42707|e_9:0.4|e_12:0.219852,h_7_11:1.30379|h_5_11:1.30379|h_4_7:1.30379|h_4_5:1.30379|h_1_4:1.30379|h_1_11:1.30379|h_4_10:1.14943|h_10_11:1.14943,,,"k0:z_0_12=0.50356,z_0_10=0.44225,z_0_5=0.35296,z_0_1=0.31552,z_0_7=0.22343,z_0_4=0.17709",4.80667265521402,2.3309994901827324,2.4756731650312878,10,16,not_available,not_available,8.535854944404825,-0.10031585350618727,not_available,results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,V12_M1,1200,results/gf_tailored_bc_route_profile_full_frontier_round/raw/V12_M1_tailored_1200s_auto_oracle/interval_21.json
interval_2:first_relaxation_callback,first_relaxation_callback,,504,0,0.0,G=1;McCormick auxiliary variables=85;W_SP=1;Y_i=12;bit variables=73;d_k_i=12;e_i=12;h_i_j=66;load variables=12;objective-estimator auxiliary variables=14;p_k_i=12;r_i=12;service/mode variables=24;x_k_i_j=156;z_k_i=12,16.990350909779217,0.7105355159960697,36.71182994862163,0.1882575600220487,3.0347602883533016,not_available,not_available,12.072247750634268,0.10803729170623318,-0.08022026831581551,9.037487462280968,,z_0_12:0.373544|z_0_5:0.356619|z_0_1:0.319002|z_0_4:0.249418|z_0_10:0.242694|z_0_7:0.225587|z_0_2:0.157895|z_0_11:0.13085,x_0_5_1:0.319002|x_0_1_5:0.319002|x_0_12_10:0.242694|x_0_10_12:0.242694|x_0_7_4:0.15819|x_0_4_7:0.15819|x_0_12_11:0.13085|x_0_11_12:0.13085,p_0_7:6.54203|p_0_1:9.57006|p_0_5:10.6986|p_0_10:0.242694|p_0_3:0.0376168,d_0_4:7.48253|d_0_11:3.40211|d_0_12:11.2063,r_7:1.8715|r_1:1.8715|r_5:1.8715|r_10:1.73483|r_9:1.4|r_3:1.16008|r_8:1.12903|r_6:1,Y_2:59|Y_9:42|Y_5:39.3014|Y_1:37.4299|Y_3:35.9624|Y_8:35|Y_12:31.2063|Y_10:27.7573,e_7:0.871497|e_1:0.871497|e_5:0.871497|e_10:0.734832|e_9:0.4|e_12:0.306526|e_4:0.306526|e_11:0.306526,h_7_12:1.17802|h_7_11:1.17802|h_4_7:1.17802|h_5_12:1.17802|h_1_4:1.17802|h_1_12:1.17802|h_1_11:1.17802|h_5_11:1.17802,,,"k0:z_0_12=0.37354,z_0_5=0.35662,z_0_1=0.319,z_0_4=0.24942,z_0_10=0.24269,z_0_7=0.22559",4.387182151349678,2.159892174282641,2.227289977067036,10,16,not_available,not_available,9.037487462280968,-0.08022026831581551,not_available,results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,V12_M1,60,results/gf_tailored_bc_route_profile_full_frontier_round/raw/V12_M1_tailored_60s_auto_oracle/interval_2.json
interval_6:first_relaxation_callback,first_relaxation_callback,,2132,0,0.0,G=1;McCormick auxiliary variables=129;W_SP=1;Y_i=20;bit variables=109;d_k_i=60;e_i=20;h_i_j=190;load variables=60;objective-estimator auxiliary variables=22;p_k_i=60;r_i=20;service/mode variables=120;x_k_i_j=1260;z_k_i=60,34.325763572464005,7.279383134863599,306.8458844027079,0.48840725806451607,153.45502129869155,not_available,not_available,249.87038444070976,0.4469614838355096,-0.04144577422900647,96.41536314201821,,z_0_16:0.485628|z_0_10:0.485628|z_2_4:0.556388|z_2_1:0.556388|z_0_4:0.443612|z_0_1:0.443612|z_2_19:0.384656|z_2_13:0.384656,x_0_16_10:0.485628|x_0_10_16:0.485628|x_2_4_1:0.556388|x_2_1_4:0.556388|x_0_4_1:0.443612|x_0_1_4:0.443612|x_2_19_13:0.384656|x_2_13_19:0.384656,p_2_11:3.5|p_0_16:0.485628|p_2_19:11.5397|p_2_13:3.55086|p_2_1:10.6916|p_0_1:13.3084|p_1_16:0.247706|p_1_19:9.24735,d_1_7:6.43243|d_2_4:10.5714|d_0_4:8.42863|d_0_15:1.30854|d_0_20:2.29624|d_1_10:3.71558|d_0_10:7.28442|d_0_5:3.28034,r_16:4.14074|r_8:3.8|r_11:3.5|r_1:3.5|r_9:3.33333|r_13:3.05266|r_19:2.33333|r_4:1,Y_8:38|Y_16:37.2667|Y_11:24.5|Y_13:24.4213|Y_9:20|Y_4:20|Y_12:20|Y_10:16,e_16:3.14074|e_8:2.8|e_11:2.5|e_1:2.5|e_9:2.33333|e_13:2.05266|e_19:1.33333|e_5:0.850468,h_5_16:3.99121|h_3_16:3.95596|h_7_16:3.95155|h_6_16:3.95155|h_16_17:3.8836|h_2_16:3.81157|h_14_16:3.81157|h_16_20:3.72235,,,"k0:z_0_16=0.48563,z_0_10=0.48563,z_0_4=0.44361,z_0_1=0.44361,z_0_19=0.3071,z_0_13=0.3071|k1:z_1_18=0.73171,z_1_3=0.73171,z_1_15=0.33814,z_1_12=0.33814,z_1_19=0.30825,z_1_16=0.24771|k2:z_2_4=0.55639,z_2_1=0.55639,z_2_19=0.38466,z_2_13=0.38466,z_2_20=0.22596,z_2_2=0.22596",16.614726026766018,8.307363013383014,8.307363013383014,32,34,not_available,not_available,96.41536314201821,-0.04144577422900647,not_available,results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3202,300,results/gf_tailored_bc_route_profile_full_frontier_round/raw/high_imbalance_seed3202_tailored_300s_auto_oracle/interval_6.json
interval_8:first_relaxation_callback,first_relaxation_callback,,504,0,0.0,G=1;McCormick auxiliary variables=85;W_SP=1;Y_i=12;bit variables=73;d_k_i=12;e_i=12;h_i_j=66;load variables=12;objective-estimator auxiliary variables=14;p_k_i=12;r_i=12;service/mode variables=24;x_k_i_j=156;z_k_i=12,16.748435941799602,0.6594156816956972,39.832183829410845,0.223250364505,2.833104955834879,not_available,not_available,11.044181303898501,0.11891314498806543,-0.10433721951693456,8.211076348063623,,z_0_10:0.573402|z_0_12:0.589002|z_0_5:0.350557|z_0_1:0.313229|z_0_7:0.222004|z_0_2:0.157895|z_0_4:0.129557|z_0_6:0.0666667,x_0_12_10:0.573402|x_0_10_12:0.573402|x_0_1_5:0.313229|x_0_5_1:0.313229|x_0_7_0:0.183675|x_0_0_7:0.183675|x_0_4_2:0.0912281|x_0_2_4:0.0912281,p_0_5:10.5167|p_0_7:6.43811|p_0_10:0.573402|p_0_1:9.39686|p_0_3:0.0373281,d_0_11:0.405602|d_0_12:17.6701|d_0_4:3.88672,r_7:1.88016|r_5:1.88016|r_1:1.88016|r_10:1.71416|r_9:1.4|r_3:1.16009|r_8:1.12903|r_6:1,Y_2:59|Y_9:42|Y_5:39.4833|Y_12:37.6701|Y_1:37.6031|Y_3:35.9627|Y_8:35|Y_10:27.4266,e_7:0.880157|e_5:0.880157|e_1:0.880157|e_10:0.714162|e_4:0.506293|e_11:0.506293|e_9:0.4|e_12:0.162887,h_7_11:1.38645|h_5_11:1.38645|h_4_7:1.38645|h_4_5:1.38645|h_1_4:1.38645|h_1_11:1.38645|h_4_10:1.22046|h_10_11:1.22046,,,"k0:z_0_12=0.589,z_0_10=0.5734,z_0_5=0.35056,z_0_1=0.31323,z_0_7=0.222,z_0_2=0.15789",4.475737190639782,2.1304312224734168,2.345305968166367,10,16,not_available,not_available,8.211076348063623,-0.10433721951693456,not_available,results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,V12_M1,300,results/gf_tailored_bc_route_profile_full_frontier_round/raw/V12_M1_tailored_300s_auto_oracle/interval_8.json
