source,instance_name,method,status,method_scope,solves_original_objective,is_bpc,certified_original_problem,verifier_passed,gap,unresolved_intervals,invalid_bound_intervals,open_nodes,sealed_run,no_archive_scanning,no_external_known_ub,no_focus_only_certificate,sealed_run_forbidden_source_used,finalization_source,audit_passed,failure_count,failures,warnings
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\high_imbalance_seed3201_plain_14400s.json,high_imbalance_seed3201.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.131076214631,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\high_imbalance_seed3201_plain_3600s.json,high_imbalance_seed3201.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.150777070652,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\high_imbalance_seed3201_tailored_14400s.json,high_imbalance_seed3201.txt,gcap-frontier,gcap_frontier_not_closed,original_compact,True,False,False,True,0.287015734552,7,0,7,True,True,True,True,False,solver_final_noncertified_pre_auto_oracle,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\high_imbalance_seed3201_tailored_14400s_auto_oracle\interval_14.json,high_imbalance_seed3201.txt,interval-cutoff-oracle,interval_unresolved_timeout,diagnostic,False,False,False,False,0.0648949363622,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\high_imbalance_seed3201_tailored_14400s_auto_oracle\interval_15.json,high_imbalance_seed3201.txt,interval-cutoff-oracle,interval_unresolved_timeout,diagnostic,False,False,False,False,0.0674316748528,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\high_imbalance_seed3201_tailored_3600s.json,high_imbalance_seed3201.txt,gcap-frontier,wrapper_error_noncertified,,False,True,False,False,0.28701573455144314,0,0,0,False,True,True,False,False,wrapper_best_checkpoint,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\high_imbalance_seed3202_plain_1200s.json,high_imbalance_seed3202.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.345065959237,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\high_imbalance_seed3202_plain_300s.json,high_imbalance_seed3202.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.648431099063,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\high_imbalance_seed3202_tailored_1200s.json,high_imbalance_seed3202.txt,gcap-frontier,optimal,original_compact,True,False,True,True,0.0,0,0,0,True,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\high_imbalance_seed3202_tailored_300s.json,high_imbalance_seed3202.txt,gcap-frontier,gcap_frontier_not_closed,original_compact,True,False,False,True,0.391638598107,2,0,2,True,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\high_imbalance_seed3202_tailored_300s_auto_oracle\interval_6.json,high_imbalance_seed3202.txt,interval-cutoff-oracle,interval_unresolved_timeout,diagnostic,False,False,False,False,0.0861561968994,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3301_plain_14400s.json,moderate_seed3301.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.156430811249,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3301_plain_3600s.json,moderate_seed3301.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.17424587689,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3301_tailored_14400s.json,moderate_seed3301.txt,gcap-frontier,gcap_frontier_not_closed,original_compact,True,False,False,True,0.75,10,0,10,True,True,True,True,False,solver_final_noncertified_pre_auto_oracle,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3301_tailored_3600s.json,moderate_seed3301.txt,gcap-frontier,wrapper_timeout_noncertified,,False,True,False,False,0.7499999999994913,0,0,0,False,True,True,False,False,wrapper_best_checkpoint,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3302_plain_14400s.json,moderate_seed3302.txt,cplex,wrapper_error_noncertified,,False,False,False,False,1.0,0,0,0,False,True,True,False,False,wrapper_error_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3302_plain_3600s.json,moderate_seed3302.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.472114589865,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3302_tailored_14400s.json,moderate_seed3302.txt,gcap-frontier,gcap_frontier_not_closed,original_compact,True,False,False,True,0.8125,7,0,7,True,True,True,True,False,solver_final_noncertified_pre_auto_oracle,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3302_tailored_14400s_auto_oracle\interval_1.json,moderate_seed3302.txt,interval-cutoff-oracle,interval_unresolved_timeout,diagnostic,False,False,False,False,0.254114650962,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\moderate_seed3302_tailored_3600s.json,moderate_seed3302.txt,gcap-frontier,wrapper_timeout_noncertified,,False,True,False,False,0.7499999999997444,0,0,0,False,True,True,False,False,wrapper_best_checkpoint,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\preflight_certificate-basis-test.json,gcap_smoke_V4_M1.txt,certificate-basis-test,diagnostic_passed,diagnostic,False,False,False,True,1.0,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\preflight_option-consistency-test.json,gcap_smoke_V4_M1.txt,option-consistency-test,diagnostic_complete,diagnostic,False,False,False,True,1.0,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\preflight_tailored-bc-callback-smoke-test.json,gcap_smoke_V4_M1.txt,tailored-bc-callback-smoke-test,diagnostic_passed,diagnostic,False,False,False,True,1.0,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\preflight_tailored-bc-cut-validity-test.json,gcap_smoke_V4_M1.txt,tailored-bc-cut-validity-test,diagnostic_passed,diagnostic,False,False,False,True,1.0,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3101_plain_1200s.json,tight_T_seed3101.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.857432544548,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3101_plain_300s.json,tight_T_seed3101.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.886163707784,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3101_tailored_1200s.json,tight_T_seed3101.txt,gcap-frontier,optimal,original_compact,True,False,True,True,0.0,0,0,0,True,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3101_tailored_300s.json,tight_T_seed3101.txt,gcap-frontier,optimal,original_compact,True,False,True,True,0.0,0,0,0,True,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3102_plain_14400s.json,tight_T_seed3102.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.199393201549,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3102_plain_3600s.json,tight_T_seed3102.txt,cplex,not_certified,plain_cplex,True,False,False,True,0.193847941429,0,0,0,False,True,True,True,False,solver_final_json,True,0,,
E:\codes\ExactEBRP\results\gf_tailored_bc_route_profile_full_frontier_round\raw\tight_T_seed3102_tailored_14400s.json,tight_T_seed3102.txt,gcap-frontier,wrapper_error_noncertified,,False,True,False,False,0.25058634216969283,0,0,0,False,True,True,False,False,wrapper_best_checkpoint,True,0,,
