result_package,fresh_run,source_round,instance,row_kind,budget_seconds,time_seconds,global_LB,incumbent_UB,gap,open_intervals,closed_intervals,node_count,route_cutset_candidates,route_cutset_cuts_added,callback_calls,certificate_source_status,diagnostic_evidence_attempted
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,0.0004798,0,5.231475798,1,0,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,19.8387735,1.34341951282,2.44340319194,0.450185087238,4,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,50.6203075,1.50460803,2.44340319194,0.384216229658,3,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,120.5468793,1.50460803,2.44340319194,0.384216229658,3,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,189.4639133,1.50460803,2.44340319194,0.384216229658,3,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,218.7583179,1.50460803,2.44340319194,0.384216229658,2,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,248.888024,1.74210803,2.44340319194,0.287015734552,1,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,283.5947667,1.74210803,2.44340319194,0.287015734552,1,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,352.5884552,1.74210803,2.44340319194,0.287015734552,1,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,383.8656684,1.74210803,2.44340319194,0.287015734552,1,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,452.7046358,1.74210803,2.44340319194,0.287015734552,1,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,521.4852742,1.74210803,2.44340319194,0.287015734552,2,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,590.5610325,1.74210803,2.44340319194,0.287015734552,2,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,659.6070903,1.74210803,2.44340319194,0.287015734552,3,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,728.3461544,1.74210803,2.44340319194,0.287015734552,3,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,796.8917515,1.74210803,2.44340319194,0.287015734552,4,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,865.9833574,1.74210803,2.44340319194,0.287015734552,4,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,935.063557,1.74210803,2.44340319194,0.287015734552,5,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,1003.9505697,1.74210803,2.44340319194,0.287015734552,5,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,1072.7965177,1.74210803,2.44340319194,0.287015734552,6,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,1141.5947589,1.74210803,2.44340319194,0.287015734552,6,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,1176.0122116,1.74210803,2.44340319194,0.287015734552,6,,0,,,,frontier_progress,False
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,high_imbalance_seed3201,tailored,14400,1244.7471999,1.74210803,2.44340319194,0.287015734552,7,,0,,,,frontier_progress,False
