result_package,fresh_run,source_round,instance,budget_seconds,interval_id,gamma_L,gamma_U,status,lower_bound,closure_source,paper_core_valid,source_csv_path
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,moderate_seed3302,14400,17,0.0263650356482,0.0267471376141,replaced_by_children,0.0263650356482,unresolved,True,results/gf_tailored_bc_route_profile_full_frontier_round/raw/moderate_seed3302_tailored_14400s.intervals.csv
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,moderate_seed3302,14400,18,0.0263650356482,0.0265560866312,unresolved,0.0593036731592,bpc_exact_tree,True,results/gf_tailored_bc_route_profile_full_frontier_round/raw/moderate_seed3302_tailored_14400s.intervals.csv
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,moderate_seed3302,14400,19,0.0265560866312,0.0267471376141,unresolved,0.0593036731592,bpc_exact_tree,True,results/gf_tailored_bc_route_profile_full_frontier_round/raw/moderate_seed3302_tailored_14400s.intervals.csv
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,tight_T_seed3101,1200,0,0,0.0268131835335,bound_fathomed,0.107252734134,relaxation_bound,True,results/gf_tailored_bc_route_profile_full_frontier_round/raw/tight_T_seed3101_tailored_1200s.intervals.csv
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,tight_T_seed3101,1200,1,0.0268131835335,0.053626367067,bound_fathomed,0.107252734134,relaxation_bound,True,results/gf_tailored_bc_route_profile_full_frontier_round/raw/tight_T_seed3101_tailored_1200s.intervals.csv
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,tight_T_seed3101,1200,2,0.053626367067,0.0804395506005,bound_fathomed,0.107252734134,relaxation_bound,True,results/gf_tailored_bc_route_profile_full_frontier_round/raw/tight_T_seed3101_tailored_1200s.intervals.csv
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,tight_T_seed3101,1200,3,0.0804395506005,0.107252734134,replaced_by_children,0.0804395506005,unresolved,True,results/gf_tailored_bc_route_profile_full_frontier_round/raw/tight_T_seed3101_tailored_1200s.intervals.csv
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,tight_T_seed3101,1200,4,0.0804395506005,0.0938461423672,replaced_by_children,0.0804395506005,unresolved,True,results/gf_tailored_bc_route_profile_full_frontier_round/raw/tight_T_seed3101_tailored_1200s.intervals.csv
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,tight_T_seed3101,1200,5,0.0938461423672,0.107252734134,bound_fathomed,0.107252734134,relaxation_bound,True,results/gf_tailored_bc_route_profile_full_frontier_round/raw/tight_T_seed3101_tailored_1200s.intervals.csv
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,tight_T_seed3101,1200,6,0.0804395506005,0.0871428464838,bound_fathomed,0.107252734134,relaxation_bound,True,results/gf_tailored_bc_route_profile_full_frontier_round/raw/tight_T_seed3101_tailored_1200s.intervals.csv
results/gf_tailored_bc_route_profile_full_frontier_round,True,gf_tailored_bc_route_profile_full_frontier_round,tight_T_seed3101,1200,7,0.0871428464838,0.0938461423672,bound_fathomed,0.107252734134,relaxation_bound,True,results/gf_tailored_bc_route_profile_full_frontier_round/raw/tight_T_seed3101_tailored_1200s.intervals.csv
