vehicle,used,nodes,vehicle_capacity,travel_time,operation_time,route_duration,route_time_limit,route_utilization,final_depot_unload
0,True,"[0,5,7,19,14,39,27,2,44,25,49,23,0]",30,12050.068262204506,5040.0,17090.068262204506,18000.0,0.9494482367891393,0
1,True,"[0,31,36,34,9,10,22,42,13,43,46,18,17,0]",30,10775.490961810894,7200.0,17975.490961810894,18000.0,0.9986383867672719,0
2,True,"[0,16,30,6,20,4,37,35,41,32,48,21,12,33,0]",30,9529.556137199854,7080.0,16609.556137199856,18000.0,0.9227531187333253,0
3,True,"[0,24,29,38,50,47,28,1,40,11,3,26,15,45,8,0]",30,9581.765513762959,8040.0,17621.76551376296,18000.0,0.978986972986831,0
