"instance","instance_scope","variant","status","objective","lower_bound","upper_bound","gap","runtime_seconds","certified_original_problem","verifier_passed","unresolved_intervals","invalid_bound_intervals","open_nodes","bound_time_seconds","pricing_time_seconds","master_time_seconds","nodes","pricing_calls","columns","large_compact_flow_relaxation","v20_cover_cuts_added","station_residual_cover_cuts_added","large_compact_flow_arc_variables","route_mask_all_subset_enumeration_certifying","result_file"
,"regenerated_engineering","v12_m1_current_300s","gcap_frontier_not_closed","0.357200583208","0.332675660948","0.357200583208","0.0686586848205","300.8282635","False","True","1","0","1","287.039342","0","0","0","0","0","off","0","0","0","True","E:\codes\ExactEBRP\results\relaxation_closure_round\raw\v12_m1_current_300s.json"
,"regenerated_engineering","v12_m1_default_600s","optimal","0.357200583208","0.357200583208","0.357200583208","0","481.1060138","True","True","0","0","0","467.4320829","0","0","0","0","0","off","0","19","0","True","E:\codes\ExactEBRP\results\relaxation_closure_round\raw\v12_m1_default_600s.json"
,"regenerated_engineering","v12_m1_parallel2_300s","gcap_frontier_not_closed","0.357200583208","0.332675660948","0.357200583208","0.0686586848205","304.2787825","False","True","2","0","2","332.4085546","0","0","0","0","0","off","0","0","0","True","E:\codes\ExactEBRP\results\relaxation_closure_round\raw\v12_m1_parallel2_300s.json"
