source,instance_name,method,status,method_scope,solves_original_objective,is_bpc,certified_original_problem,verifier_passed,gap,unresolved_intervals,invalid_bound_intervals,open_nodes,audit_passed,failure_count,failures,warnings
results\relaxation_closure_round\raw\high_imbalance_seed3201_miplight_300s.json,high_imbalance_seed3201.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0682096293371,2,0,2,True,0,,
results\relaxation_closure_round\raw\high_imbalance_seed3201_relax300.json,high_imbalance_seed3201.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.122744236967,3,0,3,True,0,,
results\relaxation_closure_round\raw\high_imbalance_seed3202_miplight_1200s.json,high_imbalance_seed3202.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0317627113992,4,0,4,True,0,,
results\relaxation_closure_round\raw\high_imbalance_seed3202_miplight_300s.json,high_imbalance_seed3202.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0544001976401,2,0,2,True,0,,
results\relaxation_closure_round\raw\high_imbalance_seed3202_miplight_fallback_300s.json,high_imbalance_seed3202.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0544001976401,2,0,2,True,0,,
results\relaxation_closure_round\raw\high_imbalance_seed3202_relax300.json,high_imbalance_seed3202.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.100048941449,3,0,3,True,0,,
results\relaxation_closure_round\raw\moderate_seed3301_miplight_300s.json,moderate_seed3301.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.833333333333,4,0,4,True,0,,
results\relaxation_closure_round\raw\moderate_seed3301_relax300.json,moderate_seed3301.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.130305288314,5,0,5,True,0,,
results\relaxation_closure_round\raw\moderate_seed3302_lp_fallback_300s.json,moderate_seed3302.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.33021736845,5,0,5,True,0,,
results\relaxation_closure_round\raw\moderate_seed3302_miplight_300s.json,moderate_seed3302.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.833333333333,3,0,3,True,0,,
results\relaxation_closure_round\raw\moderate_seed3302_relax300.json,moderate_seed3302.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.33021736845,5,0,5,True,0,,
results\relaxation_closure_round\raw\smoke_v20_new_relax_10s.json,high_imbalance_seed3202.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.634716359628,3,0,0,True,0,,
results\relaxation_closure_round\raw\smoke_v20_new_relax_30s.json,high_imbalance_seed3202.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.48215029751,2,0,0,True,0,,
results\relaxation_closure_round\raw\tight_T_seed3101_miplight_300s.json,tight_T_seed3101.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.333333333333,2,0,2,True,0,,
results\relaxation_closure_round\raw\tight_T_seed3101_relax300.json,tight_T_seed3101.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.968587506517,5,0,5,True,0,,
results\relaxation_closure_round\raw\tight_T_seed3102_cover6_300s.json,tight_T_seed3102.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.21895551065,3,0,3,True,0,,
results\relaxation_closure_round\raw\tight_T_seed3102_lp_1200s.json,tight_T_seed3102.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.168318012854,9,0,9,True,0,,
results\relaxation_closure_round\raw\tight_T_seed3102_lp_fallback_300s.json,tight_T_seed3102.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.21895551065,3,0,3,True,0,,
results\relaxation_closure_round\raw\tight_T_seed3102_miplight_300s.json,tight_T_seed3102.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.474370843117,2,0,2,True,0,,
results\relaxation_closure_round\raw\tight_T_seed3102_relax300.json,tight_T_seed3102.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.21895551065,3,0,3,True,0,,
results\relaxation_closure_round\raw\v12_m1_bpc_fallback_300s.json,regen_candidate_V12_M1_average.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0725191208467,1,0,1,True,0,,
results\relaxation_closure_round\raw\v12_m1_current_300s.json,regen_candidate_V12_M1_average.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0686586848205,1,0,1,True,0,,
results\relaxation_closure_round\raw\v12_m1_default_600s.json,regen_candidate_V12_M1_average.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\relaxation_closure_round\raw\v12_m1_parallel2_300s.json,regen_candidate_V12_M1_average.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0686586848205,2,0,2,True,0,,
results\relaxation_closure_round\raw\v12_m1_presplit_300s.json,regen_candidate_V12_M1_average.txt,gcap-frontier,gcap_frontier_not_closed,original_bpc,True,True,False,True,0.0774109143105,3,0,3,True,0,,
results\relaxation_closure_round\raw\v12_m2_core_300s.json,regen_candidate_V12_M2_average.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
results\relaxation_closure_round\raw\v4_smoke_30s.json,gcap_smoke_V4_M1.txt,gcap-frontier,optimal,original_bpc,True,True,True,True,0.0,0,0,0,True,0,,
