"source_file","interval_id","gamma_L","gamma_U","interval_LB","incumbent_UB","gap_to_cutoff","interval_status","reason","relaxation_time","lower_bound_sources","route_mask_certifying","open_nodes","pricing_calls","pricing_time_seconds","plateau_reason"
"moderate_seed3301_core_repair_300s.intervals.csv","8","0.0102401151385","0.0122881381662","0.0427477151184","0.0491525526647","0.0064048375463","unresolved","tree_not_started_before_time_limit_or_reserve","0","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3302_core_native_300s.intervals.csv","0","0","0.0656120748918","0.129258044578","0.196836224675","0.067578180097","replaced_by_children","split_parent_replaced","43.4569837","gamma_floor|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3302_core_native_300s.intervals.csv","1","0.0656120748918","0.131224149784","0.13801346999","0.196836224675","0.058822754685","unresolved","tree_not_started_before_time_limit_or_reserve","40.4865331","gamma_floor|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3302_core_native_300s.intervals.csv","2","0.131224149784","0.196836224675","0.191397550517","0.196836224675","0.00543867415800001","unresolved","tree_not_started_before_time_limit_or_reserve","38.5675068","gamma_floor|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3302_core_native_300s.intervals.csv","3","0","0.0328060374459","0.131752930863","0.196836224675","0.065083293812","unresolved","tree_not_started_before_time_limit_or_reserve","43.0924484","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3302_core_native_300s.intervals.csv","4","0.0328060374459","0.0656120748918","0.129928167661","0.196836224675","0.066908057014","replaced_by_children","split_parent_replaced","41.6498465","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3302_core_native_300s.intervals.csv","5","0.0328060374459","0.0492090561688","0.129928167661","0.196836224675","0.066908057014","unresolved","tree_not_started_before_time_limit_or_reserve","41.5114751","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3302_core_native_300s.intervals.csv","6","0.0492090561688","0.0656120748918","0.131246637651","0.196836224675","0.065589587024","unresolved","tree_not_started_before_time_limit_or_reserve","40.6600271","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"tight_T_seed3101_core_native_300s.intervals.csv","0","0","0.20594347068","0.233473335501","0.617830412041","0.38435707654","replaced_by_children","split_parent_replaced","66.9916051","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"tight_T_seed3101_core_native_300s.intervals.csv","1","0.20594347068","0.41188694136","0.387573796559","0.617830412041","0.230256615482","unresolved","tree_not_started_before_time_limit_or_reserve","62.2173762","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"tight_T_seed3101_core_native_300s.intervals.csv","2","0.41188694136","0.617830412041","0.593517267239","0.617830412041","0.024313144802","unresolved","tree_not_started_before_time_limit_or_reserve","50.8629351","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"tight_T_seed3101_core_native_300s.intervals.csv","4","0.10297173534","0.20594347068","0.284602061219","0.617830412041","0.333228350822","replaced_by_children","split_parent_replaced","64.9033673","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"tight_T_seed3101_core_native_300s.intervals.csv","5","0.10297173534","0.15445760301","0.284602061219","0.617830412041","0.333228350822","unresolved","tree_not_started_before_time_limit_or_reserve","64.7331754","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"tight_T_seed3101_core_native_300s.intervals.csv","6","0.15445760301","0.20594347068","0.284602061219","0.617830412041","0.333228350822","unresolved","tree_not_started_before_time_limit_or_reserve","0","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"tight_T_seed3102_core_native_300s.intervals.csv","0","0","0.316666666667","1.38494952823","1.57552584458","0.19057631635","replaced_by_children","split_parent_replaced","103.5644784","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"tight_T_seed3102_core_native_300s.intervals.csv","1","0.316666666667","0.633333333333","1.49436243824","1.57552584458","0.08116340634","unresolved","tree_not_started_before_time_limit_or_reserve","93.2782939","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"tight_T_seed3102_core_native_300s.intervals.csv","4","0.158333333333","0.316666666667","1.39118663149","1.57552584458","0.18433921309","unresolved","tree_not_started_before_time_limit_or_reserve","98.3244716","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"tight_T_seed3102_core_repair_300s.intervals.csv","0","0","0.316666666667","1.38494952823","1.57552584458","0.19057631635","replaced_by_children","split_parent_replaced","104.2465846","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"tight_T_seed3102_core_repair_300s.intervals.csv","1","0.316666666667","0.633333333333","1.49436243824","1.57552584458","0.08116340634","unresolved","tree_not_started_before_time_limit_or_reserve","93.7174423","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"tight_T_seed3102_core_repair_300s.intervals.csv","4","0.158333333333","0.316666666667","1.39118663149","1.57552584458","0.18433921309","unresolved","tree_not_started_before_time_limit_or_reserve","98.7514288","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3201_miplight_300s.intervals.csv","1","0.316666666667","0.633333333333","2.2767395659","2.44340319194","0.16666362604","replaced_by_children","split_parent_replaced","136.5293678","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3201_miplight_300s.intervals.csv","3","0.316666666667","0.475","2.2767395659","2.44340319194","0.16666362604","unresolved","tree_not_started_before_time_limit_or_reserve","136.9954977","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3201_miplight_300s.intervals.csv","4","0.475","0.633333333333","2.2767395659","2.44340319194","0.16666362604","unresolved","tree_not_started_before_time_limit_or_reserve","0","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3201_relax300.intervals.csv","1","0.316666666667","0.633333333333","2.14348953154","2.44340319194","0.2999136604","replaced_by_children","split_parent_replaced","118.2898041","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3201_relax300.intervals.csv","2","0.633333333333","0.95","2.41967746811","2.44340319194","0.0237257238299997","unresolved","tree_not_started_before_time_limit_or_reserve","115.6573472","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3201_relax300.intervals.csv","3","0.316666666667","0.475","2.17214861719","2.44340319194","0.27125457475","unresolved","tree_not_started_before_time_limit_or_reserve","59.3669838","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3201_relax300.intervals.csv","4","0.475","0.633333333333","2.14348953154","2.44340319194","0.2999136604","unresolved","tree_not_started_before_time_limit_or_reserve","0","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_1200s.intervals.csv","1","0.316666666667","0.633333333333","1.61719766358","1.74931345205","0.13211578847","replaced_by_children","split_parent_replaced","90.5727029","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_1200s.intervals.csv","4","0.475","0.633333333333","1.65415045452","1.74931345205","0.0951629975299999","replaced_by_children","split_parent_replaced","88.585428","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_1200s.intervals.csv","5","0.475","0.554166666667","1.65415045452","1.74931345205","0.0951629975299999","replaced_by_children","split_parent_replaced","89.1697934","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_1200s.intervals.csv","6","0.554166666667","0.633333333333","1.65415045452","1.74931345205","0.0951629975299999","replaced_by_children","split_parent_replaced","88.0626837","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_1200s.intervals.csv","7","0.475","0.514583333333","1.65415045452","1.74931345205","0.0951629975299999","replaced_by_children","split_parent_replaced","89.5149298","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_1200s.intervals.csv","8","0.514583333333","0.554166666667","1.69375051373","1.74931345205","0.05556293832","replaced_by_children","split_parent_replaced","88.1734902","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_1200s.intervals.csv","9","0.554166666667","0.59375","1.65415045452","1.74931345205","0.0951629975299999","replaced_by_children","split_parent_replaced","88.0209527","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_1200s.intervals.csv","12","0.494791666667","0.514583333333","1.65415045452","1.74931345205","0.0951629975299999","replaced_by_children","split_parent_replaced","88.8976692","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_300s.intervals.csv","1","0.316666666667","0.633333333333","1.61719766358","1.74931345205","0.13211578847","replaced_by_children","split_parent_replaced","90.7918333","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_300s.intervals.csv","4","0.475","0.633333333333","1.65415045452","1.74931345205","0.0951629975299999","replaced_by_children","split_parent_replaced","88.5185382","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_300s.intervals.csv","5","0.475","0.554166666667","1.65415045452","1.74931345205","0.0951629975299999","unresolved","tree_not_started_before_time_limit_or_reserve","87.0208068","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_300s.intervals.csv","6","0.554166666667","0.633333333333","1.65415045452","1.74931345205","0.0951629975299999","unresolved","tree_not_started_before_time_limit_or_reserve","0","gamma_floor|adaptive_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_fallback_300s.intervals.csv","1","0.316666666667","0.633333333333","1.61719766358","1.74931345205","0.13211578847","replaced_by_children","split_parent_replaced","90.9837934","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_fallback_300s.intervals.csv","4","0.475","0.633333333333","1.65415045452","1.74931345205","0.0951629975299999","replaced_by_children","split_parent_replaced","178.0062126","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_fallback_300s.intervals.csv","5","0.475","0.554166666667","1.65415045452","1.74931345205","0.0951629975299999","unresolved","tree_not_started_before_time_limit_or_reserve","89.2869708","gamma_floor|focused_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_miplight_fallback_300s.intervals.csv","6","0.554166666667","0.633333333333","1.65415045452","1.74931345205","0.0951629975299999","unresolved","tree_not_started_before_time_limit_or_reserve","0","gamma_floor|focused_split_inherited_parent_lb",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_relax300.intervals.csv","1","0.316666666667","0.633333333333","1.50517948694","1.74931345205","0.24413396511","replaced_by_children","split_parent_replaced","72.0634556","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_relax300.intervals.csv","2","0.633333333333","0.95","1.73262983371","1.74931345205","0.0166836183400001","unresolved","tree_not_started_before_time_limit_or_reserve","67.1192731","gamma_floor|cheap_projection_bound|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_relax300.intervals.csv","3","0.316666666667","0.475","1.6247625341","1.74931345205","0.12455091795","unresolved","tree_not_started_before_time_limit_or_reserve","72.1075993","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"high_imbalance_seed3202_relax300.intervals.csv","4","0.475","0.633333333333","1.57429649291","1.74931345205","0.17501695914","unresolved","tree_not_started_before_time_limit_or_reserve","69.4784008","gamma_floor|adaptive_split_inherited_parent_lb|inventory_route_gini_relaxation",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
"moderate_seed3301_miplight_300s.intervals.csv","0","0","0.0163841842216","0","0.0491525526647","0.0491525526647","replaced_by_children","split_parent_replaced","59.3936571","gamma_floor",,"1","0","0","relaxation_bound_not_fathomed_before_time_limit"
